sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000089,Apparel item 89,Beauty,12.75,367,42,2025-10-29
SKU-000090,Home item 90,Home,25.95,451,13,2025-07-28
SKU-000091,Home item 91,Apparel,25.69,33,29,2025-08-27
SKU-000092,Apparel item 92,Electronics,6.25,259,53,2025-11-26
SKU-000093,Beauty item 93,Grocery,38.51,394,51,2025-11-04
SKU-000094,Beauty item 94,Beauty,61.68,155,18,2025-07-12
SKU-000095,Grocery item 95,Grocery,8.87,259,65,2025-08-16
SKU-000096,Electronics item 96,Electronics,23.03,357,48,2025-04-06
SKU-000097,Apparel item 97,Grocery,40.02,21,77,2025-12-07
SKU-000098,Apparel item 98,Grocery,41.6,348,45,2025-11-15
SKU-000099,Home item 99,Apparel,38.25,42,34,2025-01-19
SKU-000100,Grocery item 100,Apparel,20.95,496,95,2025-07-12
SKU-000101,Apparel item 101,Grocery,12.62,359,89,2025-02-20
SKU-000102,Grocery item 102,Apparel,7.21,193,21,2025-10-15
SKU-000103,Home item 103,Beauty,19.47,260,89,2025-04-07
SKU-000104,Beauty item 104,Grocery,16.88,12,61,2025-02-18
SKU-000105,Grocery item 105,Home,7.97,472,85,2025-05-20
SKU-000106,Apparel item 106,Beauty,21.96,289,44,2025-06-14
SKU-000107,Home item 107,Home,9.67,87,48,2025-11-17
SKU-000108,Grocery item 108,Apparel,3.95,196,68,2025-07-06
SKU-000109,Grocery item 109,Electronics,4.31,321,77,2025-09-27
SKU-000110,Electronics item 110,Grocery,5.5,326,65,2025-09-29
SKU-000111,Beauty item 111,Apparel,31.99,394,31,2025-04-24
SKU-000112,Beauty item 112,Home,26.88,14,47,2025-06-08
SKU-000113,Apparel item 113,Electronics,7.22,431,94,2025-05-29
SKU-000114,Apparel item 114,Grocery,27.44,367,10,2025-09-15
SKU-000115,Electronics item 115,Apparel,11.94,494,91,2025-07-09
SKU-000116,Grocery item 116,Home,39.87,362,96,2025-04-25
SKU-000117,Apparel item 117,Grocery,6.02,409,81,2025-12-21
SKU-000118,Apparel item 118,Grocery,14.98,127,89,2025-06-21
SKU-000119,Beauty item 119,Home,33.61,47,68,2025-05-06
SKU-000120,Grocery item 120,Electronics,51.95,201,61,2025-02-06
SKU-000121,Grocery item 121,Beauty,18.52,47,26,2025-09-26
SKU-000122,Home item 122,Grocery,9.45,385,45,2025-12-20
SKU-000123,Grocery item 123,Electronics,9.64,151,58,2025-05-21
SKU-000124,Grocery item 124,Apparel,17.97,134,53,2025-10-15
SKU-000125,Apparel item 125,Home,35.02,479,48,2025-02-16
SKU-000126,Beauty item 126,Home,14.09,175,78,2025-01-30
SKU-000127,Grocery item 127,Home,5.09,418,26,2025-02-01
SKU-000128,Home item 128,Grocery,17.86,133,32,2025-09-19
SKU-000129,Apparel item 129,Apparel,13.83,173,35,2025-08-10
SKU-000130,Home item 130,Apparel,32.71,9,97,2025-02-16
SKU-000131,Apparel item 131,Electronics,12.74,360,69,2025-05-04
SKU-000132,Grocery item 132,Beauty,5.72,103,94,2025-10-14
SKU-000133,Electronics item 133,Beauty,21.0,426,64,2025-02-17
SKU-000134,Grocery item 134,Electronics,90.62,73,17,2025-06-04
SKU-000135,Grocery item 135,Grocery,27.66,361,57,2025-12-25
SKU-000136,Apparel item 136,Home,9.37,251,27,2025-10-06
SKU-000137,Home item 137,Apparel,5.09,329,67,2025-05-30
SKU-000138,Home item 138,Home,35.53,435,13,2025-05-08
SKU-000139,Apparel item 139,Apparel,6.92,492,85,2025-05-18
SKU-000140,Beauty item 140,Grocery,3.87,174,74,2025-12-18
SKU-000141,Apparel item 141,Home,53.52,17,80,2025-09-17
SKU-000142,Apparel item 142,Beauty,10.05,207,99,2025-10-12
SKU-000143,Grocery item 143,Apparel,20.14,79,30,2025-05-21
SKU-000144,Grocery item 144,Electronics,46.71,9,47,2025-09-25
SKU-000145,Beauty item 145,Apparel,7.59,354,74,2025-05-20
SKU-000146,Apparel item 146,Apparel,9.94,182,81,2025-09-10
SKU-000147,Apparel item 147,Beauty,47.81,97,80,2025-02-26
SKU-000148,Electronics item 148,Home,17.92,294,60,2025-03-07
SKU-000149,Apparel item 149,Beauty,15.71,149,72,2025-04-21
SKU-000150,Beauty item 150,Home,29.54,98,20,2025-03-30
SKU-000151,Beauty item 151,Grocery,18.57,16,12,2025-03-01
SKU-000152,Apparel item 152,Electronics,6.77,223,23,2025-09-28
SKU-000153,Electronics item 153,Home,14.43,449,84,2025-09-12
SKU-000154,Beauty item 154,Electronics,5.9,470,74,2025-08-05
SKU-000155,Electronics item 155,Electronics,4.3,151,71,2025-09-22
SKU-000156,Grocery item 156,Beauty,54.83,285,79,2025-05-30
SKU-000157,Beauty item 157,Grocery,3.3,448,66,2025-04-25
SKU-000158,Apparel item 158,Home,20.34,65,75,2025-09-12
SKU-000159,Apparel item 159,Electronics,16.91,262,14,2025-09-21
SKU-000160,Grocery item 160,Electronics,54.11,302,44,2025-04-04
SKU-000161,Electronics item 161,Beauty,16.97,106,61,2025-07-11
SKU-000162,Electronics item 162,Grocery,11.78,221,77,2025-08-06
SKU-000163,Apparel item 163,Home,197.41,191,12,2025-02-17
SKU-000164,Home item 164,Beauty,3.69,447,23,2025-03-12
SKU-000165,Home item 165,Grocery,25.57,20,80,2025-04-15
SKU-000166,Apparel item 166,Home,13.49,133,10,2025-05-28
SKU-000167,Apparel item 167,Grocery,15.35,108,94,2025-04-05
SKU-000168,Grocery item 168,Home,6.03,33,18,2025-06-22
SKU-000169,Electronics item 169,Apparel,39.74,318,22,2025-03-27
SKU-000170,Apparel item 170,Home,16.01,247,55,2025-06-22
SKU-000171,Apparel item 171,Apparel,25.27,189,11,2025-04-16
SKU-000172,Apparel item 172,Grocery,10.66,496,82,2025-03-17
SKU-000173,Home item 173,Apparel,7.73,170,49,2025-05-04
SKU-000174,Home item 174,Apparel,22.14,239,90,2025-12-19
SKU-000175,Grocery item 175,Home,22.24,468,93,2025-04-27
SKU-000176,Grocery item 176,Beauty,12.64,133,26,2025-09-26
SKU-000177,Beauty item 177,Grocery,18.38,284,40,2025-11-03
SKU-000178,Home item 178,Apparel,8.65,428,32,2025-03-03
SKU-000179,Electronics item 179,Home,5.57,57,65,2025-11-27
SKU-000180,Home item 180,Beauty,14.64,365,70,2025-03-26
SKU-000181,Beauty item 181,Home,3.61,479,62,2025-01-23
SKU-000182,Home item 182,Apparel,61.22,295,16,2025-09-19
SKU-000183,Electronics item 183,Electronics,16.04,33,71,2025-11-25
SKU-000184,Grocery item 184,Beauty,6.38,270,71,2025-12-20
SKU-000185,Home item 185,Home,8.81,244,80,2025-02-24
SKU-000186,Grocery item 186,Grocery,13.78,120,20,2025-12-10
SKU-000187,Home item 187,Grocery,14.39,278,17,2025-05-01
SKU-000188,Grocery item 188,Home,5.57,174,73,2025-07-28
SKU-000189,Electronics item 189,Beauty,22.6,23,23,2025-09-23
SKU-000190,Electronics item 190,Grocery,9.23,50,40,2025-07-21
SKU-000191,Electronics item 191,Electronics,40.29,123,20,2025-04-08
SKU-000192,Beauty item 192,Electronics,11.0,417,39,2025-06-03
SKU-000193,Grocery item 193,Electronics,12.61,196,79,2025-01-22
SKU-000194,Electronics item 194,Grocery,9.31,430,53,2025-01-23
SKU-000195,Electronics item 195,Grocery,18.86,454,65,2025-02-05
SKU-000196,Electronics item 196,Electronics,10.6,127,93,2025-11-22
SKU-000197,Electronics item 197,Home,28.92,402,59,2025-12-11
SKU-000198,Apparel item 198,Grocery,38.53,251,78,2025-08-29
SKU-000199,Electronics item 199,Electronics,7.6,86,38,2025-12-01
SKU-000200,Electronics item 200,Home,34.79,418,87,2025-03-14
SKU-000201,Electronics item 201,Apparel,23.05,285,75,2025-12-07
SKU-000202,Apparel item 202,Beauty,21.34,361,52,2025-12-01
SKU-000203,Home item 203,Home,72.03,196,54,2025-11-10
SKU-000204,Electronics item 204,Home,39.69,46,78,2025-11-01
SKU-000205,Beauty item 205,Beauty,10.78,401,23,2025-07-12
SKU-000206,Home item 206,Home,12.13,221,19,2025-11-18
SKU-000207,Beauty item 207,Beauty,22.66,392,46,2025-08-11
SKU-000208,Apparel item 208,Grocery,12.87,388,10,2025-05-31
SKU-000209,Grocery item 209,Beauty,6.6,407,21,2025-04-10
SKU-000210,Beauty item 210,Beauty,33.78,412,23,2025-12-23
SKU-000211,Grocery item 211,Beauty,41.62,458,12,2025-08-25
SKU-000212,Apparel item 212,Electronics,8.31,208,34,2025-01-24
SKU-000213,Home item 213,Home,34.68,36,41,2025-09-26
SKU-000214,Grocery item 214,Home,22.65,63,50,2025-08-28
SKU-000215,Grocery item 215,Home,17.13,68,75,2025-05-15
SKU-000216,Apparel item 216,Home,11.09,336,17,2025-07-01
SKU-000217,Apparel item 217,Electronics,63.67,32,71,2025-01-25
SKU-000218,Apparel item 218,Home,44.47,194,19,2025-01-04
SKU-000219,Beauty item 219,Home,30.03,309,75,2025-04-13
SKU-000220,Home item 220,Apparel,14.75,175,93,2025-08-08
SKU-000221,Grocery item 221,Electronics,7.2,150,75,2025-05-23
SKU-000222,Beauty item 222,Grocery,21.99,493,28,2025-12-18
SKU-000223,Beauty item 223,Apparel,18.47,352,60,2025-02-23
SKU-000224,Beauty item 224,Electronics,43.65,130,85,2025-08-21
SKU-000225,Electronics item 225,Grocery,36.48,354,72,2025-09-19
SKU-000226,Grocery item 226,Grocery,13.27,281,61,2025-03-27
SKU-000227,Grocery item 227,Grocery,9.18,5,13,2025-04-06
SKU-000228,Home item 228,Grocery,23.96,329,28,2025-12-01
SKU-000229,Electronics item 229,Apparel,12.84,52,30,2025-04-10
SKU-000230,Beauty item 230,Apparel,108.34,186,16,2025-08-06
SKU-000231,Electronics item 231,Beauty,20.93,52,91,2025-04-01
SKU-000232,Beauty item 232,Grocery,21.79,9,82,2025-10-15
SKU-000233,Beauty item 233,Grocery,8.28,263,50,2025-03-10
SKU-000234,Grocery item 234,Home,42.73,126,25,2025-03-24
SKU-000235,Electronics item 235,Electronics,10.13,488,14,2025-12-14
SKU-000236,Home item 236,Apparel,58.47,158,18,2025-05-05
SKU-000237,Home item 237,Apparel,21.6,132,43,2025-08-09
SKU-000238,Apparel item 238,Home,56.82,126,35,2025-08-12
SKU-000239,Home item 239,Electronics,17.59,102,68,2025-04-07
SKU-000240,Grocery item 240,Beauty,24.65,379,23,2025-02-14
SKU-000241,Apparel item 241,Electronics,16.2,484,75,2025-10-30
SKU-000242,Home item 242,Beauty,74.78,337,85,2025-01-19
SKU-000243,Apparel item 243,Home,21.49,458,28,2025-12-02
SKU-000244,Beauty item 244,Electronics,45.49,485,15,2025-07-10
SKU-000245,Home item 245,Home,74.53,179,41,2025-06-17
SKU-000246,Grocery item 246,Electronics,7.98,343,30,2025-05-24
SKU-000247,Electronics item 247,Home,17.6,19,86,2025-10-24
SKU-000248,Electronics item 248,Electronics,29.07,267,55,2025-09-09
SKU-000249,Beauty item 249,Apparel,16.8,328,19,2025-12-28
SKU-000250,Apparel item 250,Electronics,19.52,62,24,2025-10-11
SKU-000251,Home item 251,Apparel,4.39,54,17,2025-10-19
SKU-000252,Grocery item 252,Home,18.31,226,81,2025-04-29
SKU-000253,Apparel item 253,Grocery,15.64,490,15,2025-07-22
SKU-000254,Beauty item 254,Beauty,18.88,162,81,2025-09-09
SKU-000255,Grocery item 255,Electronics,6.06,416,62,2025-07-17
SKU-000256,Apparel item 256,Beauty,6.93,476,55,2025-10-26
SKU-000257,Beauty item 257,Grocery,7.62,3,12,2025-10-13
SKU-000258,Beauty item 258,Beauty,9.64,455,62,2025-04-21
SKU-000259,Grocery item 259,Home,8.54,111,93,2025-09-07
SKU-000260,Electronics item 260,Beauty,14.51,144,97,2025-07-09
SKU-000261,Home item 261,Grocery,14.65,217,51,2025-07-28
SKU-000262,Grocery item 262,Beauty,11.11,27,72,2025-05-16
SKU-000263,Beauty item 263,Grocery,18.43,106,32,2025-07-23
SKU-000264,Grocery item 264,Beauty,73.43,175,62,2025-01-24
SKU-000265,Electronics item 265,Electronics,52.77,426,13,2025-07-20
SKU-000266,Beauty item 266,Home,12.67,441,67,2025-03-05
SKU-000267,Apparel item 267,Electronics,12.12,90,76,2025-12-17
SKU-000268,Beauty item 268,Apparel,15.08,163,71,2025-12-14
SKU-000269,Apparel item 269,Apparel,39.99,299,79,2025-05-11
SKU-000270,Home item 270,Home,17.49,140,33,2025-04-18
SKU-000271,Home item 271,Beauty,5.81,169,72,2025-07-21
SKU-000272,Grocery item 272,Apparel,33.66,338,75,2025-07-19
SKU-000273,Grocery item 273,Home,6.88,348,42,2025-02-11
SKU-000274,Home item 274,Apparel,223.97,282,52,2025-07-14
SKU-000275,Electronics item 275,Home,36.84,162,36,2025-11-10
SKU-000276,Home item 276,Home,7.9,35,64,2025-09-29
SKU-000277,Electronics item 277,Apparel,59.0,331,58,2025-04-20
SKU-000278,Beauty item 278,Home,9.86,278,76,2025-08-12
SKU-000279,Home item 279,Electronics,17.25,6,44,2025-05-10
SKU-000280,Apparel item 280,Electronics,40.72,437,41,2025-06-29
SKU-000281,Electronics item 281,Beauty,11.28,268,39,2025-11-24
SKU-000282,Apparel item 282,Apparel,30.35,364,15,2025-10-09
SKU-000283,Home item 283,Apparel,24.32,58,49,2025-10-21
SKU-000284,Beauty item 284,Electronics,69.25,227,24,2025-10-18
SKU-000285,Electronics item 285,Grocery,18.27,3,79,2025-03-26
SKU-000286,Apparel item 286,Beauty,23.55,224,27,2025-12-16
SKU-000287,Apparel item 287,Home,45.94,48,25,2025-02-10
SKU-000288,Beauty item 288,Electronics,56.84,499,17,2025-09-13
SKU-000289,Beauty item 289,Grocery,16.83,303,54,2025-08-25
SKU-000290,Grocery item 290,Beauty,25.49,368,90,2025-11-04
SKU-000291,Grocery item 291,Grocery,23.04,319,32,2025-02-18
SKU-000292,Home item 292,Electronics,21.88,148,47,2025-12-10
SKU-000293,Grocery item 293,Beauty,38.07,471,91,2025-05-15
SKU-000294,Apparel item 294,Grocery,16.61,177,48,2025-08-17
SKU-000295,Apparel item 295,Electronics,12.16,78,60,2025-07-26
SKU-000296,Apparel item 296,Grocery,15.04,303,17,2025-04-01
SKU-000297,Electronics item 297,Electronics,16.13,379,91,2025-02-17
SKU-000298,Grocery item 298,Home,22.45,230,22,2025-03-02
SKU-000299,Home item 299,Apparel,16.96,170,35,2025-01-08
SKU-000300,Apparel item 300,Grocery,21.52,91,70,2025-05-18
SKU-000301,Electronics item 301,Electronics,21.46,297,86,2025-06-28
SKU-000302,Grocery item 302,Apparel,19.62,488,31,2025-12-18
SKU-000303,Apparel item 303,Apparel,17.61,152,65,2025-12-11
SKU-000304,Home item 304,Electronics,152.11,390,24,2025-11-23
SKU-000305,Beauty item 305,Beauty,26.14,499,90,2025-02-09
SKU-000306,Beauty item 306,Electronics,2.81,322,73,2025-03-06
SKU-000307,Beauty item 307,Grocery,6.6,147,76,2025-10-28
SKU-000308,Beauty item 308,Beauty,122.77,179,97,2025-07-16
SKU-000309,Apparel item 309,Electronics,63.26,417,15,2025-04-18
SKU-000310,Apparel item 310,Beauty,22.53,62,67,2025-08-25
SKU-000311,Electronics item 311,Grocery,12.37,110,82,2025-01-06
SKU-000312,Electronics item 312,Home,11.29,333,66,2025-11-02
SKU-000313,Beauty item 313,Electronics,28.01,399,81,2025-12-06
SKU-000314,Grocery item 314,Grocery,7.05,124,74,2025-08-21
SKU-000315,Grocery item 315,Grocery,18.17,225,16,2025-03-28
SKU-000316,Grocery item 316,Electronics,10.15,261,38,2025-12-14
SKU-000317,Electronics item 317,Electronics,10.86,131,54,2025-06-25
SKU-000318,Grocery item 318,Home,8.48,227,88,2025-12-23
SKU-000319,Apparel item 319,Electronics,11.29,183,49,2025-09-26
SKU-000320,Apparel item 320,Grocery,77.54,247,61,2025-08-09
SKU-000321,Electronics item 321,Electronics,51.01,101,81,2025-03-02
SKU-000322,Home item 322,Home,4.91,113,61,2025-11-12
SKU-000323,Electronics item 323,Beauty,24.0,24,14,2025-03-12
SKU-000324,Home item 324,Electronics,32.94,340,70,2025-09-12
SKU-000325,Electronics item 325,Beauty,9.97,96,20,2025-09-09
SKU-000326,Apparel item 326,Beauty,9.91,341,57,2025-09-06
SKU-000327,Home item 327,Home,63.6,44,97,2025-06-14
SKU-000328,Electronics item 328,Apparel,22.64,290,93,2025-11-24
SKU-000329,Grocery item 329,Home,5.42,2,29,2025-07-12
SKU-000330,Beauty item 330,Electronics,16.68,250,96,2025-12-02
SKU-000331,Beauty item 331,Electronics,34.3,145,52,2025-10-23
SKU-000332,Beauty item 332,Grocery,5.79,7,67,2025-06-12
SKU-000333,Home item 333,Home,10.86,227,71,2025-02-09
SKU-000334,Grocery item 334,Home,39.89,141,89,2025-02-22
SKU-000335,Apparel item 335,Apparel,4.87,140,60,2025-06-11
SKU-000336,Home item 336,Home,14.08,141,28,2025-08-14
SKU-000337,Electronics item 337,Electronics,18.72,88,44,2025-06-29
SKU-000338,Apparel item 338,Home,167.31,392,91,2025-07-02
SKU-000339,Electronics item 339,Grocery,28.31,471,19,2025-11-28
SKU-000340,Beauty item 340,Electronics,10.33,402,76,2025-04-10
SKU-000341,Electronics item 341,Beauty,4.55,44,64,2025-02-20
SKU-000342,Home item 342,Home,14.29,492,76,2025-11-21
SKU-000343,Grocery item 343,Grocery,37.07,374,53,2025-03-22
SKU-000344,Beauty item 344,Home,7.06,184,19,2025-01-13
SKU-000345,Beauty item 345,Electronics,20.87,23,70,2025-11-07
SKU-000346,Electronics item 346,Beauty,21.88,123,65,2025-01-24
SKU-000347,Apparel item 347,Electronics,4.76,300,80,2025-07-07
SKU-000348,Apparel item 348,Grocery,43.23,128,52,2025-08-09
SKU-000349,Apparel item 349,Home,11.4,369,89,2025-02-05
SKU-000350,Beauty item 350,Apparel,9.63,209,88,2025-01-16
SKU-000351,Home item 351,Apparel,66.38,274,47,2025-08-31
SKU-000352,Home item 352,Beauty,12.72,302,60,2025-11-10
SKU-000353,Grocery item 353,Beauty,54.53,184,30,2025-02-07
SKU-000354,Beauty item 354,Beauty,8.9,132,57,2025-07-04
SKU-000355,Home item 355,Grocery,48.71,497,22,2025-10-12
SKU-000356,Electronics item 356,Home,12.67,454,76,2025-06-02
SKU-000357,Beauty item 357,Grocery,7.26,377,68,2025-02-24
SKU-000358,Electronics item 358,Home,15.07,143,90,2025-12-26
SKU-000359,Beauty item 359,Apparel,36.92,485,67,2025-06-27
SKU-000360,Electronics item 360,Apparel,11.76,483,82,2025-08-23
SKU-000361,Grocery item 361,Apparel,14.05,288,57,2025-09-26
SKU-000362,Apparel item 362,Grocery,63.61,74,67,2025-06-08
SKU-000363,Grocery item 363,Grocery,18.02,481,27,2025-03-09
SKU-000364,Apparel item 364,Home,42.55,269,71,2025-01-03
SKU-000365,Home item 365,Apparel,23.12,411,19,2025-05-21
SKU-000366,Grocery item 366,Beauty,2.74,209,95,2025-07-09
SKU-000367,Grocery item 367,Grocery,109.97,498,21,2025-01-14
SKU-000368,Electronics item 368,Apparel,9.86,340,58,2025-08-14
SKU-000369,Apparel item 369,Grocery,21.36,205,11,2025-05-18
SKU-000370,Electronics item 370,Electronics,10.72,447,98,2025-01-11
SKU-000371,Beauty item 371,Apparel,40.93,113,44,2025-12-28
SKU-000372,Beauty item 372,Grocery,21.42,309,25,2025-08-17
SKU-000373,Grocery item 373,Grocery,66.2,55,71,2025-09-22
SKU-000374,Grocery item 374,Grocery,9.51,130,79,2025-07-29
SKU-000375,Beauty item 375,Beauty,8.01,101,20,2025-03-05
SKU-000376,Grocery item 376,Electronics,20.82,23,43,2025-09-06
SKU-000377,Electronics item 377,Electronics,8.71,28,80,2025-07-24
SKU-000378,Beauty item 378,Electronics,11.05,420,56,2025-08-24
SKU-000379,Grocery item 379,Grocery,14.57,278,90,2025-02-11
SKU-000380,Home item 380,Electronics,17.39,389,80,2025-01-26
SKU-000381,Beauty item 381,Electronics,20.05,155,90,2025-05-11
SKU-000382,Home item 382,Apparel,31.7,498,26,2025-11-17
SKU-000383,Grocery item 383,Apparel,35.94,150,51,2025-01-05
SKU-000384,Beauty item 384,Home,22.07,284,64,2025-08-23
SKU-000385,Beauty item 385,Grocery,16.52,131,59,2025-02-03
SKU-000386,Home item 386,Apparel,17.14,498,65,2025-08-31
SKU-000387,Home item 387,Grocery,46.98,393,58,2025-09-20
SKU-000388,Beauty item 388,Electronics,6.44,380,43,2025-09-22
SKU-000389,Beauty item 389,Beauty,36.69,448,74,2025-01-15
SKU-000390,Beauty item 390,Grocery,21.82,132,74,2025-12-10
SKU-000391,Grocery item 391,Apparel,9.33,146,78,2025-09-20
SKU-000392,Home item 392,Electronics,254.08,330,51,2025-02-05
SKU-000393,Grocery item 393,Apparel,15.61,399,86,2025-03-05
SKU-000394,Electronics item 394,Electronics,6.84,313,44,2025-04-06
SKU-000395,Electronics item 395,Grocery,23.86,329,86,2025-12-31
SKU-000396,Home item 396,Grocery,4.96,10,95,2025-10-28
SKU-000397,Electronics item 397,Electronics,10.6,374,85,2025-03-06
SKU-000398,Grocery item 398,Grocery,23.48,287,63,2025-12-10
SKU-000399,Home item 399,Apparel,46.77,220,87,2025-10-06
SKU-000400,Home item 400,Home,5.87,461,27,2025-04-14
SKU-000401,Grocery item 401,Beauty,6.93,20,31,2025-12-30
SKU-000402,Home item 402,Apparel,43.8,279,79,2025-07-09
SKU-000403,Beauty item 403,Electronics,56.42,397,52,2025-01-01
SKU-000404,Apparel item 404,Electronics,18.6,61,26,2025-08-29
SKU-000405,Grocery item 405,Apparel,10.06,485,73,2025-02-19
SKU-000406,Beauty item 406,Electronics,5.95,137,26,2025-12-31
SKU-000407,Grocery item 407,Electronics,4.32,178,17,2025-10-24
