bill_id,vendor_id,invoice_number,invoice_date,due_date,po_number,amount,paid_amount,balance,status,approved_by
BILL-2025000023,VEND-00134,V38976,2025-12-13,2026-01-12,PO-498656,224.57,224.57,0.0,paid,rwhite
BILL-2025000024,VEND-00106,V45586,2025-03-21,2025-04-20,PO-512368,4809.23,4809.23,0.0,paid,sjohnson
BILL-2025000025,VEND-00029,V15945,2025-09-10,2025-11-09,PO-365351,1295.3,645.9,649.4,open,kpatel
BILL-2025000026,VEND-00108,V58285,2025-09-14,2025-10-29,PO-164408,1337.24,1337.24,0.0,paid,rwhite
BILL-2025000027,VEND-00125,V22550,2025-11-27,2026-01-11,PO-355106,2076.84,2076.84,0.0,paid,kpatel
BILL-2025000028,VEND-00077,V21909,2025-08-12,2025-10-11,PO-498206,5813.4,4505.77,1307.63,open,rwhite
BILL-2025000029,VEND-00105,V88633,2025-02-14,2025-04-15,PO-699714,240.39,170.43,69.96,open,kpatel
BILL-2025000030,VEND-00019,V67513,2025-09-23,2025-11-22,,1462.72,450.81,1011.91,open,rwhite
BILL-2025000031,VEND-00105,V47072,2025-10-08,2025-11-07,PO-709582,760.82,552.56,208.26,open,rwhite
BILL-2025000032,VEND-00093,V18740,2025-08-10,2025-09-24,PO-334373,397.83,397.83,0.0,paid,mlopez
BILL-2025000033,VEND-00112,V92678,2025-03-06,2025-05-05,PO-265383,678.28,678.28,0.0,paid,mlopez
BILL-2025000034,VEND-00004,V35810,2025-05-15,2025-06-14,PO-292198,1710.9,1710.9,0.0,paid,rwhite
BILL-2025000035,VEND-00060,V25594,2025-09-14,2025-10-14,PO-423268,1777.74,1777.74,0.0,paid,sjohnson
BILL-2025000036,VEND-00150,V47355,2025-08-13,2025-09-27,PO-223064,304.27,254.86,49.41,open,rwhite
BILL-2025000037,VEND-00113,V42805,2025-12-31,2026-02-14,PO-152382,458.66,458.66,0.0,paid,sjohnson
BILL-2025000038,VEND-00078,V26990,2025-01-07,2025-03-08,PO-345350,1634.26,1634.26,0.0,paid,mlopez
BILL-2025000039,VEND-00061,V30291,2025-12-20,2026-02-18,PO-151819,1778.36,341.67,1436.69,open,kpatel
BILL-2025000040,VEND-00023,V26168,2025-10-13,2025-11-12,PO-114643,381.97,74.54,307.43,open,sjohnson
BILL-2025000041,VEND-00062,V35808,2025-05-29,2025-07-28,PO-541335,588.57,291.9,296.67,open,rwhite
BILL-2025000042,VEND-00037,V32597,2025-01-13,2025-03-14,PO-421291,276.49,54.55,221.94,open,rwhite
BILL-2025000043,VEND-00129,V94143,2025-08-28,2025-09-27,PO-550412,1498.28,1498.28,0.0,paid,mlopez
BILL-2025000044,VEND-00092,V62819,2025-01-24,2025-02-23,PO-463662,3284.67,3284.67,0.0,paid,sjohnson
BILL-2025000045,VEND-00015,V20265,2025-10-15,2025-11-29,PO-629509,3337.19,663.09,2674.1,open,sjohnson
BILL-2025000046,VEND-00027,V93129,2025-07-17,2025-08-31,PO-341234,647.39,647.39,0.0,paid,rwhite
BILL-2025000047,VEND-00001,V33701,2025-06-07,2025-07-07,PO-970352,889.57,524.91,364.66,open,kpatel
BILL-2025000048,VEND-00056,V72135,2025-06-19,2025-07-19,PO-122483,206.63,206.63,0.0,paid,kpatel
BILL-2025000049,VEND-00064,V77752,2025-07-11,2025-09-09,PO-296224,239.74,239.74,0.0,paid,rwhite
BILL-2025000050,VEND-00044,V46080,2025-12-27,2026-02-10,PO-652326,3749.54,3749.54,0.0,paid,rwhite
BILL-2025000051,VEND-00004,V61104,2025-08-23,2025-10-22,PO-763869,187.79,187.79,0.0,paid,kpatel
BILL-2025000052,VEND-00052,V53326,2025-12-14,2026-02-12,PO-738865,1274.35,642.72,631.63,open,sjohnson
BILL-2025000053,VEND-00059,V41567,2025-04-10,2025-06-09,,473.77,473.77,0.0,paid,kpatel
BILL-2025000054,VEND-00023,V30013,2025-02-05,2025-03-22,PO-484529,3954.52,3954.52,0.0,paid,mlopez
BILL-2025000055,VEND-00148,V89602,2025-01-22,2025-02-21,PO-783210,468.55,468.55,0.0,paid,rwhite
BILL-2025000056,VEND-00134,V62566,2025-10-17,2025-11-16,PO-432118,227.72,182.94,44.78,open,kpatel
BILL-2025000057,VEND-00104,V35063,2025-06-28,2025-07-28,,470.79,227.21,243.58,open,mlopez
BILL-2025000058,VEND-00046,V71369,2025-01-07,2025-02-21,,525.13,525.13,0.0,paid,sjohnson
BILL-2025000059,VEND-00003,V71551,2025-04-10,2025-05-10,PO-618397,606.82,470.67,136.15,open,kpatel
BILL-2025000060,VEND-00025,V28980,2025-11-11,2025-12-11,PO-348601,223.97,168.25,55.72,open,mlopez
BILL-2025000061,VEND-00042,V42500,2025-08-13,2025-10-12,PO-749471,441.06,441.06,0.0,paid,kpatel
BILL-2025000062,VEND-00129,V54258,2025-11-01,2025-12-16,PO-881566,1088.15,1088.15,0.0,paid,sjohnson
BILL-2025000063,VEND-00006,V73783,2025-08-03,2025-09-02,PO-888333,885.57,639.74,245.83,open,sjohnson
BILL-2025000064,VEND-00100,V68584,2025-01-30,2025-03-31,PO-276531,689.03,689.03,0.0,paid,sjohnson
BILL-2025000065,VEND-00081,V87293,2025-04-23,2025-06-22,,497.63,497.63,0.0,paid,kpatel
BILL-2025000066,VEND-00031,V73905,2025-07-08,2025-08-07,PO-244920,700.6,281.17,419.43,open,sjohnson
BILL-2025000067,VEND-00110,V83874,2025-11-09,2026-01-08,PO-579614,587.8,587.8,0.0,paid,mlopez
BILL-2025000068,VEND-00130,V29834,2025-04-07,2025-05-22,,1733.2,1339.58,393.62,open,sjohnson
BILL-2025000069,VEND-00135,V13828,2025-07-11,2025-08-10,,4782.99,4782.99,0.0,paid,kpatel
BILL-2025000070,VEND-00035,V28585,2025-03-19,2025-04-18,PO-508529,261.68,261.68,0.0,paid,kpatel
BILL-2025000071,VEND-00138,V68020,2025-03-16,2025-04-30,PO-523075,976.47,627.09,349.38,open,mlopez
BILL-2025000072,VEND-00107,V40719,2025-01-01,2025-02-15,PO-892522,192.75,192.75,0.0,paid,sjohnson
BILL-2025000073,VEND-00091,V48962,2025-03-06,2025-05-05,PO-809821,1604.77,1604.77,0.0,paid,kpatel
BILL-2025000074,VEND-00116,V77476,2025-02-02,2025-03-19,PO-459694,2432.97,1266.86,1166.11,open,mlopez
BILL-2025000075,VEND-00066,V56048,2025-09-03,2025-10-18,PO-165097,530.63,530.63,0.0,paid,kpatel
BILL-2025000076,VEND-00040,V55606,2025-06-13,2025-08-12,PO-442841,190.83,190.83,0.0,paid,kpatel
BILL-2025000077,VEND-00056,V48658,2025-01-28,2025-03-29,,3223.08,450.71,2772.37,open,rwhite
BILL-2025000078,VEND-00131,V78094,2025-08-19,2025-10-03,PO-590417,3930.74,3930.74,0.0,paid,kpatel
BILL-2025000079,VEND-00100,V25158,2025-09-12,2025-10-27,PO-437600,3018.28,1363.81,1654.47,open,sjohnson
BILL-2025000080,VEND-00142,V43844,2025-08-06,2025-10-05,PO-519398,282.43,282.43,0.0,paid,mlopez
BILL-2025000081,VEND-00066,V15799,2025-03-25,2025-04-24,PO-788059,6692.2,3724.25,2967.95,open,kpatel
BILL-2025000082,VEND-00066,V51028,2025-08-16,2025-10-15,,1367.17,977.68,389.49,open,sjohnson
BILL-2025000083,VEND-00036,V86759,2025-06-09,2025-07-24,,562.56,126.01,436.55,open,sjohnson
BILL-2025000084,VEND-00124,V57711,2025-07-27,2025-09-10,PO-136850,344.54,344.54,0.0,paid,sjohnson
BILL-2025000085,VEND-00003,V68052,2025-07-12,2025-09-10,PO-748070,204.09,204.09,0.0,paid,kpatel
BILL-2025000086,VEND-00051,V60479,2025-05-23,2025-07-22,PO-587895,2291.07,2291.07,0.0,paid,kpatel
BILL-2025000087,VEND-00149,V62600,2025-03-11,2025-04-25,PO-380376,2016.05,2016.05,0.0,paid,kpatel
BILL-2025000088,VEND-00039,V29325,2025-11-09,2025-12-09,PO-744127,1587.63,656.38,931.25,open,sjohnson
BILL-2025000089,VEND-00134,V95119,2025-09-12,2025-11-11,PO-498367,295.46,230.92,64.54,open,rwhite
BILL-2025000090,VEND-00117,V44065,2025-07-20,2025-09-03,PO-120509,845.5,845.5,0.0,paid,kpatel
BILL-2025000091,VEND-00020,V37593,2025-10-27,2025-11-26,PO-958498,424.7,292.23,132.47,open,mlopez
BILL-2025000092,VEND-00067,V66244,2025-06-28,2025-07-28,PO-754814,868.06,753.95,114.11,open,kpatel
BILL-2025000093,VEND-00023,V91565,2025-05-11,2025-07-10,,898.59,898.59,0.0,paid,kpatel
BILL-2025000094,VEND-00119,V18006,2025-10-06,2025-11-20,PO-582411,104.86,104.86,0.0,paid,rwhite
BILL-2025000095,VEND-00069,V70446,2025-04-19,2025-06-18,PO-855470,2716.71,1123.92,1592.79,open,rwhite
BILL-2025000096,VEND-00114,V47118,2025-09-11,2025-11-10,,653.58,128.97,524.61,open,kpatel
BILL-2025000097,VEND-00027,V93413,2025-11-02,2025-12-02,PO-945268,187.05,168.8,18.25,open,rwhite
BILL-2025000098,VEND-00007,V16286,2025-06-10,2025-07-25,PO-817736,1326.38,1326.38,0.0,paid,sjohnson
BILL-2025000099,VEND-00098,V49895,2025-11-23,2026-01-22,PO-927817,242.25,242.25,0.0,paid,rwhite
BILL-2025000100,VEND-00136,V57514,2025-04-11,2025-05-26,,695.08,653.15,41.93,open,kpatel
BILL-2025000101,VEND-00142,V74692,2025-01-07,2025-02-21,PO-718209,3509.59,3509.59,0.0,paid,rwhite
BILL-2025000102,VEND-00138,V76289,2025-01-13,2025-02-12,PO-438784,273.06,83.83,189.23,open,rwhite
BILL-2025000103,VEND-00098,V11963,2025-08-08,2025-09-22,PO-827761,255.06,255.06,0.0,paid,kpatel
BILL-2025000104,VEND-00095,V91883,2025-01-03,2025-02-17,PO-562437,369.66,369.66,0.0,paid,rwhite
BILL-2025000105,VEND-00120,V80941,2025-09-11,2025-10-26,PO-282488,361.12,172.71,188.41,open,kpatel
BILL-2025000106,VEND-00020,V58008,2025-04-30,2025-06-14,PO-959491,2792.58,2792.58,0.0,paid,kpatel
BILL-2025000107,VEND-00091,V16124,2025-01-30,2025-03-31,,1387.51,1387.51,0.0,paid,mlopez
BILL-2025000108,VEND-00034,V33652,2025-06-30,2025-08-29,PO-335573,3421.72,2902.29,519.43,open,kpatel
BILL-2025000109,VEND-00031,V78998,2025-05-08,2025-07-07,PO-331670,2135.14,2135.14,0.0,paid,mlopez
BILL-2025000110,VEND-00054,V70931,2025-04-06,2025-05-21,PO-869206,1185.75,1185.75,0.0,paid,rwhite
BILL-2025000111,VEND-00086,V49321,2025-01-15,2025-03-16,PO-782359,231.41,2.04,229.37,open,mlopez
BILL-2025000112,VEND-00108,V59568,2025-12-13,2026-01-12,PO-628062,4517.1,1678.04,2839.06,open,mlopez
BILL-2025000113,VEND-00098,V37036,2025-02-11,2025-03-28,PO-764335,799.06,799.06,0.0,paid,rwhite
BILL-2025000114,VEND-00059,V52359,2025-12-09,2026-02-07,PO-655835,73.83,73.83,0.0,paid,rwhite
BILL-2025000115,VEND-00019,V22408,2025-05-14,2025-06-13,PO-478474,1303.09,1303.09,0.0,paid,kpatel
BILL-2025000116,VEND-00149,V40518,2025-11-24,2025-12-24,PO-788845,916.92,916.92,0.0,paid,rwhite
BILL-2025000117,VEND-00037,V13534,2025-09-08,2025-10-08,,119.48,119.48,0.0,paid,mlopez
BILL-2025000118,VEND-00122,V47544,2025-04-14,2025-05-14,PO-248271,1230.28,1230.28,0.0,paid,rwhite
BILL-2025000119,VEND-00008,V11549,2025-10-31,2025-12-30,PO-693431,404.43,404.43,0.0,paid,sjohnson
BILL-2025000120,VEND-00136,V46867,2025-04-30,2025-05-30,PO-537542,936.56,936.56,0.0,paid,rwhite
BILL-2025000121,VEND-00119,V82934,2025-07-13,2025-08-27,PO-382397,1547.26,399.09,1148.17,open,sjohnson
BILL-2025000122,VEND-00098,V31560,2025-10-09,2025-11-08,PO-883012,3448.33,382.45,3065.88,open,sjohnson
BILL-2025000123,VEND-00055,V17141,2025-09-28,2025-10-28,PO-832303,347.61,347.61,0.0,paid,rwhite
BILL-2025000124,VEND-00044,V74111,2025-03-08,2025-05-07,PO-933459,351.81,351.81,0.0,paid,kpatel
BILL-2025000125,VEND-00055,V57436,2025-11-26,2026-01-10,,1687.57,535.1,1152.47,open,kpatel
BILL-2025000126,VEND-00058,V62934,2025-09-28,2025-10-28,PO-212136,2425.49,2425.49,0.0,paid,mlopez
BILL-2025000127,VEND-00039,V31763,2025-07-21,2025-08-20,PO-153260,5577.93,2510.93,3067.0,open,rwhite
BILL-2025000128,VEND-00140,V56640,2025-08-14,2025-10-13,PO-334602,1417.23,1417.23,0.0,paid,sjohnson
BILL-2025000129,VEND-00124,V38015,2025-04-04,2025-05-04,PO-718670,829.39,829.39,0.0,paid,sjohnson
BILL-2025000130,VEND-00057,V21603,2025-10-15,2025-12-14,PO-920616,2983.18,2983.18,0.0,paid,sjohnson
BILL-2025000131,VEND-00117,V92350,2025-04-23,2025-05-23,PO-640103,2315.31,2315.31,0.0,paid,kpatel
BILL-2025000132,VEND-00141,V80325,2025-05-01,2025-06-30,PO-650125,739.33,739.33,0.0,paid,kpatel
BILL-2025000133,VEND-00074,V55400,2025-07-18,2025-08-17,,814.04,720.92,93.12,open,sjohnson
BILL-2025000134,VEND-00090,V25236,2025-11-22,2025-12-22,PO-624024,474.41,451.14,23.27,open,sjohnson
BILL-2025000135,VEND-00049,V32436,2025-04-07,2025-06-06,,492.14,196.8,295.34,open,sjohnson
BILL-2025000136,VEND-00106,V73626,2025-07-30,2025-09-13,PO-390032,1704.68,1704.68,0.0,paid,mlopez
BILL-2025000137,VEND-00096,V96924,2025-05-25,2025-07-09,PO-116422,72.93,65.09,7.84,open,rwhite
BILL-2025000138,VEND-00122,V38123,2025-07-02,2025-08-31,PO-499744,2083.61,2083.61,0.0,paid,rwhite
BILL-2025000139,VEND-00104,V43687,2025-07-19,2025-09-02,PO-898117,979.78,959.46,20.32,open,rwhite
BILL-2025000140,VEND-00078,V35470,2025-11-02,2025-12-02,,1493.3,1493.3,0.0,paid,rwhite
BILL-2025000141,VEND-00084,V72636,2025-03-08,2025-04-22,PO-827381,572.43,572.43,0.0,paid,mlopez
BILL-2025000142,VEND-00077,V46735,2025-11-30,2026-01-14,PO-324288,285.53,285.53,0.0,paid,mlopez
BILL-2025000143,VEND-00065,V75063,2025-07-28,2025-08-27,PO-442798,1511.71,1511.71,0.0,paid,mlopez
BILL-2025000144,VEND-00087,V21287,2025-12-13,2026-01-27,,632.39,632.39,0.0,paid,kpatel
BILL-2025000145,VEND-00058,V64189,2025-02-03,2025-03-20,PO-425311,847.67,847.67,0.0,paid,kpatel
BILL-2025000146,VEND-00029,V32795,2025-12-09,2026-01-08,PO-354201,696.99,696.99,0.0,paid,rwhite
BILL-2025000147,VEND-00037,V15283,2025-07-24,2025-09-07,PO-634326,355.51,355.51,0.0,paid,rwhite
BILL-2025000148,VEND-00017,V72647,2025-03-30,2025-05-14,PO-642421,836.65,836.65,0.0,paid,sjohnson
BILL-2025000149,VEND-00141,V45880,2025-02-03,2025-04-04,PO-870195,572.88,572.88,0.0,paid,rwhite
BILL-2025000150,VEND-00009,V84301,2025-08-04,2025-09-03,PO-482524,1569.61,625.56,944.05,open,mlopez
BILL-2025000151,VEND-00053,V80835,2025-09-05,2025-11-04,PO-250821,577.61,577.61,0.0,paid,sjohnson
BILL-2025000152,VEND-00042,V43659,2025-07-17,2025-09-15,PO-871544,578.37,578.37,0.0,paid,sjohnson
BILL-2025000153,VEND-00071,V21403,2025-10-26,2025-12-25,PO-210865,143.7,143.7,0.0,paid,rwhite
BILL-2025000154,VEND-00040,V35759,2025-04-03,2025-05-03,PO-777670,202.02,202.02,0.0,paid,rwhite
BILL-2025000155,VEND-00148,V87238,2025-08-28,2025-10-27,PO-295530,680.23,680.23,0.0,paid,rwhite
BILL-2025000156,VEND-00074,V22747,2025-02-07,2025-04-08,PO-410850,716.32,716.32,0.0,paid,mlopez
BILL-2025000157,VEND-00042,V18790,2025-11-14,2025-12-29,PO-203779,716.33,716.33,0.0,paid,mlopez
BILL-2025000158,VEND-00080,V64113,2025-05-17,2025-07-16,PO-784439,521.59,521.59,0.0,paid,rwhite
BILL-2025000159,VEND-00074,V18721,2025-05-18,2025-07-02,,838.23,838.23,0.0,paid,rwhite
BILL-2025000160,VEND-00038,V72297,2025-06-04,2025-07-04,PO-916231,748.81,15.32,733.49,open,sjohnson
BILL-2025000161,VEND-00033,V82181,2025-09-06,2025-10-06,PO-430298,1177.46,970.16,207.3,open,kpatel
BILL-2025000162,VEND-00144,V35483,2025-05-26,2025-07-10,PO-945783,397.94,227.39,170.55,open,rwhite
BILL-2025000163,VEND-00123,V45935,2025-12-09,2026-02-07,,2036.93,2036.93,0.0,paid,kpatel
BILL-2025000164,VEND-00045,V34526,2025-10-01,2025-11-15,PO-106108,510.86,510.86,0.0,paid,sjohnson
BILL-2025000165,VEND-00120,V13845,2025-08-14,2025-10-13,PO-410902,1993.89,685.31,1308.58,open,rwhite
BILL-2025000166,VEND-00142,V94705,2025-12-30,2026-02-28,PO-309312,603.38,385.91,217.47,open,sjohnson
BILL-2025000167,VEND-00032,V55353,2025-08-29,2025-10-13,PO-762653,2091.47,2091.47,0.0,paid,kpatel
BILL-2025000168,VEND-00035,V69478,2025-06-24,2025-08-23,PO-307553,108.13,108.13,0.0,paid,kpatel
BILL-2025000169,VEND-00079,V63196,2025-12-20,2026-01-19,PO-542786,273.4,46.94,226.46,open,kpatel
BILL-2025000170,VEND-00124,V37013,2025-04-13,2025-06-12,,1960.4,1960.4,0.0,paid,mlopez
BILL-2025000171,VEND-00014,V66018,2025-08-18,2025-10-17,PO-417916,507.39,507.39,0.0,paid,sjohnson
BILL-2025000172,VEND-00019,V65649,2025-08-18,2025-10-17,PO-768092,494.64,57.83,436.81,open,sjohnson
BILL-2025000173,VEND-00100,V98533,2025-04-26,2025-05-26,PO-128864,16481.7,16481.7,0.0,paid,mlopez
BILL-2025000174,VEND-00068,V10375,2025-02-02,2025-03-04,,707.03,230.91,476.12,open,kpatel
BILL-2025000175,VEND-00006,V54000,2025-12-03,2026-01-02,PO-633956,786.18,786.18,0.0,paid,mlopez
BILL-2025000176,VEND-00118,V66145,2025-09-04,2025-10-19,PO-408552,705.73,705.73,0.0,paid,rwhite
BILL-2025000177,VEND-00046,V75304,2025-03-19,2025-05-18,PO-903638,2424.6,595.41,1829.19,open,kpatel
BILL-2025000178,VEND-00048,V84105,2025-02-16,2025-04-02,,1057.22,1057.22,0.0,paid,kpatel
BILL-2025000179,VEND-00056,V11517,2025-12-22,2026-01-21,PO-105661,1423.14,1423.14,0.0,paid,rwhite
BILL-2025000180,VEND-00141,V66103,2025-01-02,2025-02-16,PO-193546,1296.69,618.57,678.12,open,rwhite
BILL-2025000181,VEND-00001,V90921,2025-01-02,2025-02-01,PO-625415,717.06,717.06,0.0,paid,rwhite
BILL-2025000182,VEND-00044,V57494,2025-11-27,2026-01-26,,2204.67,2204.67,0.0,paid,rwhite
BILL-2025000183,VEND-00115,V51369,2025-05-16,2025-07-15,PO-188625,390.18,390.18,0.0,paid,kpatel
BILL-2025000184,VEND-00041,V87734,2025-11-12,2025-12-12,PO-858310,771.47,470.12,301.35,open,mlopez
BILL-2025000185,VEND-00093,V52650,2025-08-03,2025-09-17,PO-221818,957.93,957.93,0.0,paid,kpatel
BILL-2025000186,VEND-00036,V64788,2025-05-27,2025-07-26,PO-897273,1346.62,1346.62,0.0,paid,kpatel
BILL-2025000187,VEND-00093,V80279,2025-11-24,2026-01-23,PO-789699,2318.69,962.31,1356.38,open,kpatel
BILL-2025000188,VEND-00081,V89838,2025-08-21,2025-09-20,PO-121886,1233.89,1233.89,0.0,paid,kpatel
BILL-2025000189,VEND-00052,V76437,2025-11-20,2026-01-04,PO-176273,598.23,598.23,0.0,paid,sjohnson
BILL-2025000190,VEND-00087,V24903,2025-03-18,2025-04-17,PO-151714,3705.18,3705.18,0.0,paid,mlopez
BILL-2025000191,VEND-00090,V84136,2025-06-20,2025-08-04,PO-526062,294.67,294.67,0.0,paid,mlopez
BILL-2025000192,VEND-00090,V22873,2025-11-06,2025-12-06,PO-829503,346.77,346.77,0.0,paid,mlopez
BILL-2025000193,VEND-00101,V69282,2025-06-21,2025-08-05,PO-986908,624.34,273.85,350.49,open,rwhite
BILL-2025000194,VEND-00070,V16781,2025-11-16,2025-12-16,PO-147559,2139.21,2139.21,0.0,paid,rwhite
BILL-2025000195,VEND-00148,V52306,2025-01-26,2025-03-27,PO-873114,1177.2,1177.2,0.0,paid,mlopez
BILL-2025000196,VEND-00110,V47264,2025-02-23,2025-03-25,,1305.79,60.22,1245.57,open,mlopez
BILL-2025000197,VEND-00003,V88097,2025-12-22,2026-02-20,PO-395251,1082.41,1082.41,0.0,paid,mlopez
BILL-2025000198,VEND-00038,V25169,2025-01-09,2025-02-23,PO-688889,307.92,307.92,0.0,paid,kpatel
BILL-2025000199,VEND-00048,V74653,2025-05-29,2025-06-28,PO-711397,1020.97,1020.97,0.0,paid,sjohnson
BILL-2025000200,VEND-00150,V97003,2025-11-26,2026-01-25,PO-793432,3873.36,3873.36,0.0,paid,sjohnson
BILL-2025000201,VEND-00087,V25619,2025-09-22,2025-11-06,PO-721930,362.01,362.01,0.0,paid,sjohnson
BILL-2025000202,VEND-00004,V58097,2025-08-23,2025-10-07,PO-226716,1438.87,1438.87,0.0,paid,sjohnson
BILL-2025000203,VEND-00101,V99090,2025-04-10,2025-05-10,PO-545943,2823.78,2823.78,0.0,paid,sjohnson
BILL-2025000204,VEND-00085,V56240,2025-06-24,2025-07-24,PO-310500,2570.99,480.38,2090.61,open,rwhite
BILL-2025000205,VEND-00018,V59272,2025-08-01,2025-08-31,,717.15,559.01,158.14,open,kpatel
BILL-2025000206,VEND-00010,V12023,2025-08-12,2025-10-11,PO-802414,2128.47,2128.47,0.0,paid,kpatel
BILL-2025000207,VEND-00022,V26430,2025-12-29,2026-01-28,,484.53,226.92,257.61,open,sjohnson
BILL-2025000208,VEND-00075,V89839,2025-02-15,2025-04-16,,310.57,132.41,178.16,open,mlopez
BILL-2025000209,VEND-00144,V91577,2025-08-12,2025-09-11,PO-403883,973.7,973.7,0.0,paid,rwhite
BILL-2025000210,VEND-00110,V95102,2025-07-20,2025-09-03,,962.23,946.47,15.76,open,mlopez
BILL-2025000211,VEND-00030,V72072,2025-11-24,2026-01-08,PO-111181,673.74,673.74,0.0,paid,rwhite
BILL-2025000212,VEND-00056,V57086,2025-01-20,2025-02-19,PO-790106,251.06,251.06,0.0,paid,sjohnson
BILL-2025000213,VEND-00060,V52647,2025-03-14,2025-05-13,PO-745162,1251.14,1251.14,0.0,paid,sjohnson
BILL-2025000214,VEND-00098,V46809,2025-02-20,2025-04-06,PO-991311,1328.97,1328.97,0.0,paid,kpatel
BILL-2025000215,VEND-00022,V90539,2025-06-17,2025-08-16,,293.12,293.12,0.0,paid,mlopez
BILL-2025000216,VEND-00067,V20762,2025-08-19,2025-10-18,PO-678007,765.09,765.09,0.0,paid,mlopez
BILL-2025000217,VEND-00122,V72318,2025-11-08,2025-12-08,PO-294092,684.94,684.94,0.0,paid,mlopez
BILL-2025000218,VEND-00056,V58481,2025-04-05,2025-05-05,PO-946002,1100.66,1100.66,0.0,paid,kpatel
BILL-2025000219,VEND-00120,V77996,2025-09-29,2025-10-29,PO-234641,1470.71,569.43,901.28,open,mlopez
BILL-2025000220,VEND-00077,V41918,2025-06-01,2025-07-31,PO-504358,1311.89,1200.68,111.21,open,kpatel
BILL-2025000221,VEND-00057,V26583,2025-01-17,2025-03-03,PO-935335,281.26,281.26,0.0,paid,sjohnson
BILL-2025000222,VEND-00068,V86277,2025-01-26,2025-03-12,PO-774573,835.09,835.09,0.0,paid,rwhite
BILL-2025000223,VEND-00120,V34891,2025-01-12,2025-02-11,PO-436641,1904.52,1277.65,626.87,open,kpatel
BILL-2025000224,VEND-00052,V50760,2025-12-27,2026-01-26,PO-120632,225.73,225.73,0.0,paid,rwhite
BILL-2025000225,VEND-00139,V24508,2025-04-14,2025-05-14,PO-231654,1400.15,563.6,836.55,open,kpatel
BILL-2025000226,VEND-00064,V44404,2025-03-21,2025-05-05,,733.6,733.6,0.0,paid,kpatel
BILL-2025000227,VEND-00145,V90621,2025-06-08,2025-08-07,PO-309645,968.3,658.32,309.98,open,mlopez
BILL-2025000228,VEND-00015,V11322,2025-09-18,2025-10-18,PO-593867,2825.93,2825.93,0.0,paid,kpatel
BILL-2025000229,VEND-00084,V10940,2025-03-27,2025-05-26,PO-380280,758.39,758.39,0.0,paid,kpatel
BILL-2025000230,VEND-00041,V77651,2025-10-13,2025-12-12,PO-293690,342.81,342.81,0.0,paid,kpatel
BILL-2025000231,VEND-00093,V41119,2025-08-13,2025-09-27,PO-671681,620.18,620.18,0.0,paid,sjohnson
