vendor_id,as_of_date,current,d_1_30,d_31_60,d_61_90,over_90,total
VEND-00079,2025-12-31,0.0,0.0,0.0,0.0,4341.96,4341.96
VEND-00080,2025-12-31,152.15,0.0,0.0,0.0,2296.33,2448.48
VEND-00081,2025-12-31,0.0,0.0,0.0,0.0,783.21,783.21
VEND-00082,2025-12-31,0.0,1566.89,215.36,0.0,175.49,1957.74
VEND-00083,2025-12-31,0.0,206.81,0.0,1385.24,439.95,2032.0
VEND-00084,2025-12-31,0.0,344.09,0.0,0.0,664.94,1009.03
VEND-00085,2025-12-31,0.0,476.81,0.0,0.0,24.91,501.72
VEND-00086,2025-12-31,0.0,0.0,0.0,0.0,1039.51,1039.51
VEND-00087,2025-12-31,0.0,0.0,0.0,0.0,449.66,449.66
VEND-00088,2025-12-31,0.0,0.0,0.0,0.0,263.95,263.95
VEND-00089,2025-12-31,0.0,0.0,567.05,964.51,0.0,1531.56
VEND-00090,2025-12-31,0.0,0.0,53.12,0.0,3378.67,3431.79
VEND-00091,2025-12-31,0.0,0.0,0.0,0.0,4199.77,4199.77
VEND-00092,2025-12-31,0.0,0.0,0.0,0.0,536.89,536.89
VEND-00094,2025-12-31,0.0,0.0,898.47,0.0,131.32,1029.79
VEND-00095,2025-12-31,0.0,0.0,0.0,0.0,355.88,355.88
VEND-00096,2025-12-31,0.0,0.0,0.0,0.0,8476.3,8476.3
VEND-00097,2025-12-31,43.64,0.0,42.5,0.0,595.47,681.61
VEND-00098,2025-12-31,54.75,0.0,0.0,235.23,568.87,858.85
VEND-00099,2025-12-31,0.0,0.0,0.0,0.0,1173.24,1173.24
VEND-00100,2025-12-31,379.8,0.0,0.0,0.0,653.14,1032.94
VEND-00101,2025-12-31,13.91,0.0,0.0,0.0,0.0,13.91
VEND-00102,2025-12-31,0.0,0.0,0.0,0.0,7.47,7.47
VEND-00103,2025-12-31,2232.45,115.92,0.0,0.0,94.19,2442.56
VEND-00104,2025-12-31,0.0,0.0,0.0,0.0,1340.06,1340.06
VEND-00105,2025-12-31,0.0,0.0,0.0,55.38,279.69,335.07
VEND-00106,2025-12-31,0.0,0.0,0.0,0.0,533.46,533.46
VEND-00107,2025-12-31,0.0,0.0,0.0,0.0,2865.58,2865.58
VEND-00108,2025-12-31,0.0,0.0,0.0,533.02,1613.25,2146.27
VEND-00109,2025-12-31,306.32,0.0,0.0,0.0,462.45,768.77
VEND-00111,2025-12-31,0.0,284.04,0.0,0.0,19.81,303.85
VEND-00112,2025-12-31,0.0,0.0,0.0,0.0,216.35,216.35
VEND-00113,2025-12-31,588.04,0.0,0.0,0.0,0.0,588.04
VEND-00114,2025-12-31,0.0,0.0,0.0,0.0,927.62,927.62
VEND-00115,2025-12-31,0.0,0.0,0.0,220.57,0.0,220.57
VEND-00116,2025-12-31,46.16,0.0,0.0,0.0,1571.47,1617.63
VEND-00117,2025-12-31,0.0,0.0,0.0,0.0,334.98,334.98
VEND-00118,2025-12-31,0.0,0.0,0.0,0.0,634.1,634.1
VEND-00119,2025-12-31,0.0,0.0,0.0,0.0,1880.37,1880.37
VEND-00120,2025-12-31,0.0,0.0,0.0,316.87,153.03,469.9
VEND-00121,2025-12-31,0.0,0.0,0.0,447.69,0.0,447.69
VEND-00122,2025-12-31,0.0,0.0,0.0,0.0,134.27,134.27
VEND-00123,2025-12-31,0.0,0.0,0.0,0.0,2382.82,2382.82
VEND-00125,2025-12-31,0.0,900.06,0.0,0.0,775.66,1675.72
VEND-00126,2025-12-31,0.0,0.0,191.16,0.0,1090.55,1281.71
VEND-00127,2025-12-31,0.0,0.0,0.0,933.64,2255.9,3189.54
VEND-00129,2025-12-31,0.0,0.0,0.0,0.0,2762.17,2762.17
VEND-00130,2025-12-31,0.0,0.0,0.0,1308.2,1077.73,2385.93
VEND-00131,2025-12-31,0.0,0.0,0.0,0.0,168.68,168.68
VEND-00132,2025-12-31,0.0,0.0,0.0,0.0,2337.39,2337.39
VEND-00133,2025-12-31,0.0,0.0,0.0,0.0,584.04,584.04
VEND-00135,2025-12-31,0.0,0.0,0.0,0.0,615.6,615.6
VEND-00136,2025-12-31,0.0,0.0,0.0,0.0,2545.49,2545.49
VEND-00137,2025-12-31,0.0,0.0,0.0,0.0,830.79,830.79
VEND-00138,2025-12-31,0.0,0.0,0.0,0.0,859.3,859.3
VEND-00139,2025-12-31,0.0,0.0,0.0,0.0,520.91,520.91
VEND-00140,2025-12-31,167.82,0.0,0.0,0.0,651.15,818.97
VEND-00141,2025-12-31,1563.02,3032.0,0.0,0.0,860.15,5455.17
VEND-00142,2025-12-31,0.0,21.0,0.0,0.0,458.28,479.28
VEND-00143,2025-12-31,0.0,0.0,0.0,0.0,1099.96,1099.96
VEND-00144,2025-12-31,0.0,0.0,0.0,0.0,2880.69,2880.69
VEND-00146,2025-12-31,0.0,264.07,469.34,0.0,2199.52,2932.93
VEND-00147,2025-12-31,0.0,1906.46,0.0,0.0,326.04,2232.5
VEND-00148,2025-12-31,0.0,0.0,0.0,0.0,655.58,655.58
VEND-00150,2025-12-31,0.0,0.0,0.0,0.0,1636.27,1636.27
