vendor_id,as_of_date,current,d_1_30,d_31_60,d_61_90,over_90,total
VEND-00116,2025-12-31,0.0,0.0,32.94,0.0,3587.49,3620.43
VEND-00117,2025-12-31,0.0,0.0,0.0,445.7,1812.84,2258.54
VEND-00118,2025-12-31,0.0,0.0,0.0,0.0,915.84,915.84
VEND-00119,2025-12-31,0.0,0.0,0.0,0.0,1148.17,1148.17
VEND-00120,2025-12-31,0.0,0.0,385.37,1089.69,2929.37,4404.43
VEND-00121,2025-12-31,0.0,0.0,192.62,0.0,3026.31,3218.93
VEND-00122,2025-12-31,0.0,0.0,0.0,0.11,0.0,0.11
VEND-00123,2025-12-31,0.0,0.0,321.27,0.0,673.32,994.59
VEND-00124,2025-12-31,0.0,0.0,0.0,0.0,166.52,166.52
VEND-00125,2025-12-31,0.0,212.85,0.0,0.0,0.0,212.85
VEND-00126,2025-12-31,1694.9,213.05,179.39,0.0,427.4,2514.74
VEND-00127,2025-12-31,92.75,0.0,0.0,0.0,1134.93,1227.68
VEND-00128,2025-12-31,0.0,506.56,421.58,0.0,1345.95,2274.09
VEND-00129,2025-12-31,0.0,0.0,0.0,0.0,386.05,386.05
VEND-00130,2025-12-31,0.0,476.42,0.0,0.0,567.25,1043.67
VEND-00131,2025-12-31,0.0,0.0,0.0,0.0,80.74,80.74
VEND-00132,2025-12-31,1027.96,0.0,145.49,0.0,8976.37,10149.82
VEND-00133,2025-12-31,0.0,0.0,0.0,2891.0,0.0,2891.0
VEND-00134,2025-12-31,0.0,879.37,44.78,64.54,0.0,988.69
VEND-00135,2025-12-31,555.3,0.0,0.0,0.0,307.35,862.65
VEND-00136,2025-12-31,0.0,0.0,0.0,2039.48,41.93,2081.41
VEND-00137,2025-12-31,0.0,0.0,0.0,0.0,243.94,243.94
VEND-00138,2025-12-31,0.0,454.54,1477.11,0.0,1248.5,3180.15
VEND-00139,2025-12-31,0.0,0.0,0.0,0.0,978.86,978.86
VEND-00140,2025-12-31,0.0,0.0,376.3,0.0,8.1,384.4
VEND-00141,2025-12-31,0.0,0.0,0.0,0.0,678.12,678.12
VEND-00142,2025-12-31,262.91,0.0,791.23,0.0,2894.23,3948.37
VEND-00144,2025-12-31,0.0,62.52,0.0,0.0,170.55,233.07
VEND-00145,2025-12-31,110.83,0.0,0.0,1227.25,445.9,1783.98
VEND-00146,2025-12-31,0.0,496.82,0.0,0.0,0.0,496.82
VEND-00147,2025-12-31,0.0,0.0,0.0,0.0,558.35,558.35
VEND-00148,2025-12-31,0.0,0.0,0.0,0.0,36.94,36.94
VEND-00149,2025-12-31,0.0,0.0,886.47,0.0,2184.68,3071.15
VEND-00150,2025-12-31,0.0,0.0,0.0,86.97,672.53,759.5
