sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000037,FinishedGood item 37,RawMaterial,8.73,258,45,2025-07-12
SKU-000038,RawMaterial item 38,RawMaterial,19.76,340,20,2025-12-16
SKU-000039,Packaging item 39,RawMaterial,27.63,161,36,2025-08-26
SKU-000040,Subassembly item 40,Packaging,37.98,78,46,2025-05-17
SKU-000041,Packaging item 41,Packaging,8.25,282,57,2025-02-15
SKU-000042,Subassembly item 42,RawMaterial,2.1,260,22,2025-01-05
SKU-000043,FinishedGood item 43,FinishedGood,15.49,173,26,2025-06-20
SKU-000044,RawMaterial item 44,RawMaterial,22.34,13,95,2025-02-24
SKU-000045,RawMaterial item 45,FinishedGood,10.29,363,42,2025-11-04
SKU-000046,RawMaterial item 46,Packaging,12.77,37,54,2025-05-27
SKU-000047,RawMaterial item 47,RawMaterial,30.66,158,15,2025-09-17
SKU-000048,Subassembly item 48,FinishedGood,13.49,209,70,2025-09-13
SKU-000049,FinishedGood item 49,FinishedGood,145.81,225,76,2025-07-31
SKU-000050,Packaging item 50,Subassembly,102.39,1,66,2025-08-06
SKU-000051,Subassembly item 51,Subassembly,31.66,422,80,2025-04-24
SKU-000052,Packaging item 52,RawMaterial,31.44,192,88,2025-01-11
SKU-000053,RawMaterial item 53,Subassembly,18.53,60,54,2025-08-01
SKU-000054,Subassembly item 54,RawMaterial,19.98,251,49,2025-09-17
SKU-000055,Subassembly item 55,RawMaterial,36.04,314,96,2025-04-24
SKU-000056,FinishedGood item 56,FinishedGood,14.56,465,57,2025-04-15
SKU-000057,RawMaterial item 57,RawMaterial,7.51,379,23,2025-10-19
SKU-000058,Subassembly item 58,FinishedGood,16.62,345,52,2025-01-21
SKU-000059,Packaging item 59,Packaging,17.9,266,66,2025-10-01
SKU-000060,Packaging item 60,RawMaterial,10.17,157,40,2025-04-15
SKU-000061,FinishedGood item 61,Packaging,40.45,40,34,2025-11-30
SKU-000062,FinishedGood item 62,Subassembly,10.14,118,27,2025-07-08
SKU-000063,RawMaterial item 63,Packaging,6.31,165,63,2025-08-03
SKU-000064,Packaging item 64,Packaging,4.31,38,16,2025-12-15
SKU-000065,FinishedGood item 65,FinishedGood,20.05,224,53,2025-01-04
SKU-000066,FinishedGood item 66,RawMaterial,46.79,350,20,2025-01-31
SKU-000067,Subassembly item 67,RawMaterial,26.46,388,26,2025-01-28
SKU-000068,Packaging item 68,FinishedGood,14.08,1,99,2025-02-02
SKU-000069,Subassembly item 69,RawMaterial,7.55,126,44,2025-09-02
SKU-000070,Subassembly item 70,Packaging,7.27,298,59,2025-07-28
SKU-000071,RawMaterial item 71,Packaging,31.11,237,61,2025-01-14
SKU-000072,RawMaterial item 72,Packaging,35.71,77,68,2025-07-03
SKU-000073,RawMaterial item 73,RawMaterial,53.96,89,69,2025-05-24
SKU-000074,Subassembly item 74,Subassembly,16.1,442,60,2025-05-25
SKU-000075,Packaging item 75,RawMaterial,7.34,6,33,2025-04-21
SKU-000076,Packaging item 76,Subassembly,35.47,236,21,2025-10-27
SKU-000077,Subassembly item 77,FinishedGood,40.06,418,44,2025-06-08
SKU-000078,FinishedGood item 78,Subassembly,66.45,461,84,2025-04-25
SKU-000079,Subassembly item 79,Subassembly,20.65,229,92,2025-09-04
SKU-000080,RawMaterial item 80,Subassembly,11.0,218,87,2025-02-26
SKU-000081,RawMaterial item 81,FinishedGood,7.14,75,13,2025-06-24
SKU-000082,RawMaterial item 82,Packaging,20.2,27,12,2025-06-17
SKU-000083,Subassembly item 83,Subassembly,5.7,142,39,2025-06-23
SKU-000084,RawMaterial item 84,RawMaterial,55.52,115,26,2025-01-19
SKU-000085,FinishedGood item 85,Subassembly,51.71,286,82,2025-03-09
SKU-000086,RawMaterial item 86,Packaging,21.65,477,45,2025-01-17
SKU-000087,FinishedGood item 87,RawMaterial,5.08,96,52,2025-06-07
SKU-000088,RawMaterial item 88,FinishedGood,25.16,34,18,2025-01-21
SKU-000089,FinishedGood item 89,RawMaterial,45.69,156,61,2025-09-09
SKU-000090,Subassembly item 90,Packaging,5.71,168,14,2025-03-01
SKU-000091,Subassembly item 91,RawMaterial,63.31,60,73,2025-10-16
SKU-000092,Subassembly item 92,Subassembly,24.78,471,79,2025-10-01
SKU-000093,RawMaterial item 93,Subassembly,8.44,451,44,2025-07-26
SKU-000094,RawMaterial item 94,Subassembly,5.97,134,36,2025-10-05
SKU-000095,Subassembly item 95,Packaging,59.17,317,88,2025-04-24
SKU-000096,RawMaterial item 96,Packaging,8.27,58,64,2025-01-22
SKU-000097,Packaging item 97,Subassembly,12.42,386,68,2025-09-08
SKU-000098,RawMaterial item 98,RawMaterial,45.32,65,85,2025-01-16
SKU-000099,Subassembly item 99,Subassembly,12.3,108,42,2025-01-14
SKU-000100,Subassembly item 100,RawMaterial,7.19,365,81,2025-05-10
SKU-000101,Packaging item 101,Packaging,9.7,487,56,2025-12-03
SKU-000102,Subassembly item 102,Subassembly,8.29,54,34,2025-02-10
SKU-000103,Packaging item 103,FinishedGood,8.79,130,78,2025-06-12
SKU-000104,Subassembly item 104,FinishedGood,3.87,84,51,2025-01-30
SKU-000105,Subassembly item 105,Packaging,9.21,425,28,2025-07-24
SKU-000106,Subassembly item 106,RawMaterial,29.94,487,26,2025-07-01
SKU-000107,FinishedGood item 107,FinishedGood,15.01,319,29,2025-07-01
SKU-000108,FinishedGood item 108,Packaging,16.29,13,95,2025-06-03
SKU-000109,FinishedGood item 109,RawMaterial,18.41,50,67,2025-12-22
SKU-000110,FinishedGood item 110,Packaging,10.55,415,34,2025-05-14
SKU-000111,Subassembly item 111,Subassembly,27.07,405,78,2025-12-30
SKU-000112,Packaging item 112,FinishedGood,10.44,482,24,2025-05-04
SKU-000113,Packaging item 113,RawMaterial,48.33,272,16,2025-09-30
SKU-000114,Packaging item 114,RawMaterial,12.04,389,21,2025-01-16
SKU-000115,Packaging item 115,Subassembly,45.54,30,28,2025-09-17
SKU-000116,Subassembly item 116,Packaging,27.89,347,28,2025-07-24
SKU-000117,FinishedGood item 117,Subassembly,14.93,102,12,2025-10-03
SKU-000118,RawMaterial item 118,Subassembly,4.81,83,27,2025-09-04
SKU-000119,RawMaterial item 119,RawMaterial,36.83,405,89,2025-04-29
SKU-000120,Subassembly item 120,FinishedGood,17.7,486,32,2025-10-31
