sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000047,Hardware item 47,License,17.13,132,93,2025-08-18
SKU-000048,Swag item 48,Hardware,18.5,56,57,2025-01-05
SKU-000049,License item 49,Hardware,21.85,53,67,2025-11-19
SKU-000050,License item 50,License,12.06,381,62,2025-12-02
SKU-000051,Hardware item 51,Swag,61.42,18,28,2025-06-16
SKU-000052,License item 52,Hardware,6.23,396,72,2025-02-21
SKU-000053,License item 53,License,3.99,470,26,2025-12-30
SKU-000054,Swag item 54,Hardware,33.07,374,24,2025-02-26
SKU-000055,License item 55,Hardware,4.01,341,69,2025-07-31
SKU-000056,Hardware item 56,License,24.3,106,42,2025-07-07
SKU-000057,Swag item 57,Swag,10.98,94,14,2025-08-03
SKU-000058,Hardware item 58,License,14.28,86,78,2025-07-03
SKU-000059,Hardware item 59,Swag,13.26,362,58,2025-03-06
SKU-000060,Swag item 60,Hardware,15.04,222,10,2025-07-10
SKU-000061,Hardware item 61,Swag,10.85,154,57,2025-07-11
SKU-000062,License item 62,Hardware,31.5,244,13,2025-07-24
SKU-000063,Swag item 63,Swag,28.73,146,25,2025-09-24
SKU-000064,License item 64,License,57.56,279,59,2025-09-21
SKU-000065,Swag item 65,Swag,44.65,325,68,2025-08-03
SKU-000066,Hardware item 66,Hardware,19.68,398,20,2025-07-11
SKU-000067,License item 67,Hardware,8.22,30,61,2025-05-28
SKU-000068,Hardware item 68,Hardware,46.33,274,25,2025-12-15
SKU-000069,Swag item 69,Swag,18.89,363,65,2025-07-22
SKU-000070,Hardware item 70,License,10.85,78,10,2025-01-09
SKU-000071,Swag item 71,Swag,62.98,360,28,2025-02-18
SKU-000072,License item 72,Swag,11.72,320,50,2025-06-15
SKU-000073,Hardware item 73,Swag,24.81,89,57,2025-09-29
SKU-000074,Hardware item 74,License,64.22,187,15,2025-12-09
SKU-000075,License item 75,Hardware,7.51,349,67,2025-07-17
SKU-000076,Hardware item 76,Swag,16.39,194,98,2025-11-04
SKU-000077,Swag item 77,Hardware,52.32,362,53,2025-12-15
SKU-000078,Swag item 78,License,19.88,386,45,2025-09-01
SKU-000079,Swag item 79,Hardware,5.85,20,57,2025-03-08
SKU-000080,Hardware item 80,Hardware,58.04,226,35,2025-04-25
SKU-000081,License item 81,Swag,14.98,116,51,2025-05-16
SKU-000082,Hardware item 82,Swag,11.49,469,59,2025-02-27
SKU-000083,Hardware item 83,License,5.3,77,46,2025-06-02
SKU-000084,License item 84,License,66.03,42,62,2025-01-05
SKU-000085,Swag item 85,Swag,18.07,270,29,2025-11-05
SKU-000086,Swag item 86,Hardware,31.69,366,80,2025-05-11
SKU-000087,Hardware item 87,License,9.88,122,98,2025-11-06
SKU-000088,Hardware item 88,Hardware,19.9,162,56,2025-09-29
SKU-000089,Swag item 89,Hardware,15.11,242,76,2025-08-12
SKU-000090,License item 90,Hardware,33.23,107,87,2025-01-15
SKU-000091,Swag item 91,License,40.48,237,35,2025-07-26
SKU-000092,License item 92,License,25.54,254,67,2025-05-21
SKU-000093,License item 93,Hardware,75.51,480,28,2025-12-15
SKU-000094,Hardware item 94,License,27.74,441,93,2025-08-31
SKU-000095,Hardware item 95,Hardware,28.46,445,94,2025-12-17
SKU-000096,Hardware item 96,License,31.11,148,88,2025-06-29
SKU-000097,Hardware item 97,License,140.2,231,85,2025-12-10
SKU-000098,Swag item 98,License,57.14,415,24,2025-07-26
SKU-000099,Hardware item 99,Hardware,75.95,256,27,2025-09-07
SKU-000100,License item 100,Hardware,14.97,487,93,2025-01-25
SKU-000101,Swag item 101,Hardware,16.85,21,49,2025-11-28
SKU-000102,Hardware item 102,Hardware,9.39,31,74,2025-10-22
SKU-000103,License item 103,License,9.92,215,87,2025-03-21
SKU-000104,Swag item 104,Swag,7.73,305,69,2025-05-05
SKU-000105,License item 105,License,58.32,68,55,2025-01-12
SKU-000106,License item 106,Hardware,61.78,372,68,2025-03-15
SKU-000107,License item 107,Hardware,64.29,365,79,2025-05-02
SKU-000108,License item 108,License,59.01,7,18,2025-06-01
SKU-000109,Hardware item 109,License,33.69,319,12,2025-10-20
SKU-000110,License item 110,Hardware,22.83,484,46,2025-08-30
SKU-000111,License item 111,Hardware,25.12,187,83,2025-09-01
SKU-000112,Swag item 112,License,108.35,154,64,2025-02-21
SKU-000113,License item 113,Hardware,13.97,257,57,2025-12-24
SKU-000114,Swag item 114,Swag,8.15,333,73,2025-10-20
SKU-000115,Swag item 115,Swag,18.32,189,47,2025-03-07
SKU-000116,License item 116,License,21.31,488,64,2025-11-25
SKU-000117,Hardware item 117,Hardware,10.05,271,47,2025-08-06
SKU-000118,Swag item 118,Swag,6.65,417,86,2025-07-06
SKU-000119,Hardware item 119,License,35.01,249,35,2025-02-19
SKU-000120,Hardware item 120,Hardware,25.36,489,79,2025-08-25
SKU-000121,Swag item 121,Hardware,19.82,412,15,2025-11-28
SKU-000122,Hardware item 122,Hardware,16.6,458,62,2025-07-02
SKU-000123,License item 123,Swag,32.42,153,85,2025-07-15
SKU-000124,Swag item 124,License,26.46,202,68,2025-07-02
SKU-000125,Hardware item 125,Swag,51.66,327,68,2025-11-17
SKU-000126,Swag item 126,License,29.51,460,15,2025-02-10
SKU-000127,License item 127,Swag,28.13,328,42,2025-08-31
SKU-000128,Hardware item 128,License,55.2,153,96,2025-09-28
SKU-000129,Swag item 129,License,20.79,497,50,2025-11-12
SKU-000130,Swag item 130,Swag,79.21,480,50,2025-10-21
SKU-000131,License item 131,Swag,10.69,174,80,2025-01-23
SKU-000132,Hardware item 132,Hardware,10.54,242,63,2025-08-19
SKU-000133,Swag item 133,Hardware,10.62,408,75,2025-04-19
SKU-000134,Hardware item 134,License,15.43,347,89,2025-12-13
SKU-000135,Hardware item 135,Hardware,17.91,227,21,2025-05-28
SKU-000136,License item 136,Hardware,15.36,134,74,2025-12-06
SKU-000137,Hardware item 137,Swag,14.49,133,75,2025-02-08
SKU-000138,Swag item 138,License,7.9,413,31,2025-12-15
SKU-000139,Swag item 139,Swag,5.86,254,22,2025-12-21
SKU-000140,Swag item 140,Hardware,9.75,241,56,2025-09-01
SKU-000141,Swag item 141,Hardware,20.54,117,25,2025-12-20
SKU-000142,Swag item 142,Swag,51.12,441,80,2025-09-08
SKU-000143,Swag item 143,Hardware,84.7,372,35,2025-12-03
SKU-000144,Swag item 144,License,14.45,3,40,2025-10-31
SKU-000145,License item 145,License,15.46,346,55,2025-02-04
SKU-000146,Hardware item 146,Swag,28.3,421,93,2025-04-14
SKU-000147,Hardware item 147,Swag,39.74,13,87,2025-08-07
SKU-000148,Swag item 148,License,13.74,267,43,2025-07-04
SKU-000149,License item 149,License,18.19,189,39,2025-02-27
SKU-000150,License item 150,Hardware,2.29,279,63,2025-05-08
SKU-000151,License item 151,Swag,3.66,118,60,2025-05-05
SKU-000152,Swag item 152,License,67.96,288,19,2025-11-14
SKU-000153,Swag item 153,License,10.14,361,22,2025-12-28
SKU-000154,License item 154,License,11.76,161,50,2025-02-26
SKU-000155,Hardware item 155,Hardware,57.41,134,21,2025-12-27
SKU-000156,License item 156,Hardware,6.57,431,44,2025-09-07
SKU-000157,Hardware item 157,Hardware,10.55,278,91,2025-12-18
SKU-000158,Swag item 158,Swag,41.92,450,28,2025-02-24
SKU-000159,Swag item 159,Hardware,27.5,2,40,2025-02-19
SKU-000160,License item 160,Swag,18.58,426,50,2025-11-24
SKU-000161,Hardware item 161,Swag,18.35,281,54,2025-11-24
SKU-000162,Swag item 162,Hardware,4.97,282,95,2025-06-14
SKU-000163,Swag item 163,License,42.36,114,58,2025-11-21
SKU-000164,License item 164,Hardware,23.92,21,67,2025-02-14
SKU-000165,Swag item 165,Swag,56.66,468,72,2025-01-12
SKU-000166,License item 166,Hardware,26.09,144,15,2025-11-13
SKU-000167,Swag item 167,License,16.25,184,66,2025-08-22
SKU-000168,Hardware item 168,Swag,68.12,349,86,2025-12-11
SKU-000169,License item 169,License,5.65,67,78,2025-06-11
SKU-000170,Swag item 170,Swag,65.78,301,92,2025-05-02
SKU-000171,License item 171,Swag,32.95,33,94,2025-07-10
SKU-000172,Hardware item 172,Hardware,39.1,63,19,2025-08-14
SKU-000173,License item 173,Swag,42.45,138,69,2025-07-18
SKU-000174,License item 174,Hardware,30.4,128,41,2025-07-30
SKU-000175,License item 175,Swag,14.82,215,97,2025-06-13
SKU-000176,License item 176,Swag,18.76,16,17,2025-07-25
SKU-000177,Hardware item 177,License,21.6,162,73,2025-03-23
SKU-000178,Swag item 178,License,34.78,452,88,2025-12-04
SKU-000179,Hardware item 179,License,5.41,4,61,2025-03-04
SKU-000180,Swag item 180,Swag,39.69,286,49,2025-03-25
SKU-000181,License item 181,License,13.88,340,35,2025-09-03
SKU-000182,Swag item 182,Swag,23.36,382,27,2025-09-21
SKU-000183,Swag item 183,Swag,62.84,474,27,2025-12-31
SKU-000184,License item 184,License,20.15,487,43,2025-01-15
SKU-000185,License item 185,Hardware,15.28,375,68,2025-05-27
SKU-000186,Hardware item 186,Swag,35.97,56,46,2025-05-16
SKU-000187,Swag item 187,License,14.58,339,50,2025-09-30
SKU-000188,Hardware item 188,Swag,12.12,51,71,2025-03-09
SKU-000189,Hardware item 189,Swag,6.34,387,23,2025-02-04
SKU-000190,Hardware item 190,Hardware,11.29,36,53,2025-12-26
SKU-000191,Swag item 191,Swag,6.45,215,69,2025-04-29
SKU-000192,Swag item 192,License,11.6,498,54,2025-03-30
SKU-000193,Hardware item 193,Swag,21.0,451,88,2025-04-04
SKU-000194,License item 194,Hardware,7.84,218,17,2025-01-22
SKU-000195,Swag item 195,Swag,14.74,425,42,2025-05-28
SKU-000196,Swag item 196,Hardware,23.26,357,52,2025-11-20
SKU-000197,License item 197,License,47.5,136,47,2025-12-26
SKU-000198,License item 198,Swag,100.57,231,26,2025-10-17
SKU-000199,Swag item 199,Hardware,32.16,344,52,2025-05-03
SKU-000200,Swag item 200,Swag,5.09,102,57,2025-06-18
SKU-000201,Swag item 201,License,26.74,155,30,2025-04-06
SKU-000202,Hardware item 202,Hardware,44.68,61,16,2025-09-13
SKU-000203,License item 203,License,24.56,172,77,2025-02-09
SKU-000204,Swag item 204,License,10.24,482,52,2025-07-10
SKU-000205,License item 205,Swag,15.44,489,25,2025-08-19
SKU-000206,License item 206,Hardware,27.4,74,74,2025-02-22
SKU-000207,Swag item 207,Swag,41.87,473,67,2025-11-15
SKU-000208,Swag item 208,Swag,6.62,295,88,2025-10-20
SKU-000209,License item 209,Swag,14.85,413,46,2025-02-01
SKU-000210,Swag item 210,License,19.43,350,75,2025-06-20
SKU-000211,Hardware item 211,Swag,41.56,262,62,2025-04-25
SKU-000212,License item 212,Hardware,12.08,454,41,2025-11-27
SKU-000213,License item 213,Hardware,8.04,19,18,2025-09-25
SKU-000214,License item 214,License,40.29,116,36,2025-10-04
SKU-000215,Hardware item 215,Swag,19.79,34,29,2025-06-22
SKU-000216,License item 216,License,23.5,324,86,2025-03-28
SKU-000217,Swag item 217,License,38.62,115,89,2025-02-16
SKU-000218,Hardware item 218,Hardware,11.17,105,76,2025-07-08
SKU-000219,Swag item 219,Swag,6.97,115,27,2025-06-11
SKU-000220,Swag item 220,Hardware,28.54,309,74,2025-12-31
SKU-000221,Hardware item 221,Hardware,25.03,463,43,2025-06-13
SKU-000222,Swag item 222,Hardware,22.11,385,73,2025-11-12
SKU-000223,Hardware item 223,License,22.03,262,20,2025-10-23
SKU-000224,Hardware item 224,Swag,11.62,105,61,2025-07-29
SKU-000225,Swag item 225,License,18.47,66,24,2025-10-02
SKU-000226,Swag item 226,Swag,17.13,59,23,2025-06-12
SKU-000227,Hardware item 227,License,48.25,136,85,2025-02-18
SKU-000228,Swag item 228,Hardware,15.56,206,55,2025-01-29
SKU-000229,Hardware item 229,Swag,70.79,16,71,2025-12-19
SKU-000230,Hardware item 230,Hardware,13.61,261,74,2025-08-22
SKU-000231,Swag item 231,Hardware,37.04,100,99,2025-05-19
SKU-000232,Hardware item 232,Swag,3.62,125,82,2025-10-24
SKU-000233,License item 233,License,58.83,267,15,2025-03-19
SKU-000234,License item 234,Swag,13.58,51,79,2025-04-04
SKU-000235,Swag item 235,Swag,10.62,381,17,2025-05-14
SKU-000236,Swag item 236,Hardware,8.74,255,13,2025-11-07
SKU-000237,Swag item 237,Hardware,31.74,164,99,2025-09-26
SKU-000238,License item 238,Swag,89.52,70,52,2025-01-13
SKU-000239,Hardware item 239,Hardware,9.47,356,31,2025-03-21
SKU-000240,License item 240,License,44.71,452,67,2025-09-15
SKU-000241,Swag item 241,License,16.03,156,22,2025-12-20
SKU-000242,Hardware item 242,Swag,49.16,149,50,2025-10-22
SKU-000243,License item 243,License,10.74,145,80,2025-11-30
SKU-000244,License item 244,Swag,3.14,55,83,2025-03-31
SKU-000245,Hardware item 245,Hardware,9.49,443,10,2025-02-28
SKU-000246,Swag item 246,Hardware,7.31,37,92,2025-12-16
SKU-000247,Hardware item 247,License,32.58,326,21,2025-11-09
SKU-000248,Hardware item 248,License,46.31,77,10,2025-03-25
SKU-000249,License item 249,Hardware,19.32,57,47,2025-12-18
SKU-000250,Swag item 250,License,11.31,140,20,2025-11-04
SKU-000251,License item 251,Hardware,56.16,6,13,2025-02-02
SKU-000252,Swag item 252,License,34.05,172,66,2025-01-02
SKU-000253,License item 253,Hardware,58.85,41,97,2025-01-04
SKU-000254,License item 254,Hardware,3.39,458,61,2025-08-05
SKU-000255,Hardware item 255,License,133.95,282,57,2025-04-03
SKU-000256,Swag item 256,Hardware,24.24,224,84,2025-12-07
SKU-000257,Swag item 257,Hardware,40.58,288,14,2025-01-07
SKU-000258,License item 258,Swag,39.48,17,72,2025-07-22
SKU-000259,Swag item 259,Hardware,19.43,121,85,2025-02-09
SKU-000260,Swag item 260,Swag,13.44,63,44,2025-02-03
SKU-000261,Swag item 261,Hardware,37.68,221,53,2025-11-08
SKU-000262,Swag item 262,License,17.07,148,23,2025-09-09
SKU-000263,License item 263,Swag,3.88,98,84,2025-08-17
SKU-000264,License item 264,Hardware,4.34,141,25,2025-06-05
SKU-000265,Swag item 265,Hardware,28.57,290,94,2025-06-13
SKU-000266,Swag item 266,Swag,16.8,423,38,2025-02-07
SKU-000267,License item 267,License,15.05,288,73,2025-11-16
SKU-000268,Swag item 268,Hardware,34.36,22,96,2025-10-07
SKU-000269,License item 269,Hardware,7.62,69,71,2025-03-14
SKU-000270,Swag item 270,Hardware,9.38,453,71,2025-11-15
SKU-000271,Hardware item 271,License,21.96,313,68,2025-10-30
SKU-000272,License item 272,License,21.04,474,12,2025-04-15
SKU-000273,License item 273,License,46.55,275,17,2025-08-29
SKU-000274,License item 274,Swag,23.11,90,71,2025-07-22
SKU-000275,Hardware item 275,License,23.52,165,86,2025-06-14
SKU-000276,License item 276,License,15.91,15,68,2025-02-03
SKU-000277,License item 277,License,11.7,43,65,2025-08-21
SKU-000278,License item 278,Hardware,171.63,13,97,2025-06-28
SKU-000279,License item 279,License,40.38,140,50,2025-07-15
SKU-000280,Swag item 280,Swag,8.92,152,15,2025-11-29
SKU-000281,Hardware item 281,Hardware,46.21,381,61,2025-03-13
SKU-000282,Hardware item 282,Hardware,36.34,66,41,2025-06-28
SKU-000283,Swag item 283,License,11.45,130,66,2025-09-27
SKU-000284,Hardware item 284,License,14.3,158,65,2025-02-24
SKU-000285,Swag item 285,License,7.9,384,30,2025-08-02
SKU-000286,License item 286,License,31.54,71,85,2025-11-14
SKU-000287,License item 287,Swag,22.93,106,65,2025-03-24
SKU-000288,Hardware item 288,License,8.09,302,39,2025-04-22
SKU-000289,Swag item 289,License,8.84,94,72,2025-01-14
SKU-000290,Swag item 290,License,56.08,173,26,2025-08-23
SKU-000291,Hardware item 291,Hardware,48.79,293,82,2025-11-25
SKU-000292,Swag item 292,Hardware,20.29,38,86,2025-04-19
SKU-000293,Hardware item 293,Hardware,32.67,132,92,2025-12-02
SKU-000294,Hardware item 294,License,20.3,397,98,2025-04-18
SKU-000295,License item 295,License,27.15,231,24,2025-10-10
SKU-000296,Hardware item 296,Swag,21.14,249,80,2025-12-24
SKU-000297,Swag item 297,Swag,5.95,117,61,2025-12-04
SKU-000298,Swag item 298,License,3.55,122,92,2025-06-12
SKU-000299,Swag item 299,Hardware,12.24,251,85,2025-09-20
SKU-000300,Hardware item 300,Swag,4.72,435,74,2025-09-12
SKU-000301,License item 301,License,34.34,294,50,2025-02-06
SKU-000302,License item 302,License,23.4,172,99,2025-03-28
SKU-000303,Hardware item 303,License,3.91,363,64,2025-03-10
SKU-000304,Swag item 304,Swag,7.13,389,85,2025-08-12
SKU-000305,Hardware item 305,Swag,12.07,25,49,2025-04-02
SKU-000306,License item 306,Swag,10.92,332,12,2025-10-11
SKU-000307,Swag item 307,License,12.07,447,55,2025-09-23
SKU-000308,Swag item 308,License,17.24,155,60,2025-07-23
SKU-000309,Swag item 309,Hardware,74.97,33,82,2025-09-11
SKU-000310,License item 310,Swag,10.9,472,65,2025-02-07
SKU-000311,Hardware item 311,Hardware,31.68,48,85,2025-04-30
SKU-000312,Swag item 312,Swag,18.24,459,24,2025-09-30
SKU-000313,License item 313,Hardware,40.18,310,45,2025-09-11
SKU-000314,Swag item 314,Hardware,3.94,415,10,2025-09-10
SKU-000315,Swag item 315,License,31.88,435,27,2025-03-18
SKU-000316,Swag item 316,Hardware,9.78,442,82,2025-05-26
SKU-000317,License item 317,Hardware,14.68,7,63,2025-09-20
SKU-000318,License item 318,Hardware,29.3,210,75,2025-09-19
SKU-000319,License item 319,License,23.57,150,21,2025-07-24
SKU-000320,Hardware item 320,License,22.29,377,94,2025-08-12
SKU-000321,Hardware item 321,License,14.27,460,52,2025-10-04
SKU-000322,License item 322,Swag,12.55,261,59,2025-10-08
SKU-000323,Hardware item 323,Hardware,23.66,109,48,2025-02-13
SKU-000324,Swag item 324,Swag,22.83,220,39,2025-09-12
SKU-000325,Swag item 325,Swag,33.49,239,70,2025-06-16
SKU-000326,Swag item 326,Hardware,127.27,368,14,2025-11-30
SKU-000327,Swag item 327,Swag,4.09,63,62,2025-04-12
SKU-000328,Hardware item 328,Hardware,35.25,197,76,2025-04-29
SKU-000329,Hardware item 329,License,34.65,103,14,2025-09-27
SKU-000330,Swag item 330,Swag,31.98,313,97,2025-08-29
SKU-000331,License item 331,License,20.79,228,28,2025-06-05
SKU-000332,Hardware item 332,Hardware,21.33,490,92,2025-12-23
SKU-000333,Hardware item 333,Swag,22.83,407,14,2025-05-12
SKU-000334,License item 334,License,31.52,308,82,2025-02-03
SKU-000335,Hardware item 335,Swag,58.75,384,12,2025-11-07
SKU-000336,License item 336,Swag,15.62,336,87,2025-06-07
SKU-000337,Hardware item 337,License,14.38,188,32,2025-11-26
SKU-000338,Hardware item 338,Swag,6.79,229,37,2025-12-29
SKU-000339,Swag item 339,Swag,16.61,109,44,2025-04-25
SKU-000340,License item 340,License,18.14,117,65,2025-07-29
SKU-000341,License item 341,License,7.71,372,61,2025-04-18
SKU-000342,Hardware item 342,Swag,58.06,118,80,2025-09-27
SKU-000343,Hardware item 343,Swag,13.61,414,85,2025-08-08
SKU-000344,Hardware item 344,Swag,7.3,4,49,2025-07-11
SKU-000345,Swag item 345,Hardware,13.79,307,28,2025-08-08
SKU-000346,License item 346,Swag,129.71,261,91,2025-09-01
SKU-000347,License item 347,License,21.3,468,69,2025-11-30
SKU-000348,Swag item 348,License,28.29,36,69,2025-08-09
SKU-000349,Swag item 349,License,7.56,218,32,2025-09-29
SKU-000350,Swag item 350,Swag,280.44,261,80,2025-07-06
SKU-000351,Hardware item 351,License,8.81,341,12,2025-03-04
SKU-000352,Swag item 352,Hardware,20.46,2,38,2025-09-12
SKU-000353,Hardware item 353,Swag,7.11,19,17,2025-01-02
SKU-000354,License item 354,License,13.12,275,53,2025-06-29
SKU-000355,Swag item 355,License,36.55,483,18,2025-08-25
SKU-000356,Hardware item 356,Swag,24.14,366,72,2025-02-13
SKU-000357,Swag item 357,Swag,80.64,271,82,2025-12-14
SKU-000358,Swag item 358,License,21.23,380,10,2025-01-31
SKU-000359,License item 359,Swag,6.32,109,49,2025-02-21
SKU-000360,Swag item 360,Swag,38.95,461,30,2025-04-05
SKU-000361,Hardware item 361,Hardware,20.93,76,64,2025-05-27
SKU-000362,License item 362,Swag,54.04,458,43,2025-07-08
SKU-000363,Hardware item 363,Hardware,57.3,156,67,2025-01-16
SKU-000364,Swag item 364,Swag,20.85,50,46,2025-03-03
SKU-000365,Hardware item 365,License,25.64,367,33,2025-12-07
SKU-000366,License item 366,Hardware,14.09,10,79,2025-09-23
SKU-000367,Swag item 367,Hardware,24.25,195,99,2025-06-23
SKU-000368,License item 368,License,60.41,492,86,2025-04-28
SKU-000369,Swag item 369,Swag,77.12,142,17,2025-03-08
SKU-000370,Hardware item 370,Hardware,17.66,298,43,2025-06-20
SKU-000371,Swag item 371,Swag,23.16,305,43,2025-07-04
SKU-000372,Hardware item 372,Hardware,8.73,136,84,2025-11-24
SKU-000373,License item 373,Swag,10.41,16,69,2025-06-02
SKU-000374,License item 374,Hardware,18.51,423,32,2025-11-27
SKU-000375,Swag item 375,Swag,127.79,344,58,2025-03-11
SKU-000376,Hardware item 376,Swag,38.83,138,65,2025-06-22
SKU-000377,Hardware item 377,Swag,13.55,129,24,2025-05-23
SKU-000378,Swag item 378,Hardware,17.31,357,31,2025-02-17
SKU-000379,Hardware item 379,License,14.43,155,60,2025-09-03
SKU-000380,License item 380,Swag,12.08,33,98,2025-05-10
SKU-000381,Hardware item 381,License,24.83,319,71,2025-03-29
SKU-000382,Hardware item 382,Hardware,18.2,206,44,2025-11-02
SKU-000383,Swag item 383,Swag,42.5,23,65,2025-07-11
SKU-000384,License item 384,License,19.06,72,97,2025-04-18
SKU-000385,Hardware item 385,Swag,5.31,225,42,2025-08-24
SKU-000386,Hardware item 386,License,20.96,67,89,2025-01-22
SKU-000387,License item 387,License,3.65,40,17,2025-12-09
SKU-000388,Swag item 388,Hardware,15.08,447,31,2025-09-06
SKU-000389,Swag item 389,Hardware,12.51,353,84,2025-10-25
SKU-000390,Swag item 390,Swag,27.98,81,13,2025-04-06
SKU-000391,Hardware item 391,Swag,43.29,43,21,2025-05-02
SKU-000392,Swag item 392,Hardware,7.08,43,27,2025-03-07
SKU-000393,Hardware item 393,Swag,30.34,121,77,2025-04-05
SKU-000394,Swag item 394,Hardware,4.57,11,53,2025-04-05
SKU-000395,Hardware item 395,Swag,18.31,315,92,2025-10-30
SKU-000396,Swag item 396,License,46.43,417,72,2025-03-24
SKU-000397,Hardware item 397,Swag,47.17,147,35,2025-11-12
SKU-000398,Hardware item 398,Swag,37.31,38,37,2025-02-23
SKU-000399,Swag item 399,License,69.63,112,65,2025-06-07
SKU-000400,License item 400,License,14.04,430,22,2025-08-10
SKU-000401,License item 401,Hardware,34.41,268,40,2025-07-16
SKU-000402,Swag item 402,Swag,28.71,169,37,2025-12-20
SKU-000403,Swag item 403,License,27.99,140,19,2025-11-05
SKU-000404,Hardware item 404,License,28.23,352,70,2025-08-30
SKU-000405,Hardware item 405,License,18.97,416,39,2025-11-30
SKU-000406,License item 406,Swag,5.08,236,42,2025-07-17
SKU-000407,Hardware item 407,Swag,79.36,76,82,2025-10-02
SKU-000408,Swag item 408,License,10.84,242,96,2025-11-20
SKU-000409,License item 409,Swag,9.22,206,86,2025-02-22
SKU-000410,Hardware item 410,Swag,32.55,400,52,2025-05-22
SKU-000411,Swag item 411,License,6.97,85,13,2025-10-07
SKU-000412,Hardware item 412,Hardware,59.48,290,60,2025-02-02
SKU-000413,License item 413,License,7.62,6,65,2025-02-13
SKU-000414,License item 414,Swag,33.1,264,79,2025-05-28
SKU-000415,Swag item 415,Swag,9.66,333,10,2025-07-09
SKU-000416,Hardware item 416,Swag,20.54,107,77,2025-01-25
SKU-000417,Swag item 417,License,6.13,377,97,2025-09-19
SKU-000418,Swag item 418,Hardware,12.01,331,86,2025-04-15
SKU-000419,Swag item 419,Swag,25.62,335,92,2025-11-01
SKU-000420,Hardware item 420,Hardware,3.54,305,72,2025-02-11
SKU-000421,License item 421,Hardware,3.03,489,34,2025-10-02
SKU-000422,License item 422,Hardware,87.66,229,95,2025-07-29
SKU-000423,Hardware item 423,Swag,5.54,114,11,2025-07-02
SKU-000424,Hardware item 424,Swag,45.25,82,47,2025-03-30
SKU-000425,Swag item 425,Swag,49.59,434,37,2025-05-13
SKU-000426,License item 426,License,14.31,494,10,2025-07-30
SKU-000427,License item 427,Hardware,24.5,102,91,2025-12-15
SKU-000428,Hardware item 428,License,82.68,21,60,2025-03-11
SKU-000429,Swag item 429,Swag,79.48,179,31,2025-02-25
SKU-000430,License item 430,License,22.17,155,86,2025-01-07
