invoice_id,customer_id,invoice_date,due_date,amount,paid_amount,balance,status,currency
INV-2025000088,CUST-00024,2025-02-03,2025-03-20,393.39,393.39,0.0,paid,USD
INV-2025000089,CUST-00044,2025-11-15,2025-11-30,373.69,373.69,0.0,paid,USD
INV-2025000090,CUST-00094,2025-07-28,2025-08-12,292.07,165.88,126.19,open,USD
INV-2025000091,CUST-00168,2025-05-25,2025-06-09,11148.92,5374.37,5774.55,open,USD
INV-2025000092,CUST-00083,2025-10-16,2025-10-31,788.45,788.45,0.0,paid,USD
INV-2025000093,CUST-00158,2025-05-27,2025-07-11,468.43,304.39,164.04,open,USD
INV-2025000094,CUST-00118,2025-10-27,2025-11-26,953.17,953.17,0.0,paid,USD
INV-2025000095,CUST-00260,2025-04-11,2025-06-10,1470.82,265.36,1205.46,open,USD
INV-2025000096,CUST-00046,2025-09-05,2025-10-05,1094.34,1094.34,0.0,paid,USD
INV-2025000097,CUST-00372,2025-07-11,2025-08-25,6100.77,6100.77,0.0,paid,USD
INV-2025000098,CUST-00322,2025-04-29,2025-06-13,1465.59,1465.59,0.0,paid,USD
INV-2025000099,CUST-00187,2025-06-12,2025-08-11,3050.14,3050.14,0.0,paid,USD
INV-2025000100,CUST-00343,2025-03-29,2025-05-28,4486.93,4486.93,0.0,paid,USD
INV-2025000101,CUST-00331,2025-01-30,2025-03-31,840.38,840.38,0.0,paid,USD
INV-2025000102,CUST-00299,2025-07-07,2025-08-06,730.57,730.57,0.0,paid,USD
INV-2025000103,CUST-00073,2025-09-19,2025-11-03,973.23,973.23,0.0,paid,USD
INV-2025000104,CUST-00232,2025-12-27,2026-02-25,974.52,974.52,0.0,paid,USD
INV-2025000105,CUST-00089,2025-06-06,2025-07-06,468.18,344.88,123.3,open,USD
INV-2025000106,CUST-00022,2025-09-03,2025-11-02,2872.48,2872.48,0.0,paid,USD
INV-2025000107,CUST-00287,2025-04-13,2025-04-28,2939.47,2939.47,0.0,paid,USD
INV-2025000108,CUST-00254,2025-07-14,2025-09-12,1664.71,550.86,1113.85,open,USD
INV-2025000109,CUST-00208,2025-12-20,2026-02-18,267.82,95.8,172.02,open,USD
INV-2025000110,CUST-00275,2025-11-22,2026-01-06,1619.55,1619.55,0.0,paid,USD
INV-2025000111,CUST-00302,2025-10-12,2025-11-11,1832.95,1832.95,0.0,paid,USD
INV-2025000112,CUST-00103,2025-12-16,2026-02-14,369.43,264.49,104.94,open,USD
INV-2025000113,CUST-00124,2025-09-27,2025-10-12,6432.16,6432.16,0.0,paid,USD
INV-2025000114,CUST-00027,2025-10-17,2025-12-01,877.91,877.91,0.0,paid,USD
INV-2025000115,CUST-00188,2025-04-14,2025-06-13,3143.19,1121.96,2021.23,open,USD
INV-2025000116,CUST-00054,2025-06-10,2025-08-09,766.78,766.78,0.0,paid,USD
INV-2025000117,CUST-00384,2025-08-18,2025-10-17,3809.61,3527.93,281.68,open,USD
INV-2025000118,CUST-00240,2025-02-06,2025-02-21,229.87,229.87,0.0,paid,USD
INV-2025000119,CUST-00120,2025-08-01,2025-08-16,1848.06,1326.4,521.66,open,USD
INV-2025000120,CUST-00326,2025-12-20,2026-02-18,1801.1,634.42,1166.68,open,USD
INV-2025000121,CUST-00387,2025-02-19,2025-04-05,647.7,595.8,51.9,open,USD
INV-2025000122,CUST-00339,2025-11-25,2025-12-25,6371.38,185.95,6185.43,open,USD
INV-2025000123,CUST-00285,2025-06-27,2025-07-12,4870.35,4870.35,0.0,paid,USD
INV-2025000124,CUST-00086,2025-12-06,2026-02-04,2946.03,1642.47,1303.56,open,USD
INV-2025000125,CUST-00399,2025-07-28,2025-09-11,1818.43,1001.58,816.85,open,USD
INV-2025000126,CUST-00340,2025-06-27,2025-08-26,1291.6,1291.6,0.0,paid,USD
INV-2025000127,CUST-00037,2025-07-26,2025-09-24,1558.92,1558.92,0.0,paid,USD
INV-2025000128,CUST-00147,2025-09-24,2025-11-08,1457.18,878.38,578.8,open,USD
INV-2025000129,CUST-00068,2025-05-23,2025-07-22,319.53,319.53,0.0,paid,USD
INV-2025000130,CUST-00079,2025-09-02,2025-11-01,7856.38,7856.38,0.0,paid,USD
INV-2025000131,CUST-00182,2025-07-21,2025-08-20,3339.66,2124.23,1215.43,open,USD
INV-2025000132,CUST-00277,2025-09-13,2025-11-12,892.94,892.94,0.0,paid,USD
INV-2025000133,CUST-00219,2025-09-13,2025-09-28,1364.63,1364.63,0.0,paid,USD
INV-2025000134,CUST-00196,2025-05-16,2025-06-15,2106.73,307.81,1798.92,open,USD
INV-2025000135,CUST-00248,2025-09-11,2025-10-11,1312.71,850.57,462.14,open,USD
INV-2025000136,CUST-00393,2025-06-27,2025-08-26,290.16,157.19,132.97,open,USD
INV-2025000137,CUST-00356,2025-12-20,2026-01-04,1570.6,1570.6,0.0,paid,USD
INV-2025000138,CUST-00002,2025-12-25,2026-02-23,5649.09,1377.33,4271.76,open,USD
INV-2025000139,CUST-00277,2025-05-15,2025-07-14,1200.71,715.41,485.3,open,USD
INV-2025000140,CUST-00300,2025-04-28,2025-06-27,289.54,208.76,80.78,open,USD
INV-2025000141,CUST-00317,2025-10-27,2025-12-26,2219.47,2038.35,181.12,open,USD
INV-2025000142,CUST-00375,2025-01-04,2025-03-05,1449.76,1449.76,0.0,paid,USD
INV-2025000143,CUST-00026,2025-08-11,2025-10-10,10097.96,10097.96,0.0,paid,USD
INV-2025000144,CUST-00184,2025-11-06,2025-12-06,2537.35,2537.35,0.0,paid,USD
INV-2025000145,CUST-00163,2025-09-25,2025-11-09,1143.46,1143.46,0.0,paid,USD
INV-2025000146,CUST-00035,2025-08-17,2025-09-16,441.66,441.66,0.0,paid,USD
INV-2025000147,CUST-00381,2025-07-23,2025-09-06,1748.5,114.71,1633.79,open,USD
INV-2025000148,CUST-00003,2025-04-15,2025-05-15,5909.31,5909.31,0.0,paid,USD
INV-2025000149,CUST-00245,2025-06-15,2025-07-15,1366.96,1366.96,0.0,paid,USD
INV-2025000150,CUST-00053,2025-12-07,2026-01-06,455.73,455.73,0.0,paid,USD
INV-2025000151,CUST-00154,2025-04-13,2025-05-28,1298.03,1298.03,0.0,paid,USD
INV-2025000152,CUST-00331,2025-01-16,2025-03-02,1476.88,1319.35,157.53,open,USD
INV-2025000153,CUST-00004,2025-07-10,2025-08-24,1735.36,1735.36,0.0,paid,USD
INV-2025000154,CUST-00351,2025-06-17,2025-07-02,1365.84,767.96,597.88,open,USD
INV-2025000155,CUST-00195,2025-10-14,2025-12-13,728.99,357.25,371.74,open,USD
INV-2025000156,CUST-00121,2025-05-21,2025-06-05,897.53,897.53,0.0,paid,USD
INV-2025000157,CUST-00250,2025-12-11,2026-02-09,686.43,686.43,0.0,paid,USD
INV-2025000158,CUST-00352,2025-05-07,2025-06-06,3388.45,3388.45,0.0,paid,USD
INV-2025000159,CUST-00104,2025-02-11,2025-03-13,825.42,193.24,632.18,open,USD
INV-2025000160,CUST-00340,2025-07-21,2025-08-05,1126.76,12.44,1114.32,open,USD
INV-2025000161,CUST-00145,2025-05-21,2025-07-05,872.25,286.02,586.23,open,USD
INV-2025000162,CUST-00296,2025-05-18,2025-06-17,4211.03,4211.03,0.0,paid,USD
INV-2025000163,CUST-00157,2025-06-03,2025-07-18,596.41,596.41,0.0,paid,USD
INV-2025000164,CUST-00151,2025-12-24,2026-02-22,598.47,598.47,0.0,paid,USD
INV-2025000165,CUST-00044,2025-09-23,2025-10-23,738.92,738.92,0.0,paid,USD
INV-2025000166,CUST-00091,2025-09-05,2025-10-05,514.02,514.02,0.0,paid,USD
INV-2025000167,CUST-00379,2025-12-27,2026-01-11,637.09,637.09,0.0,paid,USD
INV-2025000168,CUST-00112,2025-01-02,2025-01-17,482.19,482.19,0.0,paid,USD
INV-2025000169,CUST-00130,2025-08-08,2025-09-22,2541.88,2541.88,0.0,paid,USD
INV-2025000170,CUST-00222,2025-07-07,2025-08-06,919.96,919.96,0.0,paid,USD
INV-2025000171,CUST-00322,2025-12-09,2026-01-08,545.07,545.07,0.0,paid,USD
INV-2025000172,CUST-00039,2025-08-01,2025-09-30,272.43,220.81,51.62,open,USD
INV-2025000173,CUST-00103,2025-06-19,2025-08-18,3070.37,3070.37,0.0,paid,USD
INV-2025000174,CUST-00192,2025-09-08,2025-10-23,520.88,129.45,391.43,open,USD
INV-2025000175,CUST-00283,2025-03-16,2025-04-30,3008.77,3008.77,0.0,paid,USD
INV-2025000176,CUST-00208,2025-11-01,2025-12-16,538.97,538.97,0.0,paid,USD
INV-2025000177,CUST-00227,2025-08-05,2025-09-19,2192.45,2192.45,0.0,paid,USD
INV-2025000178,CUST-00027,2025-01-12,2025-03-13,4146.42,4146.42,0.0,paid,USD
INV-2025000179,CUST-00088,2025-06-29,2025-08-28,510.67,81.53,429.14,open,USD
INV-2025000180,CUST-00380,2025-08-04,2025-09-03,1733.05,391.85,1341.2,open,USD
INV-2025000181,CUST-00072,2025-09-07,2025-09-22,7172.62,7172.62,0.0,paid,USD
INV-2025000182,CUST-00104,2025-12-16,2025-12-31,3219.83,2107.51,1112.32,open,USD
INV-2025000183,CUST-00055,2025-09-07,2025-11-06,2329.64,2329.64,0.0,paid,USD
INV-2025000184,CUST-00217,2025-06-30,2025-08-29,164.97,164.97,0.0,paid,USD
INV-2025000185,CUST-00326,2025-06-22,2025-08-06,645.99,645.99,0.0,paid,USD
INV-2025000186,CUST-00181,2025-01-31,2025-03-02,1977.55,1977.55,0.0,paid,USD
INV-2025000187,CUST-00169,2025-10-24,2025-12-08,1868.64,1229.52,639.12,open,USD
INV-2025000188,CUST-00101,2025-12-26,2026-01-10,566.33,147.79,418.54,open,USD
INV-2025000189,CUST-00341,2025-02-16,2025-03-18,862.93,862.93,0.0,paid,USD
INV-2025000190,CUST-00326,2025-12-13,2026-02-11,1899.38,1899.38,0.0,paid,USD
INV-2025000191,CUST-00251,2025-01-05,2025-02-04,389.05,320.73,68.32,open,USD
INV-2025000192,CUST-00094,2025-01-21,2025-02-20,426.48,426.48,0.0,paid,USD
INV-2025000193,CUST-00273,2025-04-19,2025-06-03,377.55,377.55,0.0,paid,USD
INV-2025000194,CUST-00223,2025-07-11,2025-08-25,5541.79,5541.79,0.0,paid,USD
INV-2025000195,CUST-00256,2025-12-27,2026-02-10,27416.95,7559.25,19857.7,open,USD
INV-2025000196,CUST-00010,2025-10-26,2025-12-10,757.37,346.68,410.69,open,USD
INV-2025000197,CUST-00248,2025-01-28,2025-03-14,315.54,315.54,0.0,paid,USD
INV-2025000198,CUST-00184,2025-04-08,2025-06-07,8420.62,8420.62,0.0,paid,USD
INV-2025000199,CUST-00232,2025-07-20,2025-09-03,1010.2,1010.2,0.0,paid,USD
INV-2025000200,CUST-00134,2025-04-06,2025-05-06,902.24,114.69,787.55,open,USD
INV-2025000201,CUST-00010,2025-05-28,2025-06-12,4312.89,4312.89,0.0,paid,USD
INV-2025000202,CUST-00100,2025-10-12,2025-12-11,1537.06,1537.06,0.0,paid,USD
INV-2025000203,CUST-00148,2025-11-20,2026-01-04,286.18,286.18,0.0,paid,USD
INV-2025000204,CUST-00206,2025-11-01,2025-11-16,233.67,153.27,80.4,open,USD
INV-2025000205,CUST-00380,2025-11-04,2025-12-04,159.94,159.94,0.0,paid,USD
INV-2025000206,CUST-00177,2025-01-25,2025-02-24,757.9,172.59,585.31,open,USD
INV-2025000207,CUST-00327,2025-09-25,2025-10-25,2095.26,2095.26,0.0,paid,USD
INV-2025000208,CUST-00040,2025-07-22,2025-09-20,848.23,848.23,0.0,paid,USD
INV-2025000209,CUST-00033,2025-12-27,2026-01-11,3093.02,3093.02,0.0,paid,USD
INV-2025000210,CUST-00309,2025-12-22,2026-02-05,557.58,96.31,461.27,open,USD
INV-2025000211,CUST-00350,2025-12-07,2025-12-22,113.87,113.87,0.0,paid,USD
INV-2025000212,CUST-00227,2025-09-04,2025-10-19,344.33,344.33,0.0,paid,USD
INV-2025000213,CUST-00234,2025-09-17,2025-10-02,3983.53,3983.53,0.0,paid,USD
INV-2025000214,CUST-00398,2025-05-30,2025-06-29,911.43,911.43,0.0,paid,USD
INV-2025000215,CUST-00063,2025-08-08,2025-10-07,105.23,105.23,0.0,paid,USD
INV-2025000216,CUST-00091,2025-01-29,2025-02-13,556.09,556.09,0.0,paid,USD
INV-2025000217,CUST-00150,2025-03-19,2025-04-03,180.31,180.31,0.0,paid,USD
INV-2025000218,CUST-00356,2025-08-22,2025-09-06,358.01,358.01,0.0,paid,USD
INV-2025000219,CUST-00262,2025-01-29,2025-02-28,4737.6,2236.7,2500.9,open,USD
INV-2025000220,CUST-00005,2025-02-04,2025-04-05,999.32,999.32,0.0,paid,USD
INV-2025000221,CUST-00161,2025-03-24,2025-05-23,566.27,359.48,206.79,open,USD
INV-2025000222,CUST-00359,2025-03-13,2025-05-12,1748.23,1748.23,0.0,paid,USD
INV-2025000223,CUST-00175,2025-11-05,2025-11-20,805.51,805.51,0.0,paid,USD
INV-2025000224,CUST-00219,2025-06-24,2025-07-09,1856.92,1856.92,0.0,paid,USD
INV-2025000225,CUST-00385,2025-05-26,2025-07-10,205.18,205.18,0.0,paid,USD
INV-2025000226,CUST-00123,2025-11-04,2026-01-03,348.85,348.85,0.0,paid,USD
INV-2025000227,CUST-00071,2025-04-27,2025-05-12,2489.54,163.46,2326.08,open,USD
INV-2025000228,CUST-00050,2025-06-02,2025-06-17,5043.67,5043.67,0.0,paid,USD
INV-2025000229,CUST-00394,2025-02-05,2025-03-07,2316.8,2316.8,0.0,paid,USD
INV-2025000230,CUST-00129,2025-04-29,2025-06-28,797.45,797.45,0.0,paid,USD
INV-2025000231,CUST-00279,2025-07-11,2025-08-25,314.54,314.54,0.0,paid,USD
INV-2025000232,CUST-00209,2025-12-29,2026-01-13,5696.99,5696.99,0.0,paid,USD
INV-2025000233,CUST-00363,2025-12-24,2026-02-22,507.67,507.67,0.0,paid,USD
INV-2025000234,CUST-00103,2025-03-03,2025-03-18,1946.4,1946.4,0.0,paid,USD
INV-2025000235,CUST-00092,2025-08-29,2025-10-13,510.67,510.67,0.0,paid,USD
INV-2025000236,CUST-00362,2025-01-10,2025-03-11,401.46,401.46,0.0,paid,USD
INV-2025000237,CUST-00021,2025-09-27,2025-11-26,3115.8,3115.8,0.0,paid,USD
INV-2025000238,CUST-00128,2025-03-16,2025-04-15,983.21,983.21,0.0,paid,USD
INV-2025000239,CUST-00160,2025-12-27,2026-02-25,805.95,805.95,0.0,paid,USD
INV-2025000240,CUST-00280,2025-05-26,2025-07-10,784.4,784.4,0.0,paid,USD
INV-2025000241,CUST-00091,2025-10-25,2025-12-09,2610.86,2610.86,0.0,paid,USD
INV-2025000242,CUST-00302,2025-08-18,2025-09-17,3108.75,3108.75,0.0,paid,USD
INV-2025000243,CUST-00178,2025-06-16,2025-07-31,3081.97,1627.51,1454.46,open,USD
INV-2025000244,CUST-00009,2025-03-20,2025-04-04,1226.39,1226.39,0.0,paid,USD
INV-2025000245,CUST-00238,2025-08-18,2025-10-02,1934.39,1890.25,44.14,open,USD
INV-2025000246,CUST-00397,2025-01-23,2025-02-22,1551.22,1551.22,0.0,paid,USD
INV-2025000247,CUST-00183,2025-11-05,2025-12-05,522.23,17.14,505.09,open,USD
INV-2025000248,CUST-00092,2025-08-11,2025-10-10,1626.27,175.87,1450.4,open,USD
INV-2025000249,CUST-00347,2025-12-23,2026-01-22,2055.58,2055.58,0.0,paid,USD
INV-2025000250,CUST-00281,2025-09-27,2025-11-11,634.25,211.28,422.97,open,USD
INV-2025000251,CUST-00330,2025-06-11,2025-07-11,4830.67,3567.65,1263.02,open,USD
INV-2025000252,CUST-00245,2025-07-16,2025-07-31,1207.94,756.53,451.41,open,USD
INV-2025000253,CUST-00297,2025-03-12,2025-05-11,3806.67,3806.67,0.0,paid,USD
INV-2025000254,CUST-00340,2025-12-06,2026-02-04,1472.67,1472.67,0.0,paid,USD
INV-2025000255,CUST-00231,2025-09-15,2025-10-30,502.67,502.67,0.0,paid,USD
INV-2025000256,CUST-00123,2025-09-18,2025-10-03,1121.06,428.33,692.73,open,USD
INV-2025000257,CUST-00205,2025-09-01,2025-10-16,539.93,539.93,0.0,paid,USD
INV-2025000258,CUST-00315,2025-08-10,2025-09-24,1287.16,1287.16,0.0,paid,USD
INV-2025000259,CUST-00093,2025-08-31,2025-10-30,273.54,254.95,18.59,open,USD
INV-2025000260,CUST-00355,2025-06-13,2025-06-28,882.38,756.17,126.21,open,USD
INV-2025000261,CUST-00032,2025-05-29,2025-06-13,597.61,597.61,0.0,paid,USD
INV-2025000262,CUST-00268,2025-02-25,2025-03-27,932.52,932.52,0.0,paid,USD
INV-2025000263,CUST-00331,2025-02-19,2025-03-21,292.21,292.21,0.0,paid,USD
INV-2025000264,CUST-00018,2025-11-15,2026-01-14,1760.45,1760.45,0.0,paid,USD
INV-2025000265,CUST-00020,2025-03-21,2025-05-20,1005.24,1005.24,0.0,paid,USD
INV-2025000266,CUST-00213,2025-01-23,2025-03-09,2093.32,2093.32,0.0,paid,USD
INV-2025000267,CUST-00119,2025-11-12,2025-12-27,1171.15,1171.15,0.0,paid,USD
INV-2025000268,CUST-00252,2025-12-15,2026-02-13,1902.14,1902.14,0.0,paid,USD
INV-2025000269,CUST-00213,2025-02-26,2025-04-27,128.77,128.77,0.0,paid,USD
INV-2025000270,CUST-00005,2025-06-25,2025-08-24,422.52,422.52,0.0,paid,USD
INV-2025000271,CUST-00220,2025-11-07,2025-11-22,781.5,382.9,398.6,open,USD
INV-2025000272,CUST-00072,2025-11-10,2025-12-10,1072.49,569.71,502.78,open,USD
INV-2025000273,CUST-00181,2025-09-24,2025-10-09,1943.11,1409.05,534.06,open,USD
INV-2025000274,CUST-00056,2025-11-20,2025-12-05,245.09,138.93,106.16,open,USD
INV-2025000275,CUST-00205,2025-07-11,2025-08-25,1872.46,1872.46,0.0,paid,USD
INV-2025000276,CUST-00397,2025-10-07,2025-10-22,1665.09,610.65,1054.44,open,USD
INV-2025000277,CUST-00116,2025-05-29,2025-07-28,6418.85,6418.85,0.0,paid,USD
INV-2025000278,CUST-00130,2025-07-02,2025-08-16,117.17,117.17,0.0,paid,USD
INV-2025000279,CUST-00174,2025-06-02,2025-07-02,1443.01,1443.01,0.0,paid,USD
INV-2025000280,CUST-00356,2025-01-31,2025-03-02,1291.03,246.87,1044.16,open,USD
INV-2025000281,CUST-00370,2025-12-09,2026-01-23,1376.14,249.73,1126.41,open,USD
INV-2025000282,CUST-00185,2025-06-10,2025-06-25,900.97,900.97,0.0,paid,USD
INV-2025000283,CUST-00322,2025-05-25,2025-06-24,2939.36,1855.9,1083.46,open,USD
INV-2025000284,CUST-00127,2025-04-05,2025-05-20,1386.96,1386.96,0.0,paid,USD
INV-2025000285,CUST-00190,2025-07-25,2025-09-08,982.35,491.09,491.26,open,USD
INV-2025000286,CUST-00398,2025-01-13,2025-02-27,2292.46,1536.77,755.69,open,USD
INV-2025000287,CUST-00074,2025-03-29,2025-04-28,517.36,517.36,0.0,paid,USD
INV-2025000288,CUST-00344,2025-12-09,2025-12-24,4353.26,3872.01,481.25,open,USD
INV-2025000289,CUST-00154,2025-07-11,2025-08-10,2899.35,2899.35,0.0,paid,USD
INV-2025000290,CUST-00309,2025-07-02,2025-07-17,2678.71,2678.71,0.0,paid,USD
INV-2025000291,CUST-00251,2025-02-01,2025-02-16,1893.51,1681.48,212.03,open,USD
