bill_id,vendor_id,invoice_number,invoice_date,due_date,po_number,amount,paid_amount,balance,status,approved_by
BILL-2025000037,VEND-00040,V63216,2025-03-04,2025-05-03,PO-183076,588.99,588.99,0.0,paid,mlopez
BILL-2025000038,VEND-00034,V23352,2025-02-08,2025-04-09,PO-420439,239.99,239.99,0.0,paid,sjohnson
BILL-2025000039,VEND-00039,V67272,2025-08-08,2025-10-07,PO-632238,258.33,258.33,0.0,paid,kpatel
BILL-2025000040,VEND-00003,V14044,2025-06-23,2025-07-23,PO-679254,1386.33,1386.33,0.0,paid,sjohnson
BILL-2025000041,VEND-00039,V75088,2025-02-21,2025-04-22,PO-852096,2461.95,793.75,1668.2,open,sjohnson
BILL-2025000042,VEND-00020,V86972,2025-04-18,2025-05-18,PO-637130,2720.04,1046.87,1673.17,open,sjohnson
BILL-2025000043,VEND-00038,V31363,2025-01-11,2025-03-12,PO-140419,2027.51,2027.51,0.0,paid,kpatel
BILL-2025000044,VEND-00025,V77406,2025-07-01,2025-07-31,PO-275903,757.8,757.8,0.0,paid,sjohnson
BILL-2025000045,VEND-00009,V72545,2025-02-21,2025-04-22,,402.08,402.08,0.0,paid,kpatel
BILL-2025000046,VEND-00034,V68268,2025-02-01,2025-03-03,PO-333443,2848.59,2848.59,0.0,paid,rwhite
BILL-2025000047,VEND-00033,V66434,2025-05-05,2025-06-19,PO-524238,199.91,199.91,0.0,paid,kpatel
BILL-2025000048,VEND-00010,V77330,2025-04-09,2025-06-08,PO-951814,1148.29,1148.29,0.0,paid,mlopez
BILL-2025000049,VEND-00036,V86888,2025-04-17,2025-06-01,PO-617143,150.03,150.03,0.0,paid,sjohnson
BILL-2025000050,VEND-00028,V54446,2025-04-07,2025-05-07,PO-115408,266.02,266.02,0.0,paid,sjohnson
BILL-2025000051,VEND-00009,V20888,2025-07-23,2025-08-22,PO-800114,2107.73,315.7,1792.03,open,mlopez
BILL-2025000052,VEND-00009,V15377,2025-01-11,2025-02-25,PO-620632,1758.18,1139.52,618.66,open,rwhite
BILL-2025000053,VEND-00024,V86121,2025-01-15,2025-03-01,PO-431367,865.61,865.61,0.0,paid,sjohnson
BILL-2025000054,VEND-00026,V80790,2025-01-01,2025-01-31,PO-393116,788.18,788.18,0.0,paid,kpatel
BILL-2025000055,VEND-00020,V17036,2025-01-05,2025-03-06,,733.58,733.58,0.0,paid,kpatel
BILL-2025000056,VEND-00039,V91870,2025-08-01,2025-09-15,,2096.52,2096.52,0.0,paid,rwhite
BILL-2025000057,VEND-00030,V10039,2025-04-10,2025-05-10,PO-671900,231.32,137.33,93.99,open,rwhite
BILL-2025000058,VEND-00024,V46301,2025-03-22,2025-04-21,PO-119642,683.99,268.84,415.15,open,rwhite
BILL-2025000059,VEND-00039,V68107,2025-10-21,2025-11-20,PO-459739,1773.85,1773.85,0.0,paid,rwhite
BILL-2025000060,VEND-00004,V21722,2025-09-05,2025-11-04,PO-103589,2708.61,2708.61,0.0,paid,sjohnson
BILL-2025000061,VEND-00003,V10376,2025-08-20,2025-10-19,PO-361552,476.94,476.94,0.0,paid,mlopez
BILL-2025000062,VEND-00014,V17038,2025-04-10,2025-05-25,PO-835240,171.3,171.3,0.0,paid,sjohnson
BILL-2025000063,VEND-00022,V27057,2025-06-23,2025-08-22,PO-622773,244.07,244.07,0.0,paid,mlopez
BILL-2025000064,VEND-00038,V11291,2025-11-06,2026-01-05,PO-450642,692.31,692.31,0.0,paid,kpatel
BILL-2025000065,VEND-00018,V88903,2025-05-13,2025-06-12,PO-852412,435.34,435.34,0.0,paid,kpatel
BILL-2025000066,VEND-00008,V82432,2025-08-11,2025-09-25,PO-383631,2049.57,387.8,1661.77,open,kpatel
BILL-2025000067,VEND-00023,V71795,2025-07-31,2025-08-30,PO-656240,247.34,247.34,0.0,paid,mlopez
BILL-2025000068,VEND-00029,V32770,2025-11-20,2026-01-04,PO-478340,3476.16,3476.16,0.0,paid,rwhite
BILL-2025000069,VEND-00001,V55047,2025-07-24,2025-09-22,PO-252140,1082.71,1082.71,0.0,paid,mlopez
BILL-2025000070,VEND-00002,V90599,2025-10-11,2025-12-10,,393.03,393.03,0.0,paid,sjohnson
BILL-2025000071,VEND-00029,V31727,2025-03-29,2025-05-28,PO-681369,356.28,356.28,0.0,paid,mlopez
BILL-2025000072,VEND-00010,V70259,2025-06-17,2025-08-01,PO-805567,422.58,422.58,0.0,paid,mlopez
BILL-2025000073,VEND-00013,V44376,2025-07-08,2025-08-22,,900.29,900.29,0.0,paid,kpatel
BILL-2025000074,VEND-00007,V80843,2025-05-19,2025-06-18,PO-946417,1112.78,780.99,331.79,open,rwhite
BILL-2025000075,VEND-00035,V46682,2025-09-08,2025-10-08,PO-530462,386.49,386.49,0.0,paid,mlopez
BILL-2025000076,VEND-00023,V15896,2025-02-28,2025-03-30,PO-957767,266.42,35.48,230.94,open,rwhite
BILL-2025000077,VEND-00032,V13765,2025-08-10,2025-09-09,PO-197360,603.68,603.68,0.0,paid,rwhite
BILL-2025000078,VEND-00017,V32212,2025-10-04,2025-11-18,PO-795391,366.46,366.46,0.0,paid,rwhite
BILL-2025000079,VEND-00004,V18490,2025-12-21,2026-02-04,PO-130064,116.1,4.49,111.61,open,rwhite
BILL-2025000080,VEND-00016,V77190,2025-02-01,2025-03-18,PO-708679,327.6,327.6,0.0,paid,rwhite
BILL-2025000081,VEND-00038,V65520,2025-12-04,2026-01-03,PO-218409,606.42,606.42,0.0,paid,mlopez
BILL-2025000082,VEND-00040,V72887,2025-12-04,2026-01-18,PO-296436,1764.05,1764.05,0.0,paid,mlopez
BILL-2025000083,VEND-00002,V97303,2025-07-22,2025-08-21,PO-289525,1788.95,1788.95,0.0,paid,mlopez
BILL-2025000084,VEND-00004,V72766,2025-06-26,2025-08-25,PO-952031,940.15,940.15,0.0,paid,kpatel
BILL-2025000085,VEND-00019,V72075,2025-01-31,2025-03-17,PO-454081,729.43,729.43,0.0,paid,rwhite
BILL-2025000086,VEND-00033,V92046,2025-12-01,2026-01-15,PO-244637,444.2,444.2,0.0,paid,rwhite
BILL-2025000087,VEND-00025,V76035,2025-10-07,2025-12-06,,2911.5,2911.5,0.0,paid,rwhite
BILL-2025000088,VEND-00017,V17397,2025-11-11,2026-01-10,PO-433275,1490.37,250.69,1239.68,open,sjohnson
BILL-2025000089,VEND-00021,V46207,2025-02-15,2025-04-01,PO-877294,419.67,419.67,0.0,paid,sjohnson
BILL-2025000090,VEND-00012,V86984,2025-12-28,2026-02-11,PO-849066,500.65,500.65,0.0,paid,kpatel
BILL-2025000091,VEND-00015,V73378,2025-09-25,2025-11-24,PO-941355,763.23,763.23,0.0,paid,sjohnson
BILL-2025000092,VEND-00029,V42498,2025-02-28,2025-03-30,PO-991373,1954.84,1954.84,0.0,paid,sjohnson
BILL-2025000093,VEND-00030,V15260,2025-03-31,2025-05-15,PO-343259,355.44,355.44,0.0,paid,rwhite
BILL-2025000094,VEND-00007,V39343,2025-10-30,2025-12-29,,216.75,216.75,0.0,paid,kpatel
BILL-2025000095,VEND-00014,V34010,2025-04-28,2025-06-12,PO-995488,1694.89,1694.89,0.0,paid,kpatel
BILL-2025000096,VEND-00001,V28023,2025-07-14,2025-08-13,,850.58,850.58,0.0,paid,sjohnson
BILL-2025000097,VEND-00012,V94620,2025-11-20,2026-01-19,PO-590429,295.93,295.93,0.0,paid,sjohnson
BILL-2025000098,VEND-00033,V94410,2025-07-28,2025-08-27,,724.75,154.75,570.0,open,rwhite
BILL-2025000099,VEND-00029,V41568,2025-06-10,2025-07-10,PO-273642,579.77,169.07,410.7,open,rwhite
BILL-2025000100,VEND-00005,V39624,2025-05-30,2025-06-29,PO-672975,6452.24,842.52,5609.72,open,rwhite
BILL-2025000101,VEND-00031,V96180,2025-09-22,2025-11-21,PO-797439,1014.31,1014.31,0.0,paid,kpatel
BILL-2025000102,VEND-00022,V38105,2025-05-05,2025-06-04,PO-391685,797.46,797.46,0.0,paid,mlopez
BILL-2025000103,VEND-00035,V23428,2025-03-11,2025-04-25,PO-265474,739.27,739.27,0.0,paid,rwhite
BILL-2025000104,VEND-00027,V32074,2025-05-04,2025-06-18,PO-449370,271.52,271.52,0.0,paid,rwhite
BILL-2025000105,VEND-00032,V95252,2025-10-01,2025-10-31,PO-333119,1202.88,1134.06,68.82,open,mlopez
BILL-2025000106,VEND-00026,V94093,2025-06-16,2025-07-16,PO-684990,926.78,926.78,0.0,paid,rwhite
BILL-2025000107,VEND-00011,V51384,2025-01-01,2025-03-02,PO-814149,2085.52,355.91,1729.61,open,mlopez
BILL-2025000108,VEND-00030,V86696,2025-06-13,2025-07-13,PO-381587,450.18,450.18,0.0,paid,mlopez
BILL-2025000109,VEND-00039,V65023,2025-01-07,2025-02-21,PO-469263,150.23,71.52,78.71,open,rwhite
BILL-2025000110,VEND-00007,V31862,2025-02-24,2025-04-10,PO-314911,707.56,707.56,0.0,paid,rwhite
BILL-2025000111,VEND-00014,V98235,2025-06-23,2025-07-23,PO-247043,2281.15,2281.15,0.0,paid,rwhite
BILL-2025000112,VEND-00027,V43285,2025-01-04,2025-03-05,PO-157867,557.41,557.41,0.0,paid,kpatel
BILL-2025000113,VEND-00030,V42728,2025-11-05,2026-01-04,PO-331948,232.02,232.02,0.0,paid,rwhite
BILL-2025000114,VEND-00030,V56820,2025-10-05,2025-12-04,,355.93,355.93,0.0,paid,rwhite
BILL-2025000115,VEND-00016,V30090,2025-05-07,2025-07-06,,292.08,292.08,0.0,paid,mlopez
BILL-2025000116,VEND-00036,V77096,2025-05-13,2025-07-12,PO-822156,12051.7,12051.7,0.0,paid,kpatel
BILL-2025000117,VEND-00012,V44860,2025-03-30,2025-05-14,PO-297980,116.62,116.62,0.0,paid,rwhite
BILL-2025000118,VEND-00031,V85158,2025-02-28,2025-03-30,,659.89,171.19,488.7,open,sjohnson
BILL-2025000119,VEND-00035,V61463,2025-01-03,2025-02-02,PO-533835,614.81,553.8,61.01,open,sjohnson
BILL-2025000120,VEND-00004,V51354,2025-09-23,2025-11-07,PO-922199,7142.37,5756.13,1386.24,open,sjohnson
BILL-2025000121,VEND-00031,V87338,2025-11-12,2026-01-11,PO-860685,1984.47,1984.47,0.0,paid,mlopez
BILL-2025000122,VEND-00036,V83974,2025-05-22,2025-06-21,PO-695393,1913.07,1913.07,0.0,paid,rwhite
BILL-2025000123,VEND-00009,V27447,2025-05-24,2025-07-23,,542.03,542.03,0.0,paid,mlopez
BILL-2025000124,VEND-00019,V10673,2025-07-13,2025-08-12,PO-213403,399.65,399.65,0.0,paid,mlopez
BILL-2025000125,VEND-00031,V18502,2025-08-16,2025-09-15,PO-495440,385.65,385.65,0.0,paid,rwhite
BILL-2025000126,VEND-00038,V13979,2025-12-24,2026-02-07,PO-503271,1546.5,731.11,815.39,open,rwhite
BILL-2025000127,VEND-00024,V35611,2025-06-19,2025-07-19,PO-869479,2232.81,2232.81,0.0,paid,sjohnson
BILL-2025000128,VEND-00030,V99002,2025-03-29,2025-05-13,PO-284502,646.41,646.41,0.0,paid,sjohnson
BILL-2025000129,VEND-00011,V43336,2025-06-09,2025-08-08,PO-574910,821.19,782.91,38.28,open,mlopez
BILL-2025000130,VEND-00003,V13182,2025-02-27,2025-04-28,PO-641996,1515.79,1255.72,260.07,open,sjohnson
BILL-2025000131,VEND-00020,V83071,2025-11-15,2026-01-14,PO-987962,10074.84,3727.27,6347.57,open,rwhite
BILL-2025000132,VEND-00014,V97471,2025-02-02,2025-03-04,PO-166793,918.18,918.18,0.0,paid,mlopez
BILL-2025000133,VEND-00038,V40177,2025-09-24,2025-10-24,PO-793823,1665.27,767.92,897.35,open,kpatel
BILL-2025000134,VEND-00035,V42254,2025-07-05,2025-09-03,PO-271021,5689.82,5689.82,0.0,paid,sjohnson
BILL-2025000135,VEND-00004,V32496,2025-11-04,2025-12-19,,303.0,172.23,130.77,open,rwhite
BILL-2025000136,VEND-00020,V50326,2025-06-18,2025-08-17,PO-414823,302.88,302.88,0.0,paid,rwhite
BILL-2025000137,VEND-00002,V34042,2025-06-14,2025-07-14,PO-323990,506.77,506.77,0.0,paid,kpatel
BILL-2025000138,VEND-00039,V76095,2025-10-30,2025-12-29,PO-204706,854.57,854.57,0.0,paid,sjohnson
BILL-2025000139,VEND-00002,V60173,2025-03-07,2025-04-21,PO-251194,909.52,909.52,0.0,paid,sjohnson
BILL-2025000140,VEND-00040,V39903,2025-12-04,2026-01-03,PO-844064,313.64,313.64,0.0,paid,kpatel
BILL-2025000141,VEND-00008,V62733,2025-06-15,2025-07-15,PO-626448,1723.94,1723.94,0.0,paid,sjohnson
BILL-2025000142,VEND-00003,V70943,2025-11-20,2025-12-20,PO-144214,1739.37,1739.37,0.0,paid,kpatel
BILL-2025000143,VEND-00019,V60344,2025-07-28,2025-09-11,PO-658473,759.03,184.65,574.38,open,mlopez
BILL-2025000144,VEND-00031,V27187,2025-05-24,2025-07-23,PO-118124,75.02,66.71,8.31,open,rwhite
BILL-2025000145,VEND-00011,V47206,2025-05-24,2025-07-08,PO-541019,1547.65,1547.65,0.0,paid,mlopez
BILL-2025000146,VEND-00022,V99973,2025-10-21,2025-12-20,PO-194776,438.0,438.0,0.0,paid,mlopez
BILL-2025000147,VEND-00033,V69553,2025-11-18,2025-12-18,PO-127734,1775.1,1775.1,0.0,paid,mlopez
BILL-2025000148,VEND-00010,V29347,2025-09-02,2025-10-17,PO-391087,451.4,210.96,240.44,open,rwhite
BILL-2025000149,VEND-00022,V11906,2025-07-11,2025-08-10,PO-621080,228.16,189.53,38.63,open,sjohnson
BILL-2025000150,VEND-00029,V10895,2025-12-29,2026-02-12,PO-833516,3425.61,3425.61,0.0,paid,mlopez
BILL-2025000151,VEND-00001,V39301,2025-08-06,2025-09-05,PO-384840,2699.04,2699.04,0.0,paid,sjohnson
BILL-2025000152,VEND-00032,V51330,2025-08-12,2025-09-11,PO-340280,457.37,457.37,0.0,paid,sjohnson
BILL-2025000153,VEND-00001,V30893,2025-03-16,2025-04-15,PO-328445,1443.93,1443.93,0.0,paid,mlopez
BILL-2025000154,VEND-00038,V73837,2025-11-30,2026-01-29,,2383.52,1636.64,746.88,open,kpatel
BILL-2025000155,VEND-00016,V92298,2025-12-15,2026-01-14,PO-103823,1793.75,1793.75,0.0,paid,kpatel
BILL-2025000156,VEND-00020,V91000,2025-01-18,2025-02-17,,216.12,216.12,0.0,paid,rwhite
BILL-2025000157,VEND-00014,V84329,2025-02-26,2025-04-12,PO-346323,5300.97,5300.97,0.0,paid,kpatel
BILL-2025000158,VEND-00021,V75662,2025-06-21,2025-07-21,PO-577733,2363.32,2363.32,0.0,paid,kpatel
BILL-2025000159,VEND-00003,V82508,2025-11-14,2025-12-14,PO-775021,195.08,195.08,0.0,paid,mlopez
BILL-2025000160,VEND-00039,V85889,2025-04-23,2025-06-22,PO-930126,705.88,705.88,0.0,paid,rwhite
BILL-2025000161,VEND-00003,V25590,2025-08-16,2025-09-15,PO-608729,576.51,576.51,0.0,paid,rwhite
BILL-2025000162,VEND-00039,V90658,2025-09-10,2025-10-25,PO-559209,267.2,267.2,0.0,paid,rwhite
BILL-2025000163,VEND-00036,V67589,2025-06-14,2025-08-13,PO-590725,1452.61,1452.61,0.0,paid,sjohnson
BILL-2025000164,VEND-00015,V93792,2025-04-25,2025-06-09,PO-180364,298.57,152.22,146.35,open,sjohnson
BILL-2025000165,VEND-00021,V71715,2025-10-01,2025-11-30,PO-232812,1657.3,1656.01,1.29,open,sjohnson
BILL-2025000166,VEND-00040,V79148,2025-05-19,2025-07-03,PO-153628,100.3,100.3,0.0,paid,kpatel
BILL-2025000167,VEND-00029,V22990,2025-11-24,2026-01-23,PO-537483,204.64,204.64,0.0,paid,rwhite
BILL-2025000168,VEND-00032,V62711,2025-03-08,2025-05-07,PO-575574,340.13,340.13,0.0,paid,kpatel
BILL-2025000169,VEND-00035,V50441,2025-05-28,2025-07-27,PO-498014,559.23,559.23,0.0,paid,rwhite
BILL-2025000170,VEND-00016,V35577,2025-01-29,2025-02-28,PO-268763,600.68,457.32,143.36,open,sjohnson
BILL-2025000171,VEND-00032,V42395,2025-11-12,2025-12-27,PO-338038,159.11,159.11,0.0,paid,rwhite
BILL-2025000172,VEND-00001,V50954,2025-01-29,2025-03-15,,1357.91,1357.91,0.0,paid,sjohnson
BILL-2025000173,VEND-00028,V68781,2025-11-02,2025-12-02,PO-859034,1502.96,1502.96,0.0,paid,sjohnson
BILL-2025000174,VEND-00016,V60848,2025-01-15,2025-03-01,PO-982071,216.04,216.04,0.0,paid,sjohnson
BILL-2025000175,VEND-00004,V91326,2025-08-22,2025-10-06,,417.25,417.25,0.0,paid,rwhite
BILL-2025000176,VEND-00024,V31783,2025-08-22,2025-10-06,PO-980983,1026.38,1026.38,0.0,paid,sjohnson
BILL-2025000177,VEND-00014,V27330,2025-07-04,2025-08-03,PO-496444,753.58,753.58,0.0,paid,sjohnson
BILL-2025000178,VEND-00032,V86024,2025-05-13,2025-06-27,PO-234805,3050.26,3050.26,0.0,paid,rwhite
BILL-2025000179,VEND-00027,V45531,2025-09-10,2025-10-25,PO-904334,3246.39,3246.39,0.0,paid,rwhite
BILL-2025000180,VEND-00023,V26707,2025-04-29,2025-06-28,PO-347849,508.61,508.61,0.0,paid,kpatel
BILL-2025000181,VEND-00019,V21177,2025-03-05,2025-05-04,PO-287011,190.4,190.4,0.0,paid,sjohnson
BILL-2025000182,VEND-00025,V45600,2025-12-13,2026-02-11,PO-440645,2535.11,1313.64,1221.47,open,kpatel
BILL-2025000183,VEND-00025,V13012,2025-01-27,2025-02-26,PO-599082,429.84,429.84,0.0,paid,mlopez
BILL-2025000184,VEND-00028,V36160,2025-03-31,2025-04-30,,350.53,256.4,94.13,open,mlopez
BILL-2025000185,VEND-00037,V72625,2025-09-20,2025-11-04,PO-227440,2341.72,370.81,1970.91,open,kpatel
BILL-2025000186,VEND-00026,V39015,2025-03-12,2025-04-26,PO-251555,693.37,449.25,244.12,open,mlopez
BILL-2025000187,VEND-00028,V31639,2025-10-09,2025-12-08,PO-791452,487.88,89.31,398.57,open,mlopez
BILL-2025000188,VEND-00025,V33324,2025-02-21,2025-04-07,PO-569801,222.31,222.31,0.0,paid,mlopez
BILL-2025000189,VEND-00009,V75244,2025-10-11,2025-11-25,,403.73,403.73,0.0,paid,rwhite
BILL-2025000190,VEND-00036,V72754,2025-03-25,2025-04-24,PO-876639,393.32,13.75,379.57,open,sjohnson
BILL-2025000191,VEND-00011,V96653,2025-03-21,2025-05-05,PO-718103,1099.28,1099.28,0.0,paid,mlopez
BILL-2025000192,VEND-00012,V54249,2025-10-21,2025-12-20,PO-872612,463.69,463.69,0.0,paid,sjohnson
BILL-2025000193,VEND-00023,V17048,2025-01-22,2025-03-23,PO-968179,193.78,59.57,134.21,open,mlopez
BILL-2025000194,VEND-00005,V29684,2025-06-10,2025-07-25,PO-581689,1109.81,1109.81,0.0,paid,mlopez
BILL-2025000195,VEND-00029,V70225,2025-06-06,2025-07-06,PO-872040,507.92,507.92,0.0,paid,mlopez
BILL-2025000196,VEND-00036,V62485,2025-06-25,2025-08-24,PO-573189,2275.12,2275.12,0.0,paid,sjohnson
BILL-2025000197,VEND-00035,V56285,2025-10-07,2025-11-21,,98.0,98.0,0.0,paid,rwhite
BILL-2025000198,VEND-00032,V62680,2025-08-03,2025-09-02,PO-599333,384.6,118.36,266.24,open,mlopez
BILL-2025000199,VEND-00032,V95906,2025-12-17,2026-02-15,PO-784365,771.88,771.88,0.0,paid,sjohnson
BILL-2025000200,VEND-00036,V19262,2025-07-18,2025-09-16,PO-344831,2036.79,2036.79,0.0,paid,mlopez
BILL-2025000201,VEND-00022,V94105,2025-09-24,2025-11-08,PO-221004,882.05,882.05,0.0,paid,sjohnson
BILL-2025000202,VEND-00036,V60293,2025-06-25,2025-07-25,PO-375765,347.97,317.73,30.24,open,mlopez
BILL-2025000203,VEND-00003,V85408,2025-04-17,2025-06-16,,164.37,116.04,48.33,open,kpatel
BILL-2025000204,VEND-00030,V94912,2025-04-12,2025-05-27,,4784.81,4784.81,0.0,paid,kpatel
BILL-2025000205,VEND-00018,V70271,2025-10-25,2025-11-24,PO-557897,699.98,699.98,0.0,paid,kpatel
BILL-2025000206,VEND-00016,V86489,2025-05-04,2025-06-03,PO-999295,736.7,294.29,442.41,open,mlopez
BILL-2025000207,VEND-00017,V93898,2025-09-16,2025-11-15,PO-116760,885.41,885.41,0.0,paid,kpatel
BILL-2025000208,VEND-00011,V42386,2025-11-27,2026-01-26,PO-982345,2092.94,2092.94,0.0,paid,rwhite
BILL-2025000209,VEND-00024,V21090,2025-05-11,2025-07-10,PO-619168,2196.17,2196.17,0.0,paid,mlopez
BILL-2025000210,VEND-00039,V13047,2025-10-04,2025-12-03,PO-199515,555.65,555.65,0.0,paid,sjohnson
BILL-2025000211,VEND-00033,V14276,2025-10-26,2025-12-25,PO-670431,110.7,110.7,0.0,paid,kpatel
BILL-2025000212,VEND-00010,V66368,2025-04-30,2025-06-29,,57.64,57.64,0.0,paid,rwhite
BILL-2025000213,VEND-00017,V45219,2025-08-27,2025-10-26,PO-652034,3332.09,3332.09,0.0,paid,mlopez
BILL-2025000214,VEND-00040,V89177,2025-03-15,2025-05-14,PO-716998,873.22,873.22,0.0,paid,sjohnson
BILL-2025000215,VEND-00024,V89594,2025-02-19,2025-04-05,PO-347060,937.72,937.72,0.0,paid,sjohnson
BILL-2025000216,VEND-00032,V93272,2025-11-18,2026-01-02,,240.21,240.21,0.0,paid,sjohnson
BILL-2025000217,VEND-00007,V45955,2025-09-23,2025-11-22,,309.5,309.5,0.0,paid,kpatel
BILL-2025000218,VEND-00004,V74804,2025-08-16,2025-10-15,PO-604880,1628.61,238.57,1390.04,open,mlopez
BILL-2025000219,VEND-00030,V97149,2025-03-09,2025-04-23,,50.49,50.49,0.0,paid,mlopez
BILL-2025000220,VEND-00037,V76439,2025-02-22,2025-04-08,PO-413697,1086.66,1086.66,0.0,paid,mlopez
BILL-2025000221,VEND-00039,V43472,2025-03-11,2025-04-25,,262.55,262.55,0.0,paid,mlopez
BILL-2025000222,VEND-00036,V40306,2025-02-24,2025-03-26,PO-234846,3428.01,3428.01,0.0,paid,mlopez
BILL-2025000223,VEND-00018,V49053,2025-01-24,2025-03-10,PO-895358,1618.56,1618.56,0.0,paid,kpatel
BILL-2025000224,VEND-00004,V27498,2025-12-15,2026-02-13,PO-693777,613.95,613.95,0.0,paid,rwhite
BILL-2025000225,VEND-00005,V93746,2025-04-02,2025-05-02,PO-476664,758.75,740.87,17.88,open,sjohnson
BILL-2025000226,VEND-00021,V19521,2025-12-31,2026-03-01,PO-469628,351.47,90.02,261.45,open,rwhite
BILL-2025000227,VEND-00026,V43806,2025-01-13,2025-02-27,PO-111096,1009.34,1009.34,0.0,paid,mlopez
BILL-2025000228,VEND-00025,V66510,2025-08-27,2025-09-26,,1049.45,1049.45,0.0,paid,rwhite
BILL-2025000229,VEND-00011,V48204,2025-10-22,2025-11-21,,1288.25,1288.25,0.0,paid,sjohnson
BILL-2025000230,VEND-00024,V28245,2025-11-24,2026-01-23,PO-410050,1894.12,1894.12,0.0,paid,kpatel
BILL-2025000231,VEND-00021,V66312,2025-05-27,2025-06-26,PO-243192,2156.55,808.23,1348.32,open,kpatel
