bill_id,vendor_id,invoice_number,invoice_date,due_date,po_number,amount,paid_amount,balance,status,approved_by
BILL-2025000024,VEND-00090,V28735,2025-10-26,2025-12-10,PO-608476,211.18,211.18,0.0,paid,rwhite
BILL-2025000025,VEND-00019,V45384,2025-07-31,2025-09-29,PO-272001,480.55,480.55,0.0,paid,sjohnson
BILL-2025000026,VEND-00133,V50708,2025-06-02,2025-08-01,PO-410901,638.19,443.02,195.17,open,rwhite
BILL-2025000027,VEND-00015,V81795,2025-12-13,2026-01-27,,952.08,952.08,0.0,paid,kpatel
BILL-2025000028,VEND-00031,V28365,2025-03-26,2025-05-10,,1757.49,1757.49,0.0,paid,kpatel
BILL-2025000029,VEND-00026,V98066,2025-03-04,2025-04-03,PO-263636,908.78,908.78,0.0,paid,mlopez
BILL-2025000030,VEND-00145,V41073,2025-05-16,2025-06-15,PO-494650,975.03,973.93,1.1,open,mlopez
BILL-2025000031,VEND-00105,V38172,2025-11-23,2026-01-22,PO-638013,2201.95,2201.95,0.0,paid,rwhite
BILL-2025000032,VEND-00018,V86905,2025-03-27,2025-05-26,PO-763049,113.74,109.99,3.75,open,kpatel
BILL-2025000033,VEND-00119,V80656,2025-12-27,2026-02-10,PO-722943,1737.81,1737.81,0.0,paid,mlopez
BILL-2025000034,VEND-00134,V65158,2025-08-25,2025-09-24,PO-618536,858.26,148.07,710.19,open,sjohnson
BILL-2025000035,VEND-00139,V69450,2025-03-24,2025-05-08,PO-642240,456.23,243.76,212.47,open,kpatel
BILL-2025000036,VEND-00045,V27971,2025-12-27,2026-02-25,,735.44,735.44,0.0,paid,rwhite
BILL-2025000037,VEND-00060,V10864,2025-01-18,2025-03-19,PO-580463,895.15,895.15,0.0,paid,mlopez
BILL-2025000038,VEND-00102,V97769,2025-07-29,2025-08-28,PO-198515,1086.98,1086.98,0.0,paid,sjohnson
BILL-2025000039,VEND-00146,V57451,2025-12-15,2026-01-14,PO-675917,6591.43,6591.43,0.0,paid,sjohnson
BILL-2025000040,VEND-00006,V50294,2025-11-05,2026-01-04,PO-931806,196.66,196.66,0.0,paid,mlopez
BILL-2025000041,VEND-00112,V43065,2025-09-17,2025-10-17,,337.83,337.83,0.0,paid,sjohnson
BILL-2025000042,VEND-00075,V92230,2025-05-10,2025-07-09,,1478.71,1106.96,371.75,open,mlopez
BILL-2025000043,VEND-00023,V19478,2025-07-17,2025-08-31,PO-366177,252.21,252.21,0.0,paid,rwhite
BILL-2025000044,VEND-00071,V77462,2025-07-16,2025-09-14,PO-656510,564.64,564.64,0.0,paid,sjohnson
BILL-2025000045,VEND-00135,V33433,2025-01-13,2025-02-27,PO-290565,1010.5,1010.5,0.0,paid,sjohnson
BILL-2025000046,VEND-00067,V43871,2025-07-23,2025-09-21,PO-823020,369.89,369.89,0.0,paid,mlopez
BILL-2025000047,VEND-00074,V56662,2025-07-09,2025-08-23,PO-832164,348.31,348.31,0.0,paid,rwhite
BILL-2025000048,VEND-00080,V77787,2025-02-21,2025-03-23,PO-200671,195.81,195.81,0.0,paid,rwhite
BILL-2025000049,VEND-00109,V99364,2025-12-05,2026-01-04,PO-875519,2174.54,2174.54,0.0,paid,mlopez
BILL-2025000050,VEND-00030,V90507,2025-05-16,2025-06-15,PO-336906,318.53,192.62,125.91,open,kpatel
BILL-2025000051,VEND-00007,V94504,2025-04-30,2025-06-14,PO-108858,111.56,111.56,0.0,paid,kpatel
BILL-2025000052,VEND-00096,V55305,2025-04-26,2025-06-25,PO-965247,539.0,539.0,0.0,paid,rwhite
BILL-2025000053,VEND-00072,V39768,2025-10-30,2025-12-29,PO-780645,848.68,283.89,564.79,open,sjohnson
BILL-2025000054,VEND-00006,V11491,2025-11-01,2025-12-01,PO-996066,2573.79,2573.79,0.0,paid,rwhite
BILL-2025000055,VEND-00028,V59961,2025-12-05,2026-02-03,PO-456699,4052.99,4052.99,0.0,paid,mlopez
BILL-2025000056,VEND-00128,V13281,2025-04-30,2025-06-14,PO-236931,1566.5,1566.5,0.0,paid,sjohnson
BILL-2025000057,VEND-00068,V26127,2025-06-03,2025-07-03,PO-734345,1347.36,1347.36,0.0,paid,mlopez
BILL-2025000058,VEND-00058,V90138,2025-05-21,2025-07-20,PO-170347,3459.13,3459.13,0.0,paid,mlopez
BILL-2025000059,VEND-00023,V20917,2025-12-09,2026-02-07,PO-334485,1203.79,1203.79,0.0,paid,mlopez
BILL-2025000060,VEND-00092,V42928,2025-11-26,2026-01-10,PO-703376,2694.91,2694.91,0.0,paid,sjohnson
BILL-2025000061,VEND-00094,V33168,2025-11-26,2025-12-26,PO-685175,438.37,438.37,0.0,paid,rwhite
BILL-2025000062,VEND-00005,V45245,2025-05-18,2025-06-17,PO-247349,2259.64,2259.64,0.0,paid,mlopez
BILL-2025000063,VEND-00066,V40932,2025-09-13,2025-10-13,PO-303322,1735.72,406.14,1329.58,open,rwhite
BILL-2025000064,VEND-00125,V87802,2025-09-02,2025-10-17,PO-527686,865.98,305.24,560.74,open,rwhite
BILL-2025000065,VEND-00029,V16721,2025-04-19,2025-06-18,,455.43,455.43,0.0,paid,mlopez
BILL-2025000066,VEND-00139,V63114,2025-02-21,2025-04-22,,606.73,606.73,0.0,paid,kpatel
BILL-2025000067,VEND-00108,V59310,2025-12-13,2026-02-11,PO-108229,1048.74,1048.74,0.0,paid,mlopez
BILL-2025000068,VEND-00051,V14686,2025-09-21,2025-11-05,PO-475593,3636.96,3636.96,0.0,paid,rwhite
BILL-2025000069,VEND-00008,V71044,2025-05-16,2025-07-15,PO-543208,523.36,523.36,0.0,paid,mlopez
BILL-2025000070,VEND-00142,V55147,2025-09-29,2025-10-29,PO-181095,3407.06,2704.83,702.23,open,kpatel
BILL-2025000071,VEND-00148,V10560,2025-08-13,2025-10-12,PO-467514,577.24,577.24,0.0,paid,mlopez
BILL-2025000072,VEND-00092,V22288,2025-01-30,2025-03-01,PO-702820,780.71,499.71,281.0,open,sjohnson
BILL-2025000073,VEND-00084,V26470,2025-04-05,2025-05-20,PO-275409,3059.03,3059.03,0.0,paid,sjohnson
BILL-2025000074,VEND-00060,V43967,2025-09-20,2025-10-20,PO-241533,2320.55,247.67,2072.88,open,mlopez
BILL-2025000075,VEND-00098,V96536,2025-09-23,2025-11-22,PO-760888,150.54,150.54,0.0,paid,kpatel
BILL-2025000076,VEND-00065,V71250,2025-09-02,2025-10-17,PO-775565,795.81,795.81,0.0,paid,mlopez
BILL-2025000077,VEND-00036,V13931,2025-06-24,2025-07-24,PO-356144,1480.95,1480.95,0.0,paid,kpatel
BILL-2025000078,VEND-00058,V14697,2025-05-04,2025-06-03,PO-928126,459.03,459.03,0.0,paid,mlopez
BILL-2025000079,VEND-00062,V34823,2025-01-07,2025-02-21,,653.06,653.06,0.0,paid,kpatel
BILL-2025000080,VEND-00035,V15844,2025-10-17,2025-12-16,PO-469927,37.67,37.67,0.0,paid,kpatel
BILL-2025000081,VEND-00026,V28995,2025-11-02,2025-12-17,PO-364939,359.66,359.66,0.0,paid,sjohnson
BILL-2025000082,VEND-00003,V60629,2025-09-27,2025-10-27,PO-222319,2454.9,2454.9,0.0,paid,rwhite
BILL-2025000083,VEND-00016,V52575,2025-01-21,2025-03-07,PO-269637,1766.18,102.49,1663.69,open,kpatel
BILL-2025000084,VEND-00071,V15249,2025-01-03,2025-02-02,PO-224442,380.04,380.04,0.0,paid,rwhite
BILL-2025000085,VEND-00133,V39471,2025-02-07,2025-03-09,PO-917149,166.96,166.96,0.0,paid,kpatel
BILL-2025000086,VEND-00016,V20200,2025-03-29,2025-04-28,PO-968054,1342.24,1342.24,0.0,paid,rwhite
BILL-2025000087,VEND-00040,V67189,2025-03-20,2025-05-04,PO-297272,309.47,309.47,0.0,paid,kpatel
BILL-2025000088,VEND-00130,V80813,2025-02-07,2025-04-08,,371.37,371.37,0.0,paid,sjohnson
BILL-2025000089,VEND-00062,V97380,2025-11-02,2025-12-17,PO-769027,490.84,490.84,0.0,paid,sjohnson
BILL-2025000090,VEND-00062,V49665,2025-10-20,2025-12-04,PO-456603,830.83,175.76,655.07,open,mlopez
BILL-2025000091,VEND-00108,V50399,2025-04-15,2025-06-14,PO-444237,215.96,215.96,0.0,paid,rwhite
BILL-2025000092,VEND-00111,V29146,2025-04-30,2025-05-30,PO-657121,174.3,12.57,161.73,open,kpatel
BILL-2025000093,VEND-00020,V63981,2025-03-11,2025-04-25,PO-535971,525.99,525.99,0.0,paid,sjohnson
BILL-2025000094,VEND-00010,V54105,2025-02-04,2025-03-06,PO-170182,251.81,73.04,178.77,open,rwhite
BILL-2025000095,VEND-00044,V63021,2025-07-07,2025-09-05,PO-929939,1832.24,1832.24,0.0,paid,kpatel
BILL-2025000096,VEND-00020,V15481,2025-05-04,2025-06-03,PO-107570,1560.32,1560.32,0.0,paid,sjohnson
BILL-2025000097,VEND-00119,V91828,2025-01-22,2025-02-21,PO-588184,126.34,126.34,0.0,paid,mlopez
BILL-2025000098,VEND-00132,V45434,2025-07-01,2025-08-30,PO-949911,301.6,53.22,248.38,open,sjohnson
BILL-2025000099,VEND-00113,V81011,2025-12-31,2026-01-30,PO-481330,1528.47,1528.47,0.0,paid,mlopez
BILL-2025000100,VEND-00106,V36918,2025-03-02,2025-05-01,PO-166917,365.14,202.08,163.06,open,rwhite
BILL-2025000101,VEND-00056,V23304,2025-01-27,2025-03-28,PO-989820,576.09,576.09,0.0,paid,sjohnson
BILL-2025000102,VEND-00023,V93590,2025-01-27,2025-03-13,PO-902833,194.54,194.54,0.0,paid,sjohnson
BILL-2025000103,VEND-00031,V36323,2025-04-17,2025-06-16,PO-337848,583.79,583.79,0.0,paid,mlopez
BILL-2025000104,VEND-00044,V61490,2025-07-05,2025-08-04,PO-260727,607.4,607.4,0.0,paid,kpatel
BILL-2025000105,VEND-00029,V15563,2025-06-20,2025-08-04,PO-556366,191.73,191.73,0.0,paid,mlopez
BILL-2025000106,VEND-00018,V79957,2025-02-17,2025-04-03,PO-881214,1468.37,1468.37,0.0,paid,rwhite
BILL-2025000107,VEND-00118,V90170,2025-03-13,2025-04-27,PO-651463,229.67,20.08,209.59,open,mlopez
BILL-2025000108,VEND-00039,V33435,2025-12-29,2026-02-12,PO-533667,1209.7,1209.7,0.0,paid,rwhite
BILL-2025000109,VEND-00085,V51129,2025-04-17,2025-06-01,,463.04,268.55,194.49,open,sjohnson
BILL-2025000110,VEND-00134,V53639,2025-04-14,2025-06-13,PO-369562,148.98,89.65,59.33,open,kpatel
BILL-2025000111,VEND-00046,V45499,2025-05-20,2025-07-04,PO-199550,1265.85,1265.85,0.0,paid,kpatel
BILL-2025000112,VEND-00026,V32648,2025-07-13,2025-09-11,PO-310880,1113.45,1113.45,0.0,paid,rwhite
BILL-2025000113,VEND-00089,V31943,2025-09-15,2025-10-15,,609.52,337.04,272.48,open,kpatel
BILL-2025000114,VEND-00041,V78764,2025-05-25,2025-07-09,PO-294894,1658.69,120.74,1537.95,open,sjohnson
BILL-2025000115,VEND-00107,V61455,2025-04-30,2025-06-14,,485.57,485.57,0.0,paid,rwhite
BILL-2025000116,VEND-00008,V49820,2025-04-15,2025-05-15,PO-744050,2078.17,2078.17,0.0,paid,rwhite
BILL-2025000117,VEND-00087,V21989,2025-10-28,2025-11-27,PO-781220,1653.96,1653.96,0.0,paid,kpatel
BILL-2025000118,VEND-00040,V35736,2025-12-08,2026-02-06,PO-498417,931.75,530.04,401.71,open,mlopez
BILL-2025000119,VEND-00094,V84642,2025-01-16,2025-03-17,PO-856805,481.44,248.12,233.32,open,sjohnson
BILL-2025000120,VEND-00047,V31317,2025-10-16,2025-12-15,PO-900168,156.74,156.74,0.0,paid,rwhite
BILL-2025000121,VEND-00134,V88756,2025-02-01,2025-04-02,PO-444180,1121.42,1121.42,0.0,paid,kpatel
BILL-2025000122,VEND-00111,V55283,2025-02-20,2025-04-06,PO-298125,3642.01,3642.01,0.0,paid,mlopez
BILL-2025000123,VEND-00094,V76412,2025-03-26,2025-05-25,PO-771278,399.24,399.24,0.0,paid,kpatel
BILL-2025000124,VEND-00015,V78199,2025-02-13,2025-03-30,PO-591052,364.75,364.75,0.0,paid,kpatel
BILL-2025000125,VEND-00104,V57648,2025-10-18,2025-12-17,,565.86,565.86,0.0,paid,kpatel
BILL-2025000126,VEND-00003,V93516,2025-04-04,2025-06-03,PO-322189,276.56,276.56,0.0,paid,mlopez
BILL-2025000127,VEND-00022,V16463,2025-06-26,2025-08-25,,342.47,342.47,0.0,paid,rwhite
BILL-2025000128,VEND-00123,V71338,2025-02-03,2025-04-04,PO-924072,1135.04,617.91,517.13,open,kpatel
BILL-2025000129,VEND-00074,V15747,2025-04-24,2025-05-24,PO-144678,317.86,277.13,40.73,open,rwhite
BILL-2025000130,VEND-00131,V18896,2025-09-12,2025-10-12,PO-739814,119.43,119.43,0.0,paid,mlopez
BILL-2025000131,VEND-00044,V40350,2025-05-28,2025-06-27,PO-639486,748.48,202.28,546.2,open,sjohnson
BILL-2025000132,VEND-00009,V10752,2025-01-23,2025-03-09,PO-744535,425.65,425.65,0.0,paid,kpatel
BILL-2025000133,VEND-00061,V47252,2025-06-27,2025-08-26,PO-940884,1223.41,1223.41,0.0,paid,rwhite
BILL-2025000134,VEND-00084,V31304,2025-05-18,2025-06-17,PO-294571,1496.14,401.34,1094.8,open,sjohnson
BILL-2025000135,VEND-00124,V69313,2025-06-03,2025-07-18,PO-402579,468.04,468.04,0.0,paid,sjohnson
BILL-2025000136,VEND-00037,V30720,2025-03-21,2025-05-20,PO-526180,1744.68,1744.68,0.0,paid,mlopez
BILL-2025000137,VEND-00017,V14510,2025-12-30,2026-02-28,PO-299888,533.61,408.06,125.55,open,kpatel
BILL-2025000138,VEND-00103,V27481,2025-01-05,2025-02-04,PO-707143,215.25,178.78,36.47,open,mlopez
BILL-2025000139,VEND-00128,V33197,2025-10-27,2025-11-26,PO-308223,2491.77,2491.77,0.0,paid,rwhite
BILL-2025000140,VEND-00126,V17536,2025-01-26,2025-03-12,PO-994239,1284.23,1284.23,0.0,paid,kpatel
BILL-2025000141,VEND-00012,V92137,2025-04-16,2025-06-15,PO-998516,1098.35,682.58,415.77,open,rwhite
BILL-2025000142,VEND-00127,V99188,2025-04-24,2025-06-08,PO-573217,843.12,130.88,712.24,open,kpatel
BILL-2025000143,VEND-00126,V12115,2025-12-19,2026-02-17,PO-860018,1916.31,1916.31,0.0,paid,sjohnson
BILL-2025000144,VEND-00100,V91226,2025-03-17,2025-04-16,PO-508306,835.23,571.41,263.82,open,rwhite
BILL-2025000145,VEND-00061,V33613,2025-06-02,2025-08-01,PO-132008,1997.2,995.31,1001.89,open,kpatel
BILL-2025000146,VEND-00055,V41131,2025-04-08,2025-06-07,PO-359694,413.43,222.0,191.43,open,sjohnson
BILL-2025000147,VEND-00059,V52443,2025-07-30,2025-08-29,PO-914458,104.31,104.31,0.0,paid,rwhite
BILL-2025000148,VEND-00120,V61715,2025-12-30,2026-01-29,PO-658435,1460.55,1460.55,0.0,paid,sjohnson
BILL-2025000149,VEND-00006,V69827,2025-08-13,2025-09-27,PO-907465,3806.91,3806.91,0.0,paid,rwhite
BILL-2025000150,VEND-00046,V46248,2025-05-31,2025-07-30,PO-765274,557.64,557.64,0.0,paid,sjohnson
BILL-2025000151,VEND-00095,V85150,2025-01-18,2025-03-19,PO-478055,1814.06,1814.06,0.0,paid,sjohnson
BILL-2025000152,VEND-00141,V65264,2025-06-20,2025-08-19,,839.87,839.87,0.0,paid,sjohnson
BILL-2025000153,VEND-00062,V54981,2025-01-15,2025-03-01,PO-857129,356.25,356.25,0.0,paid,kpatel
BILL-2025000154,VEND-00133,V55192,2025-03-03,2025-04-17,,994.6,994.6,0.0,paid,mlopez
BILL-2025000155,VEND-00077,V30538,2025-11-05,2025-12-20,PO-891871,5575.15,5575.15,0.0,paid,sjohnson
BILL-2025000156,VEND-00065,V87803,2025-12-16,2026-01-15,PO-347717,418.57,73.78,344.79,open,mlopez
BILL-2025000157,VEND-00073,V97974,2025-10-30,2025-12-29,PO-358948,5628.04,5628.04,0.0,paid,sjohnson
BILL-2025000158,VEND-00137,V19709,2025-08-15,2025-09-14,PO-858192,776.15,473.11,303.04,open,sjohnson
BILL-2025000159,VEND-00013,V90080,2025-03-01,2025-04-15,PO-131803,870.15,870.15,0.0,paid,kpatel
BILL-2025000160,VEND-00030,V27274,2025-11-26,2026-01-10,PO-507529,1600.58,1600.58,0.0,paid,rwhite
BILL-2025000161,VEND-00145,V32696,2025-07-13,2025-08-27,,235.18,235.18,0.0,paid,mlopez
BILL-2025000162,VEND-00035,V77332,2025-11-06,2026-01-05,PO-385420,1126.61,267.66,858.95,open,sjohnson
BILL-2025000163,VEND-00139,V37062,2025-12-25,2026-01-24,PO-343700,1119.16,1119.16,0.0,paid,mlopez
BILL-2025000164,VEND-00064,V11958,2025-07-25,2025-09-23,PO-877478,664.47,49.38,615.09,open,kpatel
BILL-2025000165,VEND-00102,V76310,2025-03-05,2025-04-19,,380.91,272.67,108.24,open,mlopez
BILL-2025000166,VEND-00005,V97956,2025-09-23,2025-11-07,PO-841523,471.62,471.62,0.0,paid,kpatel
BILL-2025000167,VEND-00109,V88423,2025-02-23,2025-03-25,PO-328760,3351.27,3351.27,0.0,paid,mlopez
BILL-2025000168,VEND-00145,V18127,2025-04-29,2025-06-13,,9325.94,9325.94,0.0,paid,rwhite
BILL-2025000169,VEND-00040,V90285,2025-03-23,2025-05-22,PO-745211,2204.17,2204.17,0.0,paid,kpatel
BILL-2025000170,VEND-00129,V98989,2025-01-02,2025-03-03,PO-231459,898.75,898.75,0.0,paid,kpatel
BILL-2025000171,VEND-00135,V52851,2025-11-01,2025-12-31,PO-504557,398.79,71.7,327.09,open,mlopez
BILL-2025000172,VEND-00105,V90360,2025-11-21,2026-01-05,PO-765354,2586.19,1161.83,1424.36,open,kpatel
BILL-2025000173,VEND-00148,V88178,2025-06-07,2025-07-22,PO-349046,255.06,255.06,0.0,paid,rwhite
BILL-2025000174,VEND-00139,V64285,2025-04-29,2025-06-13,PO-587135,847.59,312.1,535.49,open,rwhite
BILL-2025000175,VEND-00102,V45325,2025-12-08,2026-01-07,PO-891905,1131.61,1131.61,0.0,paid,sjohnson
BILL-2025000176,VEND-00146,V75275,2025-07-12,2025-08-11,PO-880423,4105.63,128.5,3977.13,open,kpatel
BILL-2025000177,VEND-00039,V44891,2025-06-14,2025-07-14,PO-947246,257.59,93.01,164.58,open,sjohnson
BILL-2025000178,VEND-00002,V11089,2025-02-08,2025-04-09,PO-790073,3811.32,3811.32,0.0,paid,kpatel
BILL-2025000179,VEND-00090,V26224,2025-11-04,2025-12-04,PO-704784,515.93,245.62,270.31,open,mlopez
BILL-2025000180,VEND-00033,V50510,2025-10-22,2025-11-21,,935.29,935.29,0.0,paid,kpatel
BILL-2025000181,VEND-00134,V31282,2025-06-29,2025-07-29,PO-626599,429.26,429.26,0.0,paid,mlopez
BILL-2025000182,VEND-00100,V29840,2025-01-21,2025-03-07,PO-806612,1785.88,1785.88,0.0,paid,sjohnson
BILL-2025000183,VEND-00072,V40524,2025-07-22,2025-09-05,PO-433052,581.55,550.87,30.68,open,rwhite
BILL-2025000184,VEND-00126,V53967,2025-11-24,2025-12-24,,1953.2,1462.63,490.57,open,mlopez
BILL-2025000185,VEND-00142,V15552,2025-12-16,2026-02-14,PO-493004,533.14,533.14,0.0,paid,rwhite
BILL-2025000186,VEND-00049,V83157,2025-06-16,2025-08-15,PO-992254,863.87,53.24,810.63,open,sjohnson
BILL-2025000187,VEND-00149,V65059,2025-08-01,2025-09-30,PO-214423,226.31,226.31,0.0,paid,sjohnson
BILL-2025000188,VEND-00087,V30192,2025-08-21,2025-10-20,PO-368174,600.52,600.52,0.0,paid,rwhite
BILL-2025000189,VEND-00057,V82957,2025-08-22,2025-09-21,PO-262148,1306.94,1306.94,0.0,paid,kpatel
BILL-2025000190,VEND-00059,V41485,2025-12-21,2026-01-20,PO-547257,515.13,515.13,0.0,paid,mlopez
BILL-2025000191,VEND-00089,V72101,2025-06-25,2025-08-24,PO-379130,7424.81,7424.81,0.0,paid,sjohnson
BILL-2025000192,VEND-00004,V84960,2025-03-02,2025-04-16,PO-156559,1750.61,1003.95,746.66,open,mlopez
BILL-2025000193,VEND-00098,V63314,2025-07-06,2025-08-05,,10927.38,10927.38,0.0,paid,kpatel
BILL-2025000194,VEND-00108,V10887,2025-06-28,2025-07-28,PO-668075,3238.26,2957.71,280.55,open,mlopez
BILL-2025000195,VEND-00001,V52098,2025-10-08,2025-11-22,PO-784536,1010.94,1010.94,0.0,paid,rwhite
BILL-2025000196,VEND-00090,V78636,2025-06-19,2025-08-18,PO-314312,196.73,196.73,0.0,paid,sjohnson
BILL-2025000197,VEND-00130,V52857,2025-09-26,2025-11-10,PO-272800,895.39,592.86,302.53,open,kpatel
BILL-2025000198,VEND-00037,V17660,2025-08-27,2025-10-11,,720.29,15.83,704.46,open,sjohnson
BILL-2025000199,VEND-00078,V50794,2025-02-05,2025-03-07,PO-787424,167.3,117.8,49.5,open,sjohnson
BILL-2025000200,VEND-00116,V15223,2025-06-22,2025-07-22,PO-109195,203.66,203.66,0.0,paid,kpatel
BILL-2025000201,VEND-00098,V11115,2025-07-08,2025-08-22,PO-724562,663.76,663.76,0.0,paid,mlopez
BILL-2025000202,VEND-00070,V21971,2025-07-05,2025-08-04,PO-737159,1017.42,1017.42,0.0,paid,sjohnson
BILL-2025000203,VEND-00026,V88069,2025-08-31,2025-10-15,PO-101053,1398.67,1398.67,0.0,paid,mlopez
BILL-2025000204,VEND-00112,V57230,2025-03-03,2025-04-02,PO-506535,1914.74,1653.46,261.28,open,mlopez
BILL-2025000205,VEND-00005,V40748,2025-09-08,2025-11-07,PO-128745,2498.26,2498.26,0.0,paid,mlopez
BILL-2025000206,VEND-00081,V51272,2025-07-12,2025-08-11,PO-777287,2402.58,366.41,2036.17,open,sjohnson
BILL-2025000207,VEND-00082,V35082,2025-06-05,2025-07-20,PO-519019,2920.61,2920.61,0.0,paid,mlopez
BILL-2025000208,VEND-00057,V30746,2025-09-21,2025-11-20,PO-472721,596.86,596.86,0.0,paid,rwhite
BILL-2025000209,VEND-00048,V44305,2025-12-29,2026-01-28,PO-818266,1501.69,349.91,1151.78,open,rwhite
BILL-2025000210,VEND-00148,V19907,2025-12-03,2026-01-17,PO-568052,870.92,818.93,51.99,open,sjohnson
BILL-2025000211,VEND-00062,V76710,2025-09-23,2025-11-07,PO-610537,933.24,933.24,0.0,paid,sjohnson
BILL-2025000212,VEND-00043,V54434,2025-08-18,2025-09-17,PO-799197,151.08,151.08,0.0,paid,kpatel
BILL-2025000213,VEND-00112,V96970,2025-12-29,2026-02-12,PO-120740,1378.66,1378.66,0.0,paid,mlopez
BILL-2025000214,VEND-00139,V54541,2025-09-17,2025-11-16,PO-332778,1054.27,1054.27,0.0,paid,mlopez
BILL-2025000215,VEND-00059,V42229,2025-09-15,2025-11-14,PO-619927,1217.83,1217.83,0.0,paid,sjohnson
BILL-2025000216,VEND-00109,V20478,2025-01-19,2025-03-20,,959.19,959.19,0.0,paid,kpatel
BILL-2025000217,VEND-00106,V14731,2025-06-18,2025-07-18,,2139.25,2139.25,0.0,paid,mlopez
BILL-2025000218,VEND-00081,V31557,2025-12-04,2026-01-03,PO-437552,966.01,239.95,726.06,open,kpatel
BILL-2025000219,VEND-00003,V48932,2025-06-12,2025-07-12,PO-417616,1521.49,1521.49,0.0,paid,kpatel
BILL-2025000220,VEND-00041,V25613,2025-06-27,2025-08-26,PO-451226,1007.74,47.09,960.65,open,sjohnson
BILL-2025000221,VEND-00105,V66404,2025-01-06,2025-03-07,,793.9,738.95,54.95,open,mlopez
BILL-2025000222,VEND-00071,V63397,2025-09-25,2025-11-24,,3638.28,3602.26,36.02,open,mlopez
BILL-2025000223,VEND-00083,V70364,2025-10-02,2025-12-01,PO-247935,996.93,996.93,0.0,paid,kpatel
BILL-2025000224,VEND-00145,V47387,2025-09-14,2025-11-13,PO-370274,306.62,187.49,119.13,open,rwhite
BILL-2025000225,VEND-00114,V27167,2025-10-16,2025-11-15,,609.0,609.0,0.0,paid,rwhite
BILL-2025000226,VEND-00090,V94875,2025-02-06,2025-03-23,PO-614888,201.55,201.55,0.0,paid,mlopez
BILL-2025000227,VEND-00008,V74324,2025-11-30,2026-01-14,PO-712454,1768.87,1768.87,0.0,paid,sjohnson
BILL-2025000228,VEND-00097,V44372,2025-08-23,2025-10-07,PO-665173,6089.55,6089.55,0.0,paid,rwhite
BILL-2025000229,VEND-00007,V71996,2025-09-30,2025-11-29,PO-410298,168.71,168.71,0.0,paid,kpatel
BILL-2025000230,VEND-00117,V30699,2025-09-09,2025-10-24,PO-360299,1535.11,1535.11,0.0,paid,mlopez
BILL-2025000231,VEND-00140,V60095,2025-06-19,2025-08-18,PO-420932,455.83,75.33,380.5,open,kpatel
