invoice_id,customer_id,invoice_date,due_date,amount,paid_amount,balance,status,currency
INV-2025000060,CUST-00024,2025-03-12,2025-05-11,3474.29,3474.29,0.0,paid,USD
INV-2025000061,CUST-00353,2025-08-19,2025-09-03,1749.0,1749.0,0.0,paid,USD
INV-2025000062,CUST-00281,2025-08-02,2025-10-01,575.81,575.81,0.0,paid,USD
INV-2025000063,CUST-00224,2025-09-19,2025-11-18,2639.41,2639.41,0.0,paid,USD
INV-2025000064,CUST-00281,2025-04-17,2025-05-02,1700.32,1700.32,0.0,paid,USD
INV-2025000065,CUST-00110,2025-10-18,2025-12-02,1546.82,1546.82,0.0,paid,USD
INV-2025000066,CUST-00138,2025-11-02,2025-12-17,742.12,198.11,544.01,open,USD
INV-2025000067,CUST-00267,2025-02-03,2025-02-18,2098.32,2098.32,0.0,paid,USD
INV-2025000068,CUST-00002,2025-08-28,2025-10-27,103.67,103.67,0.0,paid,USD
INV-2025000069,CUST-00280,2025-11-11,2025-12-26,396.03,396.03,0.0,paid,USD
INV-2025000070,CUST-00201,2025-06-14,2025-07-29,1497.34,1497.34,0.0,paid,USD
INV-2025000071,CUST-00039,2025-08-12,2025-10-11,1026.66,1026.66,0.0,paid,USD
INV-2025000072,CUST-00031,2025-08-09,2025-09-08,583.56,583.56,0.0,paid,USD
INV-2025000073,CUST-00099,2025-03-11,2025-04-25,322.94,322.94,0.0,paid,USD
INV-2025000074,CUST-00059,2025-09-28,2025-11-12,2115.25,2115.25,0.0,paid,USD
INV-2025000075,CUST-00171,2025-07-09,2025-08-08,465.58,172.08,293.5,open,USD
INV-2025000076,CUST-00257,2025-09-06,2025-11-05,1465.38,668.19,797.19,open,USD
INV-2025000077,CUST-00233,2025-09-09,2025-10-24,5649.64,3412.61,2237.03,open,USD
INV-2025000078,CUST-00325,2025-12-26,2026-01-10,1039.95,426.55,613.4,open,USD
INV-2025000079,CUST-00293,2025-01-28,2025-02-27,2073.43,2073.43,0.0,paid,USD
INV-2025000080,CUST-00305,2025-10-28,2025-11-27,1607.23,1607.23,0.0,paid,USD
INV-2025000081,CUST-00118,2025-11-04,2025-11-19,2050.02,2050.02,0.0,paid,USD
INV-2025000082,CUST-00153,2025-05-09,2025-06-08,1121.3,868.31,252.99,open,USD
INV-2025000083,CUST-00155,2025-12-31,2026-01-30,226.72,226.72,0.0,paid,USD
INV-2025000084,CUST-00165,2025-12-28,2026-01-27,1389.56,1389.56,0.0,paid,USD
INV-2025000085,CUST-00226,2025-05-23,2025-07-07,2273.09,453.2,1819.89,open,USD
INV-2025000086,CUST-00286,2025-07-07,2025-09-05,3905.31,1092.86,2812.45,open,USD
INV-2025000087,CUST-00182,2025-06-21,2025-07-21,1814.09,1332.71,481.38,open,USD
INV-2025000088,CUST-00332,2025-05-08,2025-06-22,224.93,224.93,0.0,paid,USD
INV-2025000089,CUST-00234,2025-05-25,2025-06-24,1141.24,1141.24,0.0,paid,USD
INV-2025000090,CUST-00136,2025-12-04,2026-01-18,625.93,625.93,0.0,paid,USD
INV-2025000091,CUST-00141,2025-07-21,2025-08-20,1103.84,1103.84,0.0,paid,USD
INV-2025000092,CUST-00003,2025-08-22,2025-09-21,1284.56,1284.56,0.0,paid,USD
INV-2025000093,CUST-00116,2025-06-06,2025-08-05,3159.79,3159.79,0.0,paid,USD
INV-2025000094,CUST-00223,2025-01-05,2025-03-06,1112.44,1112.44,0.0,paid,USD
INV-2025000095,CUST-00192,2025-05-31,2025-06-30,976.91,976.91,0.0,paid,USD
INV-2025000096,CUST-00245,2025-07-11,2025-07-26,1355.12,1355.12,0.0,paid,USD
INV-2025000097,CUST-00195,2025-11-30,2025-12-30,2491.63,891.71,1599.92,open,USD
INV-2025000098,CUST-00372,2025-12-18,2026-01-02,774.22,774.22,0.0,paid,USD
INV-2025000099,CUST-00304,2025-06-16,2025-08-15,1947.67,1583.88,363.79,open,USD
INV-2025000100,CUST-00326,2025-09-13,2025-09-28,13931.19,13931.19,0.0,paid,USD
INV-2025000101,CUST-00050,2025-01-02,2025-03-03,4144.95,4144.95,0.0,paid,USD
INV-2025000102,CUST-00148,2025-05-16,2025-06-15,304.58,304.58,0.0,paid,USD
INV-2025000103,CUST-00302,2025-11-07,2025-12-22,5500.5,5500.5,0.0,paid,USD
INV-2025000104,CUST-00060,2025-04-17,2025-05-02,350.9,350.9,0.0,paid,USD
INV-2025000105,CUST-00202,2025-01-12,2025-02-26,1578.46,689.74,888.72,open,USD
INV-2025000106,CUST-00396,2025-04-25,2025-06-09,2324.45,2324.45,0.0,paid,USD
INV-2025000107,CUST-00173,2025-05-15,2025-05-30,524.22,524.22,0.0,paid,USD
INV-2025000108,CUST-00320,2025-05-06,2025-05-21,1352.64,40.82,1311.82,open,USD
INV-2025000109,CUST-00092,2025-11-02,2025-12-02,329.36,329.36,0.0,paid,USD
INV-2025000110,CUST-00116,2025-03-12,2025-03-27,2599.09,2318.08,281.01,open,USD
INV-2025000111,CUST-00251,2025-05-06,2025-07-05,2823.36,2823.36,0.0,paid,USD
INV-2025000112,CUST-00366,2025-07-10,2025-09-08,3542.17,3542.17,0.0,paid,USD
INV-2025000113,CUST-00052,2025-11-13,2026-01-12,337.62,337.62,0.0,paid,USD
INV-2025000114,CUST-00182,2025-08-14,2025-10-13,5590.46,5590.46,0.0,paid,USD
INV-2025000115,CUST-00385,2025-01-09,2025-02-08,793.84,179.36,614.48,open,USD
INV-2025000116,CUST-00284,2025-05-15,2025-06-14,2327.2,473.26,1853.94,open,USD
INV-2025000117,CUST-00179,2025-05-19,2025-06-18,2998.8,2998.8,0.0,paid,USD
INV-2025000118,CUST-00178,2025-07-15,2025-08-29,670.08,670.08,0.0,paid,USD
INV-2025000119,CUST-00261,2025-08-09,2025-10-08,806.55,244.3,562.25,open,USD
INV-2025000120,CUST-00006,2025-05-12,2025-06-11,1665.76,1498.96,166.8,open,USD
INV-2025000121,CUST-00312,2025-12-10,2025-12-25,1072.24,1072.24,0.0,paid,USD
INV-2025000122,CUST-00301,2025-05-04,2025-06-03,8301.29,5756.17,2545.12,open,USD
INV-2025000123,CUST-00346,2025-09-25,2025-11-24,5866.99,4361.33,1505.66,open,USD
INV-2025000124,CUST-00039,2025-06-01,2025-06-16,299.84,258.04,41.8,open,USD
INV-2025000125,CUST-00130,2025-03-16,2025-04-30,109.94,109.94,0.0,paid,USD
INV-2025000126,CUST-00285,2025-09-26,2025-10-26,782.66,584.4,198.26,open,USD
INV-2025000127,CUST-00234,2025-12-06,2026-01-20,2582.68,756.4,1826.28,open,USD
INV-2025000128,CUST-00204,2025-03-03,2025-04-02,5685.41,5685.41,0.0,paid,USD
INV-2025000129,CUST-00171,2025-10-21,2025-11-05,76.53,6.27,70.26,open,USD
INV-2025000130,CUST-00292,2025-06-01,2025-07-31,444.5,444.5,0.0,paid,USD
INV-2025000131,CUST-00056,2025-02-11,2025-04-12,1810.97,1243.4,567.57,open,USD
INV-2025000132,CUST-00238,2025-08-09,2025-09-08,373.52,373.52,0.0,paid,USD
INV-2025000133,CUST-00253,2025-12-31,2026-03-01,1179.62,812.37,367.25,open,USD
INV-2025000134,CUST-00111,2025-10-04,2025-12-03,4767.85,4767.85,0.0,paid,USD
INV-2025000135,CUST-00296,2025-01-12,2025-02-11,402.17,335.28,66.89,open,USD
INV-2025000136,CUST-00065,2025-11-25,2026-01-24,1319.84,1319.84,0.0,paid,USD
INV-2025000137,CUST-00257,2025-12-03,2026-01-17,1855.92,1855.92,0.0,paid,USD
INV-2025000138,CUST-00369,2025-06-29,2025-07-14,743.94,743.94,0.0,paid,USD
INV-2025000139,CUST-00092,2025-12-25,2026-01-09,524.28,272.8,251.48,open,USD
INV-2025000140,CUST-00139,2025-10-27,2025-12-26,624.1,624.1,0.0,paid,USD
INV-2025000141,CUST-00359,2025-08-11,2025-09-25,771.43,454.7,316.73,open,USD
INV-2025000142,CUST-00099,2025-07-01,2025-07-16,4792.63,4625.05,167.58,open,USD
INV-2025000143,CUST-00100,2025-04-02,2025-06-01,1013.68,750.43,263.25,open,USD
INV-2025000144,CUST-00254,2025-05-29,2025-06-13,2581.76,2581.76,0.0,paid,USD
INV-2025000145,CUST-00125,2025-07-02,2025-08-31,333.68,333.68,0.0,paid,USD
INV-2025000146,CUST-00133,2025-10-12,2025-10-27,697.25,697.25,0.0,paid,USD
INV-2025000147,CUST-00246,2025-05-03,2025-06-02,802.85,802.85,0.0,paid,USD
INV-2025000148,CUST-00109,2025-07-21,2025-08-05,1203.32,1203.32,0.0,paid,USD
INV-2025000149,CUST-00215,2025-09-03,2025-11-02,5398.41,513.16,4885.25,open,USD
INV-2025000150,CUST-00375,2025-06-16,2025-07-16,951.89,951.89,0.0,paid,USD
INV-2025000151,CUST-00266,2025-07-11,2025-08-10,751.63,458.25,293.38,open,USD
INV-2025000152,CUST-00293,2025-11-20,2025-12-20,382.66,382.66,0.0,paid,USD
INV-2025000153,CUST-00321,2025-11-13,2025-12-28,3889.82,2398.45,1491.37,open,USD
INV-2025000154,CUST-00228,2025-10-23,2025-12-07,2051.6,2051.6,0.0,paid,USD
INV-2025000155,CUST-00238,2025-05-02,2025-07-01,4331.24,4331.24,0.0,paid,USD
INV-2025000156,CUST-00145,2025-07-30,2025-08-29,1240.63,958.12,282.51,open,USD
INV-2025000157,CUST-00233,2025-05-07,2025-06-21,3401.88,1909.44,1492.44,open,USD
INV-2025000158,CUST-00233,2025-07-12,2025-08-11,547.9,547.9,0.0,paid,USD
INV-2025000159,CUST-00387,2025-05-04,2025-06-03,286.31,286.31,0.0,paid,USD
INV-2025000160,CUST-00096,2025-08-22,2025-09-06,1714.2,1714.2,0.0,paid,USD
INV-2025000161,CUST-00147,2025-01-04,2025-03-05,2356.42,742.2,1614.22,open,USD
INV-2025000162,CUST-00396,2025-09-03,2025-10-18,346.54,346.54,0.0,paid,USD
INV-2025000163,CUST-00215,2025-10-24,2025-12-08,6570.69,6570.69,0.0,paid,USD
INV-2025000164,CUST-00102,2025-03-19,2025-05-18,7295.53,654.6,6640.93,open,USD
INV-2025000165,CUST-00335,2025-06-13,2025-07-13,439.85,439.85,0.0,paid,USD
INV-2025000166,CUST-00191,2025-11-02,2026-01-01,1180.0,1031.77,148.23,open,USD
INV-2025000167,CUST-00382,2025-01-08,2025-02-07,2455.69,2455.69,0.0,paid,USD
INV-2025000168,CUST-00149,2025-06-17,2025-07-17,1247.56,293.87,953.69,open,USD
INV-2025000169,CUST-00350,2025-02-11,2025-03-28,613.37,613.37,0.0,paid,USD
INV-2025000170,CUST-00036,2025-05-31,2025-06-30,644.0,626.67,17.33,open,USD
INV-2025000171,CUST-00376,2025-08-03,2025-08-18,1298.27,1298.27,0.0,paid,USD
INV-2025000172,CUST-00251,2025-11-07,2025-12-22,2022.01,2022.01,0.0,paid,USD
INV-2025000173,CUST-00073,2025-11-12,2025-11-27,2242.29,2242.29,0.0,paid,USD
INV-2025000174,CUST-00222,2025-05-24,2025-07-23,343.54,259.37,84.17,open,USD
INV-2025000175,CUST-00138,2025-11-15,2025-11-30,15115.19,15115.19,0.0,paid,USD
INV-2025000176,CUST-00394,2025-09-19,2025-11-03,5966.78,5336.01,630.77,open,USD
INV-2025000177,CUST-00241,2025-05-07,2025-06-06,1789.46,1789.46,0.0,paid,USD
INV-2025000178,CUST-00036,2025-10-02,2025-11-01,1075.46,1067.39,8.07,open,USD
INV-2025000179,CUST-00081,2025-04-12,2025-06-11,201.27,201.27,0.0,paid,USD
INV-2025000180,CUST-00242,2025-07-16,2025-08-30,1028.44,787.9,240.54,open,USD
INV-2025000181,CUST-00151,2025-08-03,2025-10-02,2018.19,1462.91,555.28,open,USD
INV-2025000182,CUST-00368,2025-01-26,2025-02-10,752.11,752.11,0.0,paid,USD
INV-2025000183,CUST-00367,2025-09-01,2025-10-01,733.02,733.02,0.0,paid,USD
INV-2025000184,CUST-00091,2025-03-17,2025-04-01,7041.99,7041.99,0.0,paid,USD
INV-2025000185,CUST-00374,2025-10-28,2025-11-27,978.12,978.12,0.0,paid,USD
INV-2025000186,CUST-00042,2025-02-28,2025-04-29,3669.36,2424.32,1245.04,open,USD
INV-2025000187,CUST-00339,2025-10-28,2025-11-12,2293.99,2293.99,0.0,paid,USD
INV-2025000188,CUST-00073,2025-05-09,2025-05-24,503.29,236.43,266.86,open,USD
INV-2025000189,CUST-00130,2025-05-11,2025-06-25,441.02,441.02,0.0,paid,USD
INV-2025000190,CUST-00279,2025-02-08,2025-03-25,393.88,389.44,4.44,open,USD
INV-2025000191,CUST-00038,2025-09-05,2025-10-20,783.15,783.15,0.0,paid,USD
INV-2025000192,CUST-00309,2025-02-17,2025-04-18,6095.03,6095.03,0.0,paid,USD
INV-2025000193,CUST-00087,2025-07-12,2025-08-26,403.77,321.93,81.84,open,USD
INV-2025000194,CUST-00392,2025-10-07,2025-11-06,585.83,585.83,0.0,paid,USD
INV-2025000195,CUST-00241,2025-08-30,2025-09-14,3297.88,3297.88,0.0,paid,USD
INV-2025000196,CUST-00352,2025-11-30,2025-12-30,603.27,99.2,504.07,open,USD
INV-2025000197,CUST-00350,2025-09-13,2025-10-13,8224.14,8224.14,0.0,paid,USD
INV-2025000198,CUST-00288,2025-06-27,2025-08-26,960.77,960.77,0.0,paid,USD
INV-2025000199,CUST-00242,2025-05-02,2025-05-17,600.9,600.9,0.0,paid,USD
INV-2025000200,CUST-00140,2025-07-24,2025-08-23,1345.84,1345.84,0.0,paid,USD
INV-2025000201,CUST-00181,2025-04-18,2025-06-02,1819.28,1093.32,725.96,open,USD
INV-2025000202,CUST-00220,2025-10-28,2025-12-12,1413.53,1413.53,0.0,paid,USD
INV-2025000203,CUST-00056,2025-06-23,2025-07-23,4861.81,4861.81,0.0,paid,USD
INV-2025000204,CUST-00063,2025-09-12,2025-10-27,937.09,937.09,0.0,paid,USD
INV-2025000205,CUST-00236,2025-09-08,2025-09-23,2608.26,2608.26,0.0,paid,USD
INV-2025000206,CUST-00347,2025-07-31,2025-09-14,814.83,814.83,0.0,paid,USD
INV-2025000207,CUST-00222,2025-04-11,2025-05-11,2340.78,2340.78,0.0,paid,USD
INV-2025000208,CUST-00225,2025-04-04,2025-04-19,357.91,173.24,184.67,open,USD
INV-2025000209,CUST-00341,2025-06-08,2025-07-23,4671.17,473.07,4198.1,open,USD
INV-2025000210,CUST-00360,2025-04-06,2025-05-06,5726.17,5726.17,0.0,paid,USD
INV-2025000211,CUST-00188,2025-02-03,2025-02-18,1726.5,1726.5,0.0,paid,USD
INV-2025000212,CUST-00337,2025-01-23,2025-03-09,2384.0,2384.0,0.0,paid,USD
INV-2025000213,CUST-00332,2025-04-20,2025-06-04,2496.56,763.86,1732.7,open,USD
INV-2025000214,CUST-00321,2025-05-05,2025-07-04,1623.7,1623.7,0.0,paid,USD
INV-2025000215,CUST-00299,2025-02-10,2025-03-12,3758.17,1292.08,2466.09,open,USD
INV-2025000216,CUST-00047,2025-08-18,2025-10-02,1031.77,1031.77,0.0,paid,USD
INV-2025000217,CUST-00266,2025-04-09,2025-05-09,365.76,365.76,0.0,paid,USD
INV-2025000218,CUST-00198,2025-02-06,2025-02-21,529.77,529.77,0.0,paid,USD
INV-2025000219,CUST-00338,2025-06-12,2025-07-27,348.99,214.74,134.25,open,USD
INV-2025000220,CUST-00388,2025-01-27,2025-03-13,429.06,429.06,0.0,paid,USD
INV-2025000221,CUST-00060,2025-03-31,2025-05-15,1491.65,866.44,625.21,open,USD
INV-2025000222,CUST-00378,2025-02-27,2025-03-29,1077.57,1077.57,0.0,paid,USD
INV-2025000223,CUST-00340,2025-11-28,2026-01-27,1080.99,1080.99,0.0,paid,USD
INV-2025000224,CUST-00145,2025-02-05,2025-03-22,6134.83,760.64,5374.19,open,USD
INV-2025000225,CUST-00006,2025-03-26,2025-04-10,304.36,304.36,0.0,paid,USD
INV-2025000226,CUST-00120,2025-02-07,2025-02-22,1033.24,1033.24,0.0,paid,USD
INV-2025000227,CUST-00086,2025-08-19,2025-10-18,1332.57,270.4,1062.17,open,USD
INV-2025000228,CUST-00052,2025-10-23,2025-12-22,4140.14,4140.14,0.0,paid,USD
INV-2025000229,CUST-00264,2025-05-01,2025-06-15,914.4,914.4,0.0,paid,USD
INV-2025000230,CUST-00305,2025-01-21,2025-03-22,1971.1,1971.1,0.0,paid,USD
INV-2025000231,CUST-00123,2025-12-05,2026-01-19,1580.34,1580.34,0.0,paid,USD
INV-2025000232,CUST-00333,2025-02-22,2025-03-24,336.89,253.37,83.52,open,USD
INV-2025000233,CUST-00395,2025-08-31,2025-10-15,306.06,306.06,0.0,paid,USD
INV-2025000234,CUST-00378,2025-07-13,2025-08-12,801.24,372.72,428.52,open,USD
INV-2025000235,CUST-00367,2025-11-07,2025-12-22,2124.48,1711.52,412.96,open,USD
INV-2025000236,CUST-00399,2025-12-26,2026-01-10,1710.8,1710.8,0.0,paid,USD
INV-2025000237,CUST-00362,2025-05-06,2025-07-05,409.82,409.82,0.0,paid,USD
INV-2025000238,CUST-00383,2025-02-10,2025-02-25,1360.07,1360.07,0.0,paid,USD
INV-2025000239,CUST-00031,2025-12-29,2026-02-27,4833.42,4833.42,0.0,paid,USD
INV-2025000240,CUST-00127,2025-04-24,2025-05-24,2223.21,2223.21,0.0,paid,USD
INV-2025000241,CUST-00155,2025-11-05,2025-12-05,1953.65,1953.65,0.0,paid,USD
INV-2025000242,CUST-00138,2025-08-12,2025-09-26,807.84,776.5,31.34,open,USD
INV-2025000243,CUST-00090,2025-12-05,2026-01-19,2865.68,2104.3,761.38,open,USD
INV-2025000244,CUST-00033,2025-03-21,2025-04-20,854.2,141.76,712.44,open,USD
INV-2025000245,CUST-00320,2025-09-19,2025-10-19,677.06,677.06,0.0,paid,USD
INV-2025000246,CUST-00281,2025-07-09,2025-09-07,1396.93,771.59,625.34,open,USD
INV-2025000247,CUST-00339,2025-08-26,2025-10-25,1335.51,615.76,719.75,open,USD
INV-2025000248,CUST-00335,2025-05-17,2025-06-01,9832.88,9832.88,0.0,paid,USD
INV-2025000249,CUST-00146,2025-11-21,2026-01-05,1962.74,1962.74,0.0,paid,USD
INV-2025000250,CUST-00356,2025-09-22,2025-10-07,918.29,168.02,750.27,open,USD
INV-2025000251,CUST-00221,2025-06-27,2025-07-12,1025.31,1025.31,0.0,paid,USD
INV-2025000252,CUST-00091,2025-11-24,2025-12-09,843.78,843.78,0.0,paid,USD
INV-2025000253,CUST-00398,2025-09-29,2025-10-14,527.74,346.41,181.33,open,USD
INV-2025000254,CUST-00198,2025-04-09,2025-06-08,1508.08,544.84,963.24,open,USD
INV-2025000255,CUST-00015,2025-10-31,2025-11-30,556.57,188.66,367.91,open,USD
INV-2025000256,CUST-00071,2025-06-06,2025-07-21,3137.58,2643.02,494.56,open,USD
INV-2025000257,CUST-00268,2025-11-29,2026-01-13,382.04,382.04,0.0,paid,USD
INV-2025000258,CUST-00156,2025-03-22,2025-04-06,218.32,13.19,205.13,open,USD
INV-2025000259,CUST-00054,2025-11-26,2025-12-11,10292.81,5873.01,4419.8,open,USD
INV-2025000260,CUST-00235,2025-11-19,2025-12-04,5109.48,5109.48,0.0,paid,USD
INV-2025000261,CUST-00295,2025-11-27,2025-12-12,518.45,518.45,0.0,paid,USD
INV-2025000262,CUST-00092,2025-05-03,2025-07-02,1470.44,198.18,1272.26,open,USD
INV-2025000263,CUST-00371,2025-09-04,2025-09-19,2052.21,2023.21,29.0,open,USD
INV-2025000264,CUST-00197,2025-01-12,2025-03-13,2739.56,2739.56,0.0,paid,USD
INV-2025000265,CUST-00358,2025-02-01,2025-04-02,2473.08,575.58,1897.5,open,USD
INV-2025000266,CUST-00363,2025-08-28,2025-09-27,1742.64,1742.64,0.0,paid,USD
INV-2025000267,CUST-00049,2025-09-19,2025-10-19,1018.38,1018.38,0.0,paid,USD
INV-2025000268,CUST-00172,2025-10-14,2025-11-13,1027.41,1027.41,0.0,paid,USD
INV-2025000269,CUST-00041,2025-08-31,2025-09-15,1937.39,1937.39,0.0,paid,USD
INV-2025000270,CUST-00395,2025-05-09,2025-05-24,510.64,504.82,5.82,open,USD
INV-2025000271,CUST-00360,2025-08-18,2025-10-02,10124.31,459.74,9664.57,open,USD
INV-2025000272,CUST-00087,2025-05-19,2025-07-03,300.9,300.9,0.0,paid,USD
INV-2025000273,CUST-00226,2025-07-20,2025-08-19,2261.36,2261.36,0.0,paid,USD
INV-2025000274,CUST-00350,2025-10-31,2025-11-15,801.07,81.39,719.68,open,USD
INV-2025000275,CUST-00112,2025-06-18,2025-08-17,1624.8,1624.8,0.0,paid,USD
INV-2025000276,CUST-00202,2025-10-05,2025-10-20,203.09,203.09,0.0,paid,USD
INV-2025000277,CUST-00044,2025-05-11,2025-07-10,5828.73,5828.73,0.0,paid,USD
INV-2025000278,CUST-00260,2025-07-20,2025-09-18,597.03,145.67,451.36,open,USD
INV-2025000279,CUST-00150,2025-06-28,2025-07-28,1483.65,1483.65,0.0,paid,USD
INV-2025000280,CUST-00150,2025-08-25,2025-10-24,3095.69,3095.69,0.0,paid,USD
INV-2025000281,CUST-00254,2025-08-26,2025-09-25,346.19,346.19,0.0,paid,USD
INV-2025000282,CUST-00100,2025-09-08,2025-11-07,317.84,317.84,0.0,paid,USD
INV-2025000283,CUST-00363,2025-08-14,2025-09-28,2123.0,2123.0,0.0,paid,USD
INV-2025000284,CUST-00289,2025-04-13,2025-04-28,869.45,869.45,0.0,paid,USD
INV-2025000285,CUST-00211,2025-11-24,2026-01-23,1484.02,1476.7,7.32,open,USD
INV-2025000286,CUST-00359,2025-03-30,2025-04-29,3531.99,3531.99,0.0,paid,USD
INV-2025000287,CUST-00269,2025-03-28,2025-05-27,509.5,509.5,0.0,paid,USD
INV-2025000288,CUST-00255,2025-04-17,2025-06-16,21627.02,11302.6,10324.42,open,USD
INV-2025000289,CUST-00144,2025-01-05,2025-01-20,1103.0,1103.0,0.0,paid,USD
INV-2025000290,CUST-00354,2025-07-28,2025-08-27,1844.1,1844.1,0.0,paid,USD
