vendor_id,as_of_date,current,d_1_30,d_31_60,d_61_90,over_90,total
VEND-00035,2025-12-31,0.0,0.0,105.46,0.0,0.0,105.46
VEND-00038,2025-12-31,0.0,303.61,0.0,0.0,1971.41,2275.02
VEND-00039,2025-12-31,0.0,679.37,0.0,0.0,494.39,1173.76
VEND-00040,2025-12-31,1373.41,163.27,0.0,0.0,353.58,1890.26
VEND-00041,2025-12-31,0.0,0.0,390.37,0.0,921.99,1312.36
VEND-00042,2025-12-31,0.0,0.0,0.0,0.0,3989.1,3989.1
VEND-00043,2025-12-31,0.0,36.86,0.0,0.0,178.42,215.28
VEND-00044,2025-12-31,0.0,0.0,465.96,0.0,3081.24,3547.2
VEND-00045,2025-12-31,0.0,663.1,212.59,0.0,815.35,1691.04
VEND-00046,2025-12-31,0.0,0.0,0.0,160.46,0.0,160.46
VEND-00047,2025-12-31,0.0,378.39,402.85,0.0,405.65,1186.89
VEND-00048,2025-12-31,246.39,0.0,0.0,0.0,798.9,1045.29
VEND-00050,2025-12-31,0.0,0.0,0.0,0.0,37.32,37.32
VEND-00051,2025-12-31,0.0,0.0,0.0,427.44,1106.11,1533.55
VEND-00052,2025-12-31,0.0,0.0,0.0,263.56,0.0,263.56
VEND-00053,2025-12-31,0.0,0.0,0.0,0.0,408.07,408.07
VEND-00054,2025-12-31,0.0,78.98,0.0,0.0,1534.66,1613.64
VEND-00055,2025-12-31,0.0,0.0,0.0,195.31,188.85,384.16
VEND-00056,2025-12-31,0.0,0.0,0.0,0.0,1672.48,1672.48
VEND-00057,2025-12-31,0.0,0.0,0.0,0.0,971.17,971.17
VEND-00058,2025-12-31,0.0,0.0,0.0,36.71,1544.91,1581.62
VEND-00059,2025-12-31,0.0,0.0,0.0,0.0,1983.59,1983.59
VEND-00060,2025-12-31,358.7,0.0,196.9,0.0,1861.29,2416.89
VEND-00061,2025-12-31,0.0,526.84,2736.42,0.0,404.48,3667.74
VEND-00062,2025-12-31,0.0,0.0,0.0,0.0,133.46,133.46
VEND-00063,2025-12-31,0.0,6042.06,0.0,0.0,1088.21,7130.27
VEND-00064,2025-12-31,0.0,0.0,0.0,0.0,2722.38,2722.38
VEND-00065,2025-12-31,0.0,0.0,0.0,0.0,355.63,355.63
VEND-00066,2025-12-31,2076.0,0.0,0.0,0.0,1382.7,3458.7
VEND-00067,2025-12-31,0.0,0.0,0.0,85.04,615.87,700.91
VEND-00069,2025-12-31,0.0,0.0,347.47,0.0,1290.6,1638.07
VEND-00070,2025-12-31,0.0,509.33,0.0,203.89,1136.0,1849.22
VEND-00071,2025-12-31,15.79,0.0,0.0,0.0,112.48,128.27
VEND-00072,2025-12-31,0.0,0.0,0.0,539.0,177.7,716.7
VEND-00073,2025-12-31,0.0,0.0,0.0,0.0,173.92,173.92
VEND-00075,2025-12-31,0.0,0.0,0.0,511.78,0.0,511.78
VEND-00076,2025-12-31,1096.12,0.0,146.98,0.0,0.0,1243.1
VEND-00077,2025-12-31,0.0,0.0,0.0,0.0,81.43,81.43
VEND-00078,2025-12-31,0.0,633.39,0.0,0.0,0.0,633.39
VEND-00079,2025-12-31,0.0,180.77,0.0,0.0,198.2,378.97
VEND-00080,2025-12-31,0.0,976.78,0.0,0.0,2322.71,3299.49
VEND-00081,2025-12-31,0.0,36.23,0.0,0.0,216.25,252.48
VEND-00082,2025-12-31,0.0,0.0,0.0,2528.02,17.26,2545.28
VEND-00083,2025-12-31,0.0,0.0,0.0,333.79,0.0,333.79
VEND-00084,2025-12-31,0.0,0.0,154.41,0.0,0.0,154.41
VEND-00085,2025-12-31,2040.96,0.0,508.53,0.0,1212.2,3761.69
VEND-00086,2025-12-31,0.0,0.0,0.0,0.0,708.5,708.5
VEND-00087,2025-12-31,0.0,0.0,0.0,0.0,592.81,592.81
VEND-00088,2025-12-31,445.52,0.0,120.94,0.0,68.15,634.61
VEND-00089,2025-12-31,842.85,0.0,0.0,0.0,39.46,882.31
VEND-00090,2025-12-31,0.0,0.0,0.0,287.64,153.89,441.53
VEND-00091,2025-12-31,0.0,0.0,0.0,0.0,670.76,670.76
VEND-00092,2025-12-31,0.0,0.0,89.6,0.0,472.91,562.51
VEND-00093,2025-12-31,0.0,0.0,0.0,2286.97,2413.93,4700.9
VEND-00094,2025-12-31,22.75,0.0,382.74,191.13,268.76,865.38
VEND-00095,2025-12-31,0.0,206.96,0.0,35.82,1450.77,1693.55
VEND-00096,2025-12-31,0.0,0.0,206.94,0.0,503.45,710.39
VEND-00098,2025-12-31,0.0,0.0,1141.18,0.0,1329.47,2470.65
VEND-00099,2025-12-31,0.0,0.0,0.0,0.0,824.91,824.91
VEND-00100,2025-12-31,0.0,0.0,0.0,0.0,75.81,75.81
VEND-00101,2025-12-31,164.73,0.0,0.0,0.0,5881.79,6046.52
VEND-00102,2025-12-31,0.0,0.0,0.0,470.8,273.46,744.26
VEND-00103,2025-12-31,0.0,0.0,124.96,0.0,2299.1,2424.06
VEND-00104,2025-12-31,0.0,165.14,0.0,0.0,0.0,165.14
VEND-00105,2025-12-31,0.0,0.0,0.0,0.0,617.77,617.77
VEND-00106,2025-12-31,0.0,0.0,0.0,203.04,0.0,203.04
VEND-00107,2025-12-31,0.0,0.0,0.0,0.0,1802.34,1802.34
VEND-00108,2025-12-31,0.0,0.0,25.56,0.0,128.93,154.49
VEND-00109,2025-12-31,0.0,0.0,194.19,880.08,396.32,1470.59
VEND-00110,2025-12-31,0.0,0.0,0.0,0.0,1920.6,1920.6
VEND-00111,2025-12-31,396.59,256.3,0.0,0.0,266.07,918.96
VEND-00112,2025-12-31,0.0,0.0,0.0,0.0,991.04,991.04
VEND-00113,2025-12-31,0.0,0.0,0.0,208.43,2633.99,2842.42
VEND-00114,2025-12-31,0.0,0.0,214.56,0.0,1826.38,2040.94
VEND-00115,2025-12-31,0.0,1915.62,33.45,0.0,0.0,1949.07
VEND-00116,2025-12-31,275.46,0.0,275.12,0.0,0.0,550.58
VEND-00117,2025-12-31,0.0,343.69,0.0,105.98,3423.11,3872.78
VEND-00118,2025-12-31,0.0,0.0,0.0,0.0,3094.4,3094.4
VEND-00119,2025-12-31,187.3,0.0,0.0,0.0,2176.55,2363.85
VEND-00120,2025-12-31,0.0,0.0,0.0,0.0,327.28,327.28
VEND-00121,2025-12-31,0.0,0.0,1335.42,0.0,879.57,2214.99
VEND-00122,2025-12-31,0.0,0.0,1574.58,55.67,906.51,2536.76
VEND-00123,2025-12-31,0.0,0.0,0.0,2342.6,2451.94,4794.54
VEND-00124,2025-12-31,0.0,1224.28,0.0,0.0,0.0,1224.28
VEND-00125,2025-12-31,0.0,0.0,0.0,0.0,225.36,225.36
VEND-00126,2025-12-31,0.0,0.0,75.77,1389.66,73.82,1539.25
VEND-00127,2025-12-31,0.0,376.47,219.01,171.61,435.43,1202.52
VEND-00128,2025-12-31,0.0,0.0,0.0,0.0,568.02,568.02
VEND-00129,2025-12-31,0.0,0.0,16.22,0.0,0.0,16.22
VEND-00130,2025-12-31,260.59,573.16,2185.21,0.0,975.53,3994.49
VEND-00131,2025-12-31,0.0,0.0,0.0,0.0,720.77,720.77
VEND-00132,2025-12-31,0.0,0.0,1118.71,0.0,2039.68,3158.39
VEND-00134,2025-12-31,0.0,0.0,431.49,0.0,85.23,516.72
VEND-00135,2025-12-31,253.71,0.0,0.0,254.52,2257.67,2765.9
VEND-00136,2025-12-31,29.29,0.0,0.0,0.0,1885.32,1914.61
VEND-00137,2025-12-31,54.39,0.0,0.0,0.0,2982.42,3036.81
VEND-00138,2025-12-31,0.0,0.0,635.86,0.0,355.33,991.19
VEND-00139,2025-12-31,5.9,0.0,0.0,0.0,155.46,161.36
VEND-00140,2025-12-31,141.62,0.0,0.0,0.0,263.3,404.92
VEND-00141,2025-12-31,0.0,0.0,0.0,0.0,49.76,49.76
VEND-00142,2025-12-31,0.0,934.97,350.18,0.0,0.0,1285.15
VEND-00143,2025-12-31,0.0,0.0,0.0,0.0,1088.8,1088.8
VEND-00144,2025-12-31,0.0,0.0,0.0,651.49,0.0,651.49
VEND-00145,2025-12-31,0.0,0.0,0.0,0.0,618.29,618.29
VEND-00146,2025-12-31,0.0,0.0,0.0,0.0,226.53,226.53
VEND-00147,2025-12-31,0.0,815.84,0.0,0.0,534.64,1350.48
VEND-00148,2025-12-31,0.0,0.0,0.0,0.0,105.26,105.26
VEND-00149,2025-12-31,0.0,0.0,0.0,0.0,1565.86,1565.86
VEND-00150,2025-12-31,588.94,0.0,253.68,0.0,1201.01,2043.63
