bill_id,vendor_id,invoice_number,invoice_date,due_date,po_number,amount,paid_amount,balance,status,approved_by
BILL-2025000075,VEND-00124,V72209,2025-11-10,2025-12-10,PO-816373,1986.96,762.68,1224.28,open,kpatel
BILL-2025000076,VEND-00012,V13573,2025-08-19,2025-10-03,,65.92,65.92,0.0,paid,sjohnson
BILL-2025000077,VEND-00109,V53284,2025-05-19,2025-06-18,PO-800428,226.79,226.79,0.0,paid,mlopez
BILL-2025000078,VEND-00066,V36622,2025-01-22,2025-03-08,PO-681251,656.76,630.79,25.97,open,kpatel
BILL-2025000079,VEND-00057,V60110,2025-01-01,2025-01-31,PO-199602,494.19,494.19,0.0,paid,mlopez
BILL-2025000080,VEND-00142,V71484,2025-03-06,2025-04-05,PO-723326,192.13,192.13,0.0,paid,kpatel
BILL-2025000081,VEND-00096,V87433,2025-01-21,2025-02-20,PO-570092,535.36,403.61,131.75,open,mlopez
BILL-2025000082,VEND-00066,V93410,2025-09-27,2025-11-11,PO-791971,288.22,288.22,0.0,paid,rwhite
BILL-2025000083,VEND-00077,V70206,2025-12-12,2026-02-10,PO-748663,399.94,399.94,0.0,paid,kpatel
BILL-2025000084,VEND-00068,V38559,2025-03-31,2025-05-15,PO-788214,8240.42,8240.42,0.0,paid,kpatel
BILL-2025000085,VEND-00073,V61253,2025-05-22,2025-06-21,PO-214777,169.08,169.08,0.0,paid,sjohnson
BILL-2025000086,VEND-00006,V82220,2025-11-24,2025-12-24,PO-612893,307.35,307.35,0.0,paid,mlopez
BILL-2025000087,VEND-00068,V87484,2025-04-05,2025-05-20,PO-134121,1169.74,1169.74,0.0,paid,sjohnson
BILL-2025000088,VEND-00037,V54806,2025-07-16,2025-08-30,PO-213175,1841.41,1841.41,0.0,paid,rwhite
BILL-2025000089,VEND-00146,V17946,2025-03-01,2025-03-31,,2854.8,2854.8,0.0,paid,kpatel
BILL-2025000090,VEND-00078,V26058,2025-11-22,2026-01-06,PO-623569,848.59,848.59,0.0,paid,kpatel
BILL-2025000091,VEND-00134,V94068,2025-07-11,2025-09-09,PO-480257,444.35,444.35,0.0,paid,kpatel
BILL-2025000092,VEND-00132,V32745,2025-11-23,2026-01-22,PO-891088,669.95,669.95,0.0,paid,sjohnson
BILL-2025000093,VEND-00126,V40830,2025-11-04,2026-01-03,PO-444409,553.12,553.12,0.0,paid,rwhite
BILL-2025000094,VEND-00053,V63813,2025-07-29,2025-09-12,,845.39,437.32,408.07,open,sjohnson
BILL-2025000095,VEND-00059,V13647,2025-02-14,2025-04-15,PO-148795,1351.29,89.11,1262.18,open,rwhite
BILL-2025000096,VEND-00040,V70164,2025-05-20,2025-07-19,PO-619219,495.61,319.37,176.24,open,mlopez
BILL-2025000097,VEND-00032,V62413,2025-06-09,2025-07-24,PO-924558,1598.45,1598.45,0.0,paid,kpatel
BILL-2025000098,VEND-00102,V49121,2025-07-26,2025-08-25,PO-338154,4620.59,4620.59,0.0,paid,mlopez
BILL-2025000099,VEND-00039,V61051,2025-05-22,2025-07-21,PO-403775,460.41,460.41,0.0,paid,rwhite
BILL-2025000100,VEND-00073,V22446,2025-07-23,2025-09-21,,562.97,562.97,0.0,paid,rwhite
BILL-2025000101,VEND-00109,V66691,2025-08-12,2025-09-26,PO-213939,1941.07,1941.07,0.0,paid,sjohnson
BILL-2025000102,VEND-00001,V72111,2025-04-30,2025-06-29,PO-809371,645.98,240.86,405.12,open,sjohnson
BILL-2025000103,VEND-00029,V95612,2025-01-23,2025-03-09,PO-890657,320.39,320.39,0.0,paid,kpatel
BILL-2025000104,VEND-00111,V37376,2025-11-14,2025-12-29,PO-214482,851.9,739.57,112.33,open,mlopez
BILL-2025000105,VEND-00094,V75444,2025-08-24,2025-09-23,PO-274862,1272.47,1272.47,0.0,paid,rwhite
BILL-2025000106,VEND-00140,V41263,2025-10-06,2025-11-05,PO-301261,448.65,448.65,0.0,paid,mlopez
BILL-2025000107,VEND-00081,V37397,2025-04-02,2025-05-02,PO-631764,2416.14,2416.14,0.0,paid,rwhite
BILL-2025000108,VEND-00135,V56260,2025-12-03,2026-01-17,,630.92,377.21,253.71,open,sjohnson
BILL-2025000109,VEND-00041,V11723,2025-10-11,2025-11-25,PO-233947,533.17,142.8,390.37,open,rwhite
BILL-2025000110,VEND-00052,V94563,2025-11-30,2025-12-30,PO-892239,628.22,628.22,0.0,paid,sjohnson
BILL-2025000111,VEND-00132,V60869,2025-09-05,2025-11-04,PO-646750,2108.76,2108.76,0.0,paid,sjohnson
BILL-2025000112,VEND-00140,V24361,2025-08-29,2025-10-28,PO-243633,792.48,529.18,263.3,open,rwhite
BILL-2025000113,VEND-00126,V44123,2025-09-01,2025-10-31,PO-906768,972.89,972.89,0.0,paid,rwhite
BILL-2025000114,VEND-00083,V20166,2025-12-07,2026-01-21,PO-700386,514.1,514.1,0.0,paid,kpatel
BILL-2025000115,VEND-00032,V42670,2025-11-25,2025-12-25,PO-238545,855.73,855.73,0.0,paid,rwhite
BILL-2025000116,VEND-00092,V58213,2025-08-04,2025-10-03,PO-608539,629.9,200.1,429.8,open,rwhite
BILL-2025000117,VEND-00139,V47039,2025-03-08,2025-05-07,PO-670849,379.73,379.73,0.0,paid,kpatel
BILL-2025000118,VEND-00002,V60320,2025-11-01,2025-12-31,PO-263985,6763.36,6763.36,0.0,paid,rwhite
BILL-2025000119,VEND-00092,V41644,2025-08-14,2025-10-13,PO-487240,2417.15,2417.15,0.0,paid,rwhite
BILL-2025000120,VEND-00122,V96969,2025-10-25,2025-11-24,PO-521102,1164.59,1164.59,0.0,paid,mlopez
BILL-2025000121,VEND-00020,V11406,2025-01-30,2025-03-31,PO-196162,653.8,653.8,0.0,paid,mlopez
BILL-2025000122,VEND-00091,V82043,2025-07-21,2025-09-04,PO-638336,1242.36,571.6,670.76,open,mlopez
BILL-2025000123,VEND-00064,V94493,2025-07-13,2025-08-27,PO-145243,2525.69,2525.69,0.0,paid,rwhite
BILL-2025000124,VEND-00066,V78654,2025-12-23,2026-02-21,PO-350796,3690.78,1614.78,2076.0,open,rwhite
BILL-2025000125,VEND-00032,V17348,2025-09-09,2025-10-24,PO-995954,189.97,189.97,0.0,paid,kpatel
BILL-2025000126,VEND-00044,V33717,2025-07-01,2025-08-30,,1090.54,1090.54,0.0,paid,rwhite
BILL-2025000127,VEND-00030,V82159,2025-03-22,2025-05-06,PO-565026,494.87,494.87,0.0,paid,sjohnson
BILL-2025000128,VEND-00022,V15786,2025-09-27,2025-10-27,PO-284692,681.85,376.2,305.65,open,sjohnson
BILL-2025000129,VEND-00020,V95919,2025-03-05,2025-05-04,PO-839318,716.02,716.02,0.0,paid,rwhite
BILL-2025000130,VEND-00079,V87134,2025-04-30,2025-06-14,PO-149361,8056.16,8056.16,0.0,paid,sjohnson
BILL-2025000131,VEND-00050,V12780,2025-11-02,2026-01-01,PO-961924,1046.27,1046.27,0.0,paid,kpatel
BILL-2025000132,VEND-00132,V85747,2025-06-30,2025-08-29,PO-157039,147.92,88.99,58.93,open,sjohnson
BILL-2025000133,VEND-00063,V18753,2025-04-21,2025-06-05,PO-871743,1356.59,994.22,362.37,open,rwhite
BILL-2025000134,VEND-00096,V20292,2025-10-22,2025-11-21,PO-393180,814.81,607.87,206.94,open,kpatel
BILL-2025000135,VEND-00082,V71230,2025-11-27,2026-01-26,PO-933484,3642.77,3642.77,0.0,paid,mlopez
BILL-2025000136,VEND-00117,V43438,2025-11-08,2025-12-23,PO-970856,98.51,29.15,69.36,open,sjohnson
BILL-2025000137,VEND-00101,V27004,2025-05-23,2025-07-07,PO-467621,959.66,959.66,0.0,paid,rwhite
BILL-2025000138,VEND-00025,V32879,2025-10-23,2025-12-22,PO-439598,252.83,19.2,233.63,open,sjohnson
BILL-2025000139,VEND-00141,V36866,2025-06-08,2025-08-07,PO-469517,472.07,472.07,0.0,paid,mlopez
BILL-2025000140,VEND-00070,V39519,2025-01-02,2025-02-01,,426.68,169.77,256.91,open,mlopez
BILL-2025000141,VEND-00019,V83235,2025-07-17,2025-08-16,,488.59,488.59,0.0,paid,sjohnson
BILL-2025000142,VEND-00079,V93914,2025-11-23,2025-12-23,PO-246266,431.43,250.66,180.77,open,sjohnson
BILL-2025000143,VEND-00121,V35867,2025-02-17,2025-04-03,PO-144153,1707.99,1011.45,696.54,open,sjohnson
BILL-2025000144,VEND-00095,V98246,2025-02-10,2025-03-27,PO-864016,726.56,726.56,0.0,paid,rwhite
BILL-2025000145,VEND-00114,V58342,2025-07-22,2025-09-20,PO-324636,1184.81,1184.81,0.0,paid,rwhite
BILL-2025000146,VEND-00094,V34441,2025-09-02,2025-10-02,,328.29,137.16,191.13,open,rwhite
BILL-2025000147,VEND-00098,V68069,2025-03-25,2025-04-24,,452.74,452.74,0.0,paid,sjohnson
BILL-2025000148,VEND-00067,V84054,2025-06-16,2025-07-16,,511.44,511.44,0.0,paid,kpatel
BILL-2025000149,VEND-00143,V71834,2025-04-07,2025-05-22,,1612.28,1612.28,0.0,paid,kpatel
BILL-2025000150,VEND-00116,V56667,2025-12-05,2026-02-03,PO-522227,464.56,189.1,275.46,open,rwhite
BILL-2025000151,VEND-00024,V68638,2025-03-24,2025-04-23,PO-740117,4560.31,4560.31,0.0,paid,mlopez
BILL-2025000152,VEND-00130,V53955,2025-11-07,2025-12-22,,814.26,241.1,573.16,open,sjohnson
BILL-2025000153,VEND-00102,V36713,2025-07-02,2025-08-01,,1401.38,1401.38,0.0,paid,mlopez
BILL-2025000154,VEND-00060,V90806,2025-06-29,2025-08-28,PO-546845,115.17,115.17,0.0,paid,mlopez
BILL-2025000155,VEND-00060,V29255,2025-01-20,2025-03-06,,771.76,771.76,0.0,paid,rwhite
BILL-2025000156,VEND-00142,V38161,2025-04-06,2025-05-21,PO-458634,5479.98,5479.98,0.0,paid,sjohnson
BILL-2025000157,VEND-00085,V10480,2025-02-09,2025-03-11,PO-403925,1362.75,1362.75,0.0,paid,sjohnson
BILL-2025000158,VEND-00093,V85172,2025-06-23,2025-08-07,PO-688293,2744.8,562.93,2181.87,open,sjohnson
BILL-2025000159,VEND-00012,V72518,2025-06-26,2025-08-25,PO-747615,1369.45,1369.45,0.0,paid,sjohnson
BILL-2025000160,VEND-00125,V89303,2025-03-07,2025-05-06,PO-406604,705.9,480.54,225.36,open,sjohnson
BILL-2025000161,VEND-00094,V84725,2025-03-09,2025-05-08,PO-593970,350.92,95.34,255.58,open,kpatel
BILL-2025000162,VEND-00031,V85006,2025-07-25,2025-09-08,PO-400638,541.37,541.37,0.0,paid,rwhite
BILL-2025000163,VEND-00006,V11270,2025-12-13,2026-01-12,PO-314397,3640.75,3640.75,0.0,paid,sjohnson
BILL-2025000164,VEND-00008,V58657,2025-07-19,2025-08-18,PO-323143,974.54,974.54,0.0,paid,rwhite
BILL-2025000165,VEND-00003,V29535,2025-07-29,2025-08-28,PO-446697,619.94,619.94,0.0,paid,mlopez
BILL-2025000166,VEND-00051,V72446,2025-08-14,2025-09-13,PO-400467,790.39,644.23,146.16,open,mlopez
BILL-2025000167,VEND-00146,V45235,2025-03-21,2025-04-20,PO-124032,1817.71,1817.71,0.0,paid,sjohnson
BILL-2025000168,VEND-00089,V37153,2025-01-13,2025-02-27,,316.79,316.79,0.0,paid,kpatel
BILL-2025000169,VEND-00016,V37100,2025-09-14,2025-10-14,PO-531023,558.68,191.22,367.46,open,kpatel
BILL-2025000170,VEND-00085,V82489,2025-09-08,2025-10-08,PO-376002,389.36,389.36,0.0,paid,kpatel
BILL-2025000171,VEND-00046,V69510,2025-04-09,2025-05-24,PO-917054,760.52,760.52,0.0,paid,kpatel
BILL-2025000172,VEND-00057,V76807,2025-01-11,2025-03-12,,575.46,575.46,0.0,paid,kpatel
BILL-2025000173,VEND-00057,V43225,2025-06-04,2025-07-19,PO-577700,307.0,307.0,0.0,paid,mlopez
BILL-2025000174,VEND-00026,V61215,2025-05-21,2025-06-20,PO-271004,73.69,73.69,0.0,paid,rwhite
BILL-2025000175,VEND-00088,V77630,2025-10-09,2025-12-08,PO-418498,631.43,631.43,0.0,paid,rwhite
BILL-2025000176,VEND-00022,V84148,2025-09-05,2025-10-20,PO-753408,282.92,167.04,115.88,open,kpatel
BILL-2025000177,VEND-00129,V25884,2025-12-25,2026-01-24,PO-917526,1987.07,1987.07,0.0,paid,mlopez
BILL-2025000178,VEND-00117,V63790,2025-09-14,2025-10-14,PO-551087,157.52,51.54,105.98,open,sjohnson
BILL-2025000179,VEND-00005,V40290,2025-12-20,2026-02-18,PO-438269,672.49,672.49,0.0,paid,mlopez
BILL-2025000180,VEND-00088,V95444,2025-08-25,2025-10-09,PO-639988,2368.25,2300.1,68.15,open,rwhite
BILL-2025000181,VEND-00119,V64427,2025-02-21,2025-04-07,PO-318362,3537.93,1361.38,2176.55,open,sjohnson
BILL-2025000182,VEND-00005,V24894,2025-03-29,2025-05-13,PO-978007,206.29,206.29,0.0,paid,kpatel
BILL-2025000183,VEND-00091,V67162,2025-01-04,2025-02-18,PO-621062,1581.02,1581.02,0.0,paid,rwhite
BILL-2025000184,VEND-00013,V24339,2025-09-29,2025-11-13,PO-338563,350.86,203.78,147.08,open,mlopez
BILL-2025000185,VEND-00033,V15086,2025-10-03,2025-11-02,PO-947757,431.72,431.72,0.0,paid,sjohnson
BILL-2025000186,VEND-00045,V14114,2025-10-06,2025-12-05,PO-305093,345.41,132.82,212.59,open,rwhite
BILL-2025000187,VEND-00127,V96657,2025-03-15,2025-05-14,PO-469148,1532.03,1532.03,0.0,paid,sjohnson
BILL-2025000188,VEND-00110,V88629,2025-04-05,2025-06-04,PO-693265,1385.75,629.0,756.75,open,sjohnson
BILL-2025000189,VEND-00112,V15144,2025-04-11,2025-05-11,,1065.24,748.33,316.91,open,sjohnson
BILL-2025000190,VEND-00143,V58155,2025-04-02,2025-05-02,PO-111027,2499.08,2499.08,0.0,paid,kpatel
BILL-2025000191,VEND-00002,V83665,2025-07-20,2025-09-18,PO-607001,185.25,150.96,34.29,open,sjohnson
BILL-2025000192,VEND-00047,V10714,2025-11-03,2025-12-03,PO-388864,388.39,10.0,378.39,open,rwhite
BILL-2025000193,VEND-00111,V37235,2025-08-12,2025-10-11,PO-218317,319.62,53.55,266.07,open,mlopez
BILL-2025000194,VEND-00085,V73083,2025-10-22,2025-12-06,PO-931255,989.96,989.96,0.0,paid,rwhite
BILL-2025000195,VEND-00023,V41654,2025-01-04,2025-02-18,PO-487082,162.59,162.59,0.0,paid,mlopez
BILL-2025000196,VEND-00141,V27855,2025-02-14,2025-03-31,PO-186681,113.8,113.8,0.0,paid,kpatel
BILL-2025000197,VEND-00046,V61891,2025-11-08,2026-01-07,PO-507527,471.76,471.76,0.0,paid,mlopez
BILL-2025000198,VEND-00094,V72641,2025-06-13,2025-07-28,,676.42,676.42,0.0,paid,kpatel
BILL-2025000199,VEND-00148,V70941,2025-10-30,2025-12-29,PO-804696,1315.57,1315.57,0.0,paid,mlopez
BILL-2025000200,VEND-00079,V18642,2025-04-23,2025-06-22,PO-742839,325.49,325.49,0.0,paid,mlopez
BILL-2025000201,VEND-00094,V79869,2025-04-24,2025-06-08,PO-819793,1272.75,1272.75,0.0,paid,sjohnson
BILL-2025000202,VEND-00011,V91490,2025-08-27,2025-09-26,PO-703721,2703.5,2703.5,0.0,paid,mlopez
BILL-2025000203,VEND-00022,V84560,2025-01-14,2025-02-13,PO-260688,583.56,583.56,0.0,paid,rwhite
BILL-2025000204,VEND-00008,V22329,2025-02-17,2025-04-03,PO-351556,617.99,617.99,0.0,paid,sjohnson
BILL-2025000205,VEND-00133,V57329,2025-11-13,2025-12-13,,3230.06,3230.06,0.0,paid,kpatel
BILL-2025000206,VEND-00071,V45177,2025-12-24,2026-02-07,,1160.12,1160.12,0.0,paid,sjohnson
BILL-2025000207,VEND-00051,V25642,2025-06-14,2025-07-29,PO-768407,495.66,495.66,0.0,paid,rwhite
BILL-2025000208,VEND-00041,V95095,2025-08-16,2025-09-15,PO-283818,1925.61,1925.61,0.0,paid,sjohnson
BILL-2025000209,VEND-00056,V35678,2025-06-27,2025-08-26,PO-793551,1077.0,207.4,869.6,open,mlopez
BILL-2025000210,VEND-00111,V31894,2025-07-21,2025-09-04,PO-342309,1812.46,1812.46,0.0,paid,kpatel
BILL-2025000211,VEND-00061,V74306,2025-04-25,2025-05-25,PO-722258,1662.03,1662.03,0.0,paid,mlopez
BILL-2025000212,VEND-00040,V74492,2025-09-25,2025-10-25,PO-430149,2489.89,2489.89,0.0,paid,mlopez
BILL-2025000213,VEND-00131,V14193,2025-05-06,2025-06-20,PO-965060,1208.82,488.05,720.77,open,rwhite
BILL-2025000214,VEND-00039,V25656,2025-11-13,2025-12-13,PO-905765,745.01,65.64,679.37,open,sjohnson
BILL-2025000215,VEND-00054,V94909,2025-04-02,2025-06-01,PO-343780,2673.84,2673.84,0.0,paid,rwhite
BILL-2025000216,VEND-00132,V95663,2025-04-17,2025-06-01,PO-660535,723.05,63.14,659.91,open,mlopez
BILL-2025000217,VEND-00138,V93265,2025-01-03,2025-02-17,PO-692717,908.59,908.59,0.0,paid,kpatel
BILL-2025000218,VEND-00057,V61059,2025-04-29,2025-05-29,PO-328108,951.27,951.27,0.0,paid,kpatel
BILL-2025000219,VEND-00010,V77858,2025-07-02,2025-08-31,PO-101412,528.3,528.3,0.0,paid,mlopez
BILL-2025000220,VEND-00118,V62900,2025-12-12,2026-02-10,PO-191686,1115.16,1115.16,0.0,paid,mlopez
BILL-2025000221,VEND-00029,V35823,2025-05-01,2025-05-31,PO-134740,791.5,791.5,0.0,paid,sjohnson
BILL-2025000222,VEND-00130,V37745,2025-04-11,2025-05-26,PO-616753,969.82,969.82,0.0,paid,sjohnson
BILL-2025000223,VEND-00109,V17318,2025-10-03,2025-11-02,PO-730958,441.66,247.47,194.19,open,rwhite
BILL-2025000224,VEND-00106,V24828,2025-01-26,2025-02-25,PO-286036,3878.14,3878.14,0.0,paid,kpatel
BILL-2025000225,VEND-00135,V99074,2025-06-08,2025-07-23,PO-335756,498.06,86.57,411.49,open,sjohnson
BILL-2025000226,VEND-00067,V73817,2025-09-12,2025-10-12,PO-533542,230.96,230.96,0.0,paid,mlopez
BILL-2025000227,VEND-00080,V82507,2025-12-06,2026-02-04,PO-287805,527.8,527.8,0.0,paid,kpatel
BILL-2025000228,VEND-00073,V48800,2025-11-20,2025-12-20,,447.85,447.85,0.0,paid,sjohnson
BILL-2025000229,VEND-00011,V16507,2025-11-30,2026-01-29,,442.25,442.25,0.0,paid,sjohnson
BILL-2025000230,VEND-00001,V36629,2025-12-08,2026-01-22,PO-624117,1961.5,1574.49,387.01,open,mlopez
BILL-2025000231,VEND-00047,V67068,2025-10-31,2025-11-30,PO-679272,1384.99,982.14,402.85,open,sjohnson
