sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000120,RawMaterial item 120,RawMaterial,19.66,300,52,2025-11-08
SKU-000121,Subassembly item 121,FinishedGood,16.81,230,68,2025-12-13
SKU-000122,Packaging item 122,Subassembly,21.25,361,16,2025-07-30
SKU-000123,FinishedGood item 123,RawMaterial,9.48,212,17,2025-06-09
SKU-000124,RawMaterial item 124,FinishedGood,48.36,217,99,2025-01-07
SKU-000125,Subassembly item 125,RawMaterial,19.11,220,61,2025-09-25
SKU-000126,FinishedGood item 126,Subassembly,11.18,323,51,2025-01-04
SKU-000127,FinishedGood item 127,Packaging,41.28,328,34,2025-01-07
SKU-000128,FinishedGood item 128,Packaging,21.8,62,34,2025-07-09
SKU-000129,RawMaterial item 129,FinishedGood,7.61,36,16,2025-08-18
SKU-000130,Subassembly item 130,Subassembly,26.42,341,85,2025-02-24
SKU-000131,Subassembly item 131,RawMaterial,36.64,489,78,2025-11-26
SKU-000132,Subassembly item 132,RawMaterial,8.0,429,57,2025-09-27
SKU-000133,Packaging item 133,FinishedGood,15.66,382,40,2025-12-19
SKU-000134,Subassembly item 134,Packaging,111.94,206,52,2025-04-17
SKU-000135,Subassembly item 135,Packaging,9.91,257,57,2025-02-03
SKU-000136,RawMaterial item 136,FinishedGood,17.16,440,73,2025-04-16
SKU-000137,FinishedGood item 137,FinishedGood,16.13,189,21,2025-10-21
SKU-000138,FinishedGood item 138,RawMaterial,17.31,202,70,2025-07-27
SKU-000139,Subassembly item 139,FinishedGood,6.36,235,44,2025-04-29
SKU-000140,Packaging item 140,Packaging,26.87,13,38,2025-12-19
SKU-000141,FinishedGood item 141,Subassembly,80.27,426,11,2025-09-09
SKU-000142,RawMaterial item 142,Packaging,70.58,60,93,2025-07-22
SKU-000143,Packaging item 143,RawMaterial,10.07,94,13,2025-10-15
SKU-000144,FinishedGood item 144,Subassembly,72.89,314,12,2025-08-14
SKU-000145,RawMaterial item 145,Packaging,14.02,478,30,2025-03-09
SKU-000146,Packaging item 146,RawMaterial,8.29,86,25,2025-09-25
SKU-000147,FinishedGood item 147,Packaging,63.51,469,64,2025-08-11
SKU-000148,FinishedGood item 148,Packaging,31.25,468,20,2025-07-23
SKU-000149,RawMaterial item 149,Packaging,21.15,419,11,2025-10-21
SKU-000150,FinishedGood item 150,Subassembly,19.51,120,50,2025-07-20
SKU-000151,Packaging item 151,RawMaterial,17.15,57,31,2025-02-13
SKU-000152,Subassembly item 152,Packaging,20.32,322,73,2025-05-25
SKU-000153,Subassembly item 153,Subassembly,18.16,103,64,2025-08-04
SKU-000154,RawMaterial item 154,RawMaterial,89.19,406,10,2025-04-22
SKU-000155,Packaging item 155,Subassembly,33.3,387,21,2025-08-15
SKU-000156,FinishedGood item 156,RawMaterial,30.46,188,13,2025-02-08
SKU-000157,Subassembly item 157,FinishedGood,93.68,134,90,2025-01-24
SKU-000158,RawMaterial item 158,Subassembly,89.88,352,77,2025-08-25
SKU-000159,Subassembly item 159,Subassembly,22.01,393,34,2025-11-09
SKU-000160,Subassembly item 160,Packaging,12.1,467,32,2025-10-26
SKU-000161,RawMaterial item 161,FinishedGood,60.86,30,75,2025-03-20
SKU-000162,Packaging item 162,FinishedGood,13.36,295,26,2025-10-07
SKU-000163,FinishedGood item 163,Subassembly,28.63,155,55,2025-09-11
SKU-000164,FinishedGood item 164,Subassembly,13.27,238,63,2025-04-09
SKU-000165,RawMaterial item 165,RawMaterial,23.89,27,94,2025-05-17
SKU-000166,Subassembly item 166,Subassembly,111.69,195,77,2025-08-17
SKU-000167,Packaging item 167,FinishedGood,20.58,396,37,2025-04-02
SKU-000168,Subassembly item 168,FinishedGood,20.98,353,99,2025-08-06
SKU-000169,Packaging item 169,RawMaterial,41.23,111,54,2025-05-28
SKU-000170,FinishedGood item 170,RawMaterial,138.94,388,43,2025-03-20
SKU-000171,Packaging item 171,Subassembly,58.33,447,18,2025-03-05
SKU-000172,RawMaterial item 172,RawMaterial,26.49,352,95,2025-08-18
SKU-000173,FinishedGood item 173,Packaging,71.73,264,46,2025-10-26
SKU-000174,RawMaterial item 174,Packaging,16.0,402,17,2025-05-21
SKU-000175,Packaging item 175,Subassembly,43.25,294,59,2025-12-09
SKU-000176,Packaging item 176,Packaging,5.79,268,86,2025-01-14
SKU-000177,RawMaterial item 177,RawMaterial,28.56,111,42,2025-08-28
SKU-000178,FinishedGood item 178,Subassembly,153.48,376,81,2025-12-16
SKU-000179,Packaging item 179,RawMaterial,42.36,57,75,2025-06-30
SKU-000180,Subassembly item 180,Subassembly,32.02,367,87,2025-01-02
SKU-000181,RawMaterial item 181,RawMaterial,18.36,88,26,2025-01-21
SKU-000182,Subassembly item 182,FinishedGood,16.4,263,14,2025-01-25
SKU-000183,Subassembly item 183,FinishedGood,26.91,173,63,2025-05-12
SKU-000184,RawMaterial item 184,Packaging,17.26,314,80,2025-11-29
SKU-000185,RawMaterial item 185,Subassembly,37.76,377,16,2025-09-22
SKU-000186,RawMaterial item 186,Subassembly,9.71,497,99,2025-05-13
SKU-000187,FinishedGood item 187,RawMaterial,38.25,257,92,2025-08-25
SKU-000188,Subassembly item 188,RawMaterial,33.42,233,34,2025-05-28
SKU-000189,Packaging item 189,Packaging,27.82,258,22,2025-02-07
SKU-000190,Subassembly item 190,Packaging,9.56,249,61,2025-08-11
SKU-000191,RawMaterial item 191,Packaging,19.26,335,12,2025-05-17
SKU-000192,Packaging item 192,Subassembly,29.69,298,49,2025-04-03
SKU-000193,Packaging item 193,Packaging,5.0,468,22,2025-08-05
SKU-000194,Packaging item 194,Packaging,29.35,376,18,2025-02-24
SKU-000195,Subassembly item 195,FinishedGood,28.2,323,82,2025-07-21
SKU-000196,RawMaterial item 196,RawMaterial,12.88,208,17,2025-12-24
SKU-000197,FinishedGood item 197,Subassembly,24.09,420,32,2025-07-21
SKU-000198,Packaging item 198,Packaging,16.13,468,64,2025-02-24
SKU-000199,Subassembly item 199,FinishedGood,57.4,354,16,2025-09-22
SKU-000200,FinishedGood item 200,FinishedGood,35.58,482,81,2025-05-26
SKU-000201,RawMaterial item 201,RawMaterial,25.65,44,97,2025-04-27
SKU-000202,Packaging item 202,RawMaterial,45.32,96,56,2025-07-24
SKU-000203,Subassembly item 203,Packaging,41.47,77,58,2025-09-28
SKU-000204,Subassembly item 204,RawMaterial,20.13,69,83,2025-07-14
SKU-000205,Packaging item 205,Packaging,11.13,130,89,2025-06-30
SKU-000206,Packaging item 206,FinishedGood,20.77,177,51,2025-06-01
SKU-000207,FinishedGood item 207,Subassembly,59.59,428,46,2025-12-11
SKU-000208,Packaging item 208,Packaging,19.61,173,17,2025-06-05
SKU-000209,Packaging item 209,FinishedGood,11.36,230,61,2025-01-16
SKU-000210,Packaging item 210,FinishedGood,38.28,204,87,2025-12-21
SKU-000211,Subassembly item 211,Packaging,22.58,391,28,2025-05-26
SKU-000212,FinishedGood item 212,Subassembly,45.76,73,16,2025-09-22
SKU-000213,Packaging item 213,RawMaterial,24.07,477,70,2025-04-17
SKU-000214,RawMaterial item 214,Subassembly,8.88,41,45,2025-04-25
SKU-000215,Subassembly item 215,RawMaterial,6.64,257,94,2025-05-08
SKU-000216,Subassembly item 216,FinishedGood,17.8,396,13,2025-02-10
SKU-000217,Subassembly item 217,Subassembly,11.07,277,41,2025-01-31
SKU-000218,Packaging item 218,Subassembly,17.51,225,51,2025-10-01
SKU-000219,FinishedGood item 219,FinishedGood,27.24,106,63,2025-01-01
SKU-000220,Subassembly item 220,Packaging,11.56,13,39,2025-12-14
SKU-000221,RawMaterial item 221,Packaging,26.21,161,86,2025-04-21
SKU-000222,RawMaterial item 222,FinishedGood,47.37,416,46,2025-12-02
SKU-000223,Subassembly item 223,Subassembly,23.43,137,47,2025-07-12
SKU-000224,Subassembly item 224,RawMaterial,9.44,301,14,2025-06-19
SKU-000225,Subassembly item 225,RawMaterial,52.62,152,83,2025-04-11
SKU-000226,Packaging item 226,FinishedGood,40.61,273,14,2025-06-26
SKU-000227,RawMaterial item 227,Packaging,46.94,406,39,2025-11-09
SKU-000228,RawMaterial item 228,Subassembly,27.91,406,55,2025-08-19
SKU-000229,Subassembly item 229,Subassembly,10.95,379,39,2025-12-15
SKU-000230,FinishedGood item 230,RawMaterial,15.09,238,34,2025-01-02
SKU-000231,Subassembly item 231,Packaging,22.69,236,47,2025-08-08
SKU-000232,RawMaterial item 232,Packaging,11.59,225,22,2025-03-29
SKU-000233,Packaging item 233,Packaging,36.01,81,33,2025-07-03
SKU-000234,RawMaterial item 234,RawMaterial,7.14,151,44,2025-05-11
SKU-000235,RawMaterial item 235,Subassembly,16.44,37,51,2025-08-19
SKU-000236,Subassembly item 236,Packaging,9.91,465,94,2025-08-14
SKU-000237,Subassembly item 237,Packaging,20.32,82,80,2025-09-05
SKU-000238,FinishedGood item 238,Subassembly,10.26,153,85,2025-07-20
SKU-000239,Packaging item 239,Subassembly,51.86,227,80,2025-05-18
SKU-000240,FinishedGood item 240,FinishedGood,30.91,461,44,2025-09-28
SKU-000241,RawMaterial item 241,Packaging,10.54,220,94,2025-05-03
SKU-000242,Packaging item 242,Subassembly,39.26,234,82,2025-02-17
SKU-000243,Subassembly item 243,RawMaterial,9.12,433,56,2025-01-09
SKU-000244,FinishedGood item 244,FinishedGood,14.13,380,41,2025-04-11
SKU-000245,RawMaterial item 245,FinishedGood,37.49,238,64,2025-03-31
SKU-000246,Subassembly item 246,Subassembly,20.87,269,70,2025-05-01
SKU-000247,FinishedGood item 247,RawMaterial,27.4,57,76,2025-04-07
SKU-000248,FinishedGood item 248,Subassembly,7.53,81,94,2025-06-04
SKU-000249,Subassembly item 249,Subassembly,21.67,109,15,2025-03-08
SKU-000250,Subassembly item 250,RawMaterial,18.33,421,37,2025-09-20
SKU-000251,Subassembly item 251,Subassembly,4.75,450,58,2025-04-23
SKU-000252,FinishedGood item 252,FinishedGood,10.76,329,80,2025-10-01
SKU-000253,Subassembly item 253,RawMaterial,6.94,66,54,2025-04-10
SKU-000254,FinishedGood item 254,Packaging,61.62,219,90,2025-11-13
SKU-000255,Packaging item 255,Packaging,29.41,364,39,2025-07-16
SKU-000256,Subassembly item 256,RawMaterial,16.53,11,23,2025-11-07
SKU-000257,Packaging item 257,RawMaterial,16.19,73,57,2025-01-19
SKU-000258,Packaging item 258,Subassembly,4.15,128,94,2025-05-02
SKU-000259,Packaging item 259,Packaging,9.96,462,14,2025-05-30
SKU-000260,RawMaterial item 260,Packaging,48.13,44,75,2025-10-12
SKU-000261,RawMaterial item 261,RawMaterial,46.75,42,14,2025-12-07
SKU-000262,Subassembly item 262,Subassembly,10.03,75,57,2025-11-21
SKU-000263,FinishedGood item 263,RawMaterial,25.75,265,46,2025-09-24
SKU-000264,Subassembly item 264,Packaging,7.14,466,77,2025-11-09
SKU-000265,Packaging item 265,Subassembly,9.18,44,16,2025-08-09
SKU-000266,RawMaterial item 266,FinishedGood,40.83,223,99,2025-02-04
SKU-000267,Subassembly item 267,Packaging,7.13,306,26,2025-03-11
SKU-000268,Subassembly item 268,Packaging,9.74,227,41,2025-09-10
SKU-000269,Packaging item 269,Subassembly,5.82,55,36,2025-09-14
SKU-000270,RawMaterial item 270,FinishedGood,20.62,428,59,2025-10-17
SKU-000271,Packaging item 271,RawMaterial,26.78,340,92,2025-07-16
SKU-000272,Packaging item 272,Packaging,45.23,37,67,2025-11-07
SKU-000273,RawMaterial item 273,Subassembly,19.65,91,17,2025-12-28
SKU-000274,Subassembly item 274,Packaging,13.0,131,40,2025-01-10
SKU-000275,RawMaterial item 275,Packaging,9.22,204,64,2025-09-20
SKU-000276,Subassembly item 276,FinishedGood,8.5,406,70,2025-05-22
SKU-000277,Packaging item 277,Packaging,7.12,284,92,2025-01-24
SKU-000278,FinishedGood item 278,Packaging,6.28,5,23,2025-08-26
SKU-000279,FinishedGood item 279,Subassembly,31.06,219,51,2025-04-10
SKU-000280,RawMaterial item 280,Subassembly,18.24,88,14,2025-08-06
SKU-000281,Packaging item 281,FinishedGood,115.72,234,70,2025-12-09
SKU-000282,RawMaterial item 282,FinishedGood,63.62,253,91,2025-02-07
SKU-000283,FinishedGood item 283,RawMaterial,19.18,217,23,2025-02-23
SKU-000284,Subassembly item 284,RawMaterial,18.55,52,48,2025-05-23
SKU-000285,Packaging item 285,Packaging,34.85,302,63,2025-01-22
SKU-000286,FinishedGood item 286,RawMaterial,58.9,452,38,2025-10-06
SKU-000287,FinishedGood item 287,Packaging,92.25,24,61,2025-09-23
SKU-000288,FinishedGood item 288,Subassembly,69.37,157,30,2025-07-22
SKU-000289,Subassembly item 289,Subassembly,27.96,54,42,2025-09-19
SKU-000290,FinishedGood item 290,Subassembly,10.17,294,82,2025-05-13
SKU-000291,Subassembly item 291,RawMaterial,32.64,75,34,2025-02-19
SKU-000292,FinishedGood item 292,RawMaterial,56.45,28,28,2025-09-17
SKU-000293,FinishedGood item 293,Subassembly,5.32,363,92,2025-12-26
SKU-000294,Packaging item 294,Subassembly,22.75,433,50,2025-02-04
SKU-000295,FinishedGood item 295,RawMaterial,43.57,8,85,2025-03-30
SKU-000296,RawMaterial item 296,FinishedGood,11.11,200,10,2025-05-05
SKU-000297,RawMaterial item 297,Subassembly,34.8,137,67,2025-07-21
SKU-000298,Subassembly item 298,Packaging,47.9,253,49,2025-03-16
SKU-000299,Packaging item 299,Subassembly,15.44,142,16,2025-12-14
SKU-000300,Packaging item 300,FinishedGood,13.53,186,76,2025-08-23
SKU-000301,Subassembly item 301,Packaging,31.69,465,68,2025-12-28
SKU-000302,FinishedGood item 302,Packaging,10.35,4,16,2025-03-10
SKU-000303,FinishedGood item 303,Subassembly,31.15,85,80,2025-04-26
SKU-000304,Packaging item 304,FinishedGood,13.7,408,97,2025-05-18
SKU-000305,RawMaterial item 305,RawMaterial,32.82,251,85,2025-03-02
SKU-000306,RawMaterial item 306,Subassembly,19.66,171,56,2025-09-12
SKU-000307,Subassembly item 307,Subassembly,44.58,140,93,2025-02-24
SKU-000308,RawMaterial item 308,FinishedGood,18.94,224,42,2025-10-14
SKU-000309,Packaging item 309,RawMaterial,14.15,252,65,2025-08-20
SKU-000310,Subassembly item 310,RawMaterial,22.4,486,93,2025-12-02
SKU-000311,Subassembly item 311,Subassembly,16.87,388,57,2025-09-02
SKU-000312,FinishedGood item 312,Subassembly,11.44,197,60,2025-01-15
SKU-000313,Packaging item 313,Subassembly,6.43,158,80,2025-05-03
SKU-000314,Subassembly item 314,Packaging,63.08,36,36,2025-09-24
SKU-000315,Subassembly item 315,RawMaterial,24.88,72,66,2025-11-21
SKU-000316,FinishedGood item 316,RawMaterial,10.81,74,99,2025-02-15
SKU-000317,Subassembly item 317,Subassembly,14.13,179,29,2025-04-05
SKU-000318,Subassembly item 318,Packaging,17.65,281,12,2025-07-08
SKU-000319,Subassembly item 319,RawMaterial,99.44,414,20,2025-07-13
SKU-000320,RawMaterial item 320,FinishedGood,13.82,54,44,2025-06-05
SKU-000321,RawMaterial item 321,Subassembly,13.31,302,38,2025-04-29
SKU-000322,FinishedGood item 322,RawMaterial,22.42,37,76,2025-05-21
SKU-000323,FinishedGood item 323,FinishedGood,105.44,386,56,2025-03-29
SKU-000324,Subassembly item 324,Packaging,14.47,25,75,2025-03-19
SKU-000325,Packaging item 325,FinishedGood,7.5,8,89,2025-01-25
SKU-000326,Subassembly item 326,Subassembly,9.32,405,32,2025-09-07
SKU-000327,Subassembly item 327,RawMaterial,14.25,322,41,2025-02-14
SKU-000328,RawMaterial item 328,RawMaterial,4.51,231,10,2025-04-06
SKU-000329,FinishedGood item 329,FinishedGood,14.42,345,19,2025-08-18
SKU-000330,Subassembly item 330,RawMaterial,27.98,208,19,2025-09-30
SKU-000331,FinishedGood item 331,RawMaterial,22.71,98,16,2025-08-07
SKU-000332,RawMaterial item 332,Packaging,21.97,85,91,2025-07-14
SKU-000333,Packaging item 333,Subassembly,29.2,453,53,2025-10-01
SKU-000334,Subassembly item 334,RawMaterial,26.42,100,16,2025-12-14
SKU-000335,Packaging item 335,Subassembly,6.19,151,25,2025-11-24
SKU-000336,RawMaterial item 336,Subassembly,65.51,436,16,2025-11-17
SKU-000337,RawMaterial item 337,Packaging,14.58,128,32,2025-11-15
SKU-000338,RawMaterial item 338,RawMaterial,17.32,123,61,2025-04-05
SKU-000339,FinishedGood item 339,RawMaterial,40.98,385,99,2025-11-04
SKU-000340,Subassembly item 340,Packaging,4.62,245,96,2025-03-24
SKU-000341,RawMaterial item 341,FinishedGood,28.62,271,28,2025-05-09
SKU-000342,FinishedGood item 342,FinishedGood,84.42,330,39,2025-07-05
SKU-000343,Subassembly item 343,FinishedGood,26.81,168,47,2025-10-28
SKU-000344,Packaging item 344,Subassembly,10.5,363,97,2025-07-08
SKU-000345,FinishedGood item 345,Packaging,18.59,175,65,2025-04-08
SKU-000346,Subassembly item 346,FinishedGood,1.83,91,60,2025-10-15
SKU-000347,Packaging item 347,Subassembly,7.65,86,71,2025-12-21
SKU-000348,FinishedGood item 348,FinishedGood,17.17,465,28,2025-12-24
SKU-000349,Subassembly item 349,Subassembly,31.92,146,97,2025-10-27
SKU-000350,Packaging item 350,Packaging,5.29,9,81,2025-01-09
SKU-000351,Packaging item 351,RawMaterial,28.2,52,34,2025-08-09
SKU-000352,Packaging item 352,Packaging,33.99,79,83,2025-10-24
SKU-000353,FinishedGood item 353,Packaging,48.27,430,23,2025-04-22
SKU-000354,FinishedGood item 354,RawMaterial,14.1,265,26,2025-11-19
SKU-000355,FinishedGood item 355,RawMaterial,30.9,430,99,2025-03-20
SKU-000356,Subassembly item 356,Subassembly,21.36,260,21,2025-10-20
SKU-000357,Subassembly item 357,Subassembly,46.61,298,11,2025-05-15
SKU-000358,RawMaterial item 358,RawMaterial,35.5,240,71,2025-10-02
SKU-000359,Subassembly item 359,Packaging,4.87,194,29,2025-03-25
SKU-000360,FinishedGood item 360,Subassembly,21.52,249,60,2025-02-26
SKU-000361,FinishedGood item 361,Packaging,35.41,152,19,2025-10-16
SKU-000362,RawMaterial item 362,Packaging,14.07,472,83,2025-04-21
SKU-000363,FinishedGood item 363,Packaging,10.75,486,11,2025-05-27
SKU-000364,RawMaterial item 364,RawMaterial,11.09,173,73,2025-06-05
SKU-000365,RawMaterial item 365,FinishedGood,12.97,61,45,2025-09-10
SKU-000366,Subassembly item 366,RawMaterial,40.28,265,39,2025-04-26
SKU-000367,Subassembly item 367,Packaging,27.28,307,23,2025-07-30
SKU-000368,FinishedGood item 368,Subassembly,24.13,333,16,2025-06-07
SKU-000369,RawMaterial item 369,Packaging,54.19,267,40,2025-08-05
SKU-000370,Packaging item 370,Subassembly,16.78,486,92,2025-03-29
SKU-000371,RawMaterial item 371,Packaging,57.14,69,99,2025-08-07
SKU-000372,RawMaterial item 372,RawMaterial,62.06,200,83,2025-03-20
