sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000077,Pharma item 77,Supply,11.03,214,95,2025-02-06
SKU-000078,PPE item 78,PPE,23.81,183,97,2025-05-11
SKU-000079,Supply item 79,Pharma,23.85,8,13,2025-12-22
SKU-000080,Pharma item 80,Pharma,39.94,497,81,2025-10-04
SKU-000081,Supply item 81,PPE,9.54,476,68,2025-02-25
SKU-000082,Supply item 82,Supply,31.0,6,57,2025-04-09
SKU-000083,PPE item 83,Pharma,6.88,86,17,2025-03-29
SKU-000084,Supply item 84,Supply,3.54,327,52,2025-03-01
SKU-000085,Pharma item 85,Device,26.34,216,56,2025-11-11
SKU-000086,Device item 86,Pharma,11.77,48,88,2025-05-08
SKU-000087,PPE item 87,Device,49.93,119,51,2025-10-19
SKU-000088,Pharma item 88,Supply,17.97,148,50,2025-08-01
SKU-000089,Device item 89,Pharma,9.58,171,55,2025-04-14
SKU-000090,Pharma item 90,Supply,45.68,44,58,2025-04-25
SKU-000091,Pharma item 91,Device,219.28,124,25,2025-03-04
SKU-000092,PPE item 92,Supply,42.81,69,30,2025-03-27
SKU-000093,Supply item 93,PPE,25.18,92,69,2025-11-21
SKU-000094,Supply item 94,Device,18.39,499,87,2025-04-16
SKU-000095,Supply item 95,Supply,51.51,378,48,2025-01-25
SKU-000096,Supply item 96,Device,5.03,172,72,2025-11-18
SKU-000097,Supply item 97,Supply,4.77,67,43,2025-07-27
SKU-000098,Supply item 98,Supply,12.39,300,63,2025-07-21
SKU-000099,PPE item 99,PPE,12.64,425,44,2025-11-12
SKU-000100,Device item 100,PPE,9.95,73,13,2025-12-28
SKU-000101,Supply item 101,Device,13.93,392,28,2025-06-24
SKU-000102,Supply item 102,Device,32.64,77,92,2025-03-24
SKU-000103,Device item 103,Supply,24.72,441,21,2025-04-09
SKU-000104,Device item 104,PPE,1.94,142,11,2025-10-27
SKU-000105,Device item 105,Pharma,40.52,312,74,2025-11-30
SKU-000106,Pharma item 106,Pharma,39.36,127,54,2025-03-08
SKU-000107,Device item 107,Supply,25.28,471,46,2025-06-08
SKU-000108,Pharma item 108,Device,21.54,29,32,2025-07-02
SKU-000109,PPE item 109,Supply,109.86,96,13,2025-11-14
SKU-000110,Device item 110,Supply,57.18,108,27,2025-04-05
SKU-000111,Device item 111,Supply,30.66,488,19,2025-08-25
SKU-000112,Pharma item 112,Supply,31.03,461,90,2025-11-05
SKU-000113,Supply item 113,PPE,14.23,98,54,2025-03-03
SKU-000114,Device item 114,Supply,10.79,300,53,2025-08-28
SKU-000115,Supply item 115,Pharma,13.88,314,16,2025-03-07
SKU-000116,Supply item 116,Device,28.2,36,42,2025-11-24
SKU-000117,PPE item 117,Supply,28.87,194,90,2025-03-19
SKU-000118,Pharma item 118,Supply,27.59,297,13,2025-08-18
SKU-000119,Device item 119,PPE,4.83,329,43,2025-05-23
SKU-000120,Supply item 120,PPE,53.81,49,60,2025-09-25
SKU-000121,Pharma item 121,PPE,68.75,212,14,2025-05-24
SKU-000122,PPE item 122,Device,36.93,406,62,2025-01-07
SKU-000123,PPE item 123,Pharma,24.09,191,14,2025-08-10
SKU-000124,Supply item 124,Pharma,6.59,464,29,2025-10-07
SKU-000125,Device item 125,Supply,41.52,438,85,2025-01-27
SKU-000126,Pharma item 126,Supply,40.43,103,41,2025-05-24
SKU-000127,Device item 127,Device,22.1,120,95,2025-10-04
SKU-000128,Supply item 128,PPE,17.85,433,35,2025-02-24
SKU-000129,Device item 129,Device,45.6,360,81,2025-12-03
SKU-000130,PPE item 130,PPE,42.51,270,88,2025-03-02
SKU-000131,PPE item 131,Device,4.58,168,93,2025-10-14
SKU-000132,PPE item 132,PPE,25.28,41,64,2025-09-01
SKU-000133,Supply item 133,Device,27.55,344,93,2025-09-02
SKU-000134,PPE item 134,Pharma,27.48,452,21,2025-08-07
SKU-000135,Pharma item 135,Device,36.23,155,43,2025-08-09
SKU-000136,Pharma item 136,PPE,3.96,360,80,2025-11-14
SKU-000137,Supply item 137,Pharma,11.34,367,58,2025-08-18
SKU-000138,Supply item 138,Device,21.53,369,57,2025-04-16
SKU-000139,Supply item 139,PPE,65.46,422,76,2025-06-25
SKU-000140,Pharma item 140,Device,21.33,318,43,2025-08-26
SKU-000141,Pharma item 141,Supply,25.33,379,92,2025-02-14
SKU-000142,Device item 142,Pharma,18.04,362,67,2025-08-02
SKU-000143,Device item 143,Pharma,52.68,141,45,2025-05-08
SKU-000144,PPE item 144,Supply,16.63,342,62,2025-05-19
SKU-000145,PPE item 145,Pharma,12.0,182,52,2025-09-01
SKU-000146,PPE item 146,Pharma,17.08,342,24,2025-02-16
SKU-000147,PPE item 147,Device,43.96,285,26,2025-04-08
SKU-000148,PPE item 148,Supply,41.26,376,99,2025-01-28
SKU-000149,PPE item 149,Supply,15.13,60,73,2025-12-01
SKU-000150,PPE item 150,Supply,6.52,71,95,2025-12-17
SKU-000151,Supply item 151,Pharma,16.42,126,61,2025-07-04
SKU-000152,PPE item 152,Device,5.36,151,32,2025-09-28
SKU-000153,Supply item 153,PPE,33.06,352,25,2025-02-10
SKU-000154,Pharma item 154,Device,46.1,182,65,2025-01-01
SKU-000155,Device item 155,Pharma,6.93,120,41,2025-05-05
SKU-000156,Supply item 156,PPE,5.05,124,64,2025-10-06
SKU-000157,PPE item 157,Supply,78.61,366,21,2025-10-19
SKU-000158,PPE item 158,Device,5.07,31,21,2025-05-24
SKU-000159,Supply item 159,Supply,34.51,469,61,2025-10-08
SKU-000160,Device item 160,Device,10.44,319,32,2025-01-21
SKU-000161,Device item 161,Supply,5.97,332,51,2025-11-10
SKU-000162,Device item 162,Supply,52.66,76,99,2025-03-23
SKU-000163,Device item 163,PPE,43.78,199,19,2025-03-05
SKU-000164,Supply item 164,Supply,18.77,144,25,2025-07-20
SKU-000165,Pharma item 165,Supply,11.56,303,91,2025-05-09
SKU-000166,PPE item 166,Device,43.04,75,42,2025-04-15
SKU-000167,PPE item 167,Device,15.51,107,59,2025-06-18
SKU-000168,Pharma item 168,Pharma,5.27,228,66,2025-03-13
SKU-000169,PPE item 169,Supply,7.11,173,52,2025-04-24
SKU-000170,Supply item 170,Pharma,16.88,89,58,2025-01-02
SKU-000171,Supply item 171,Pharma,34.09,7,32,2025-01-24
SKU-000172,Device item 172,Supply,14.11,301,30,2025-02-28
SKU-000173,Pharma item 173,PPE,66.37,112,60,2025-04-26
SKU-000174,Pharma item 174,Device,10.48,253,68,2025-11-17
SKU-000175,Supply item 175,Device,13.83,207,12,2025-04-14
SKU-000176,Pharma item 176,Pharma,32.79,409,34,2025-10-08
SKU-000177,Device item 177,PPE,6.73,470,32,2025-08-19
SKU-000178,Supply item 178,Device,5.65,123,93,2025-07-11
SKU-000179,Pharma item 179,PPE,32.02,197,90,2025-07-13
SKU-000180,Device item 180,PPE,13.66,185,71,2025-03-19
SKU-000181,Device item 181,PPE,27.16,419,81,2025-01-06
SKU-000182,Supply item 182,Supply,5.36,254,66,2025-06-24
SKU-000183,Device item 183,Supply,34.17,174,29,2025-10-09
SKU-000184,Device item 184,Supply,12.53,498,91,2025-05-18
SKU-000185,Supply item 185,Device,59.5,29,17,2025-08-15
SKU-000186,Supply item 186,Supply,5.97,41,33,2025-07-26
SKU-000187,PPE item 187,Supply,13.79,117,35,2025-06-20
SKU-000188,Pharma item 188,Device,45.8,449,23,2025-03-10
SKU-000189,PPE item 189,PPE,21.42,316,27,2025-11-08
SKU-000190,Device item 190,Pharma,12.67,422,79,2025-10-07
SKU-000191,Pharma item 191,PPE,19.16,118,73,2025-10-01
SKU-000192,PPE item 192,PPE,57.35,304,73,2025-12-31
SKU-000193,Supply item 193,Supply,27.63,243,22,2025-01-29
SKU-000194,Supply item 194,Supply,9.88,45,97,2025-09-25
SKU-000195,Supply item 195,Device,24.99,383,11,2025-01-10
SKU-000196,Supply item 196,Device,34.24,464,58,2025-05-05
SKU-000197,Supply item 197,Device,31.47,47,56,2025-11-24
SKU-000198,Device item 198,Device,9.01,333,20,2025-02-12
SKU-000199,Supply item 199,Pharma,13.77,328,84,2025-05-20
SKU-000200,PPE item 200,PPE,52.41,491,33,2025-02-03
SKU-000201,Device item 201,Device,17.56,400,59,2025-07-09
SKU-000202,Supply item 202,Device,72.62,151,78,2025-05-10
SKU-000203,Supply item 203,Pharma,22.67,73,98,2025-11-22
SKU-000204,Supply item 204,Supply,21.3,83,67,2025-10-05
SKU-000205,Supply item 205,Supply,18.47,331,72,2025-11-23
SKU-000206,Device item 206,Supply,17.1,35,77,2025-01-21
SKU-000207,Supply item 207,Supply,24.96,197,42,2025-08-15
SKU-000208,PPE item 208,PPE,30.0,219,14,2025-02-13
SKU-000209,Pharma item 209,Supply,6.41,392,55,2025-11-02
SKU-000210,Device item 210,Device,72.03,354,14,2025-10-02
SKU-000211,Pharma item 211,Supply,5.83,55,98,2025-11-08
SKU-000212,Device item 212,PPE,8.69,231,36,2025-05-21
SKU-000213,Device item 213,Device,7.91,408,22,2025-05-24
SKU-000214,Pharma item 214,Device,23.31,275,28,2025-09-11
SKU-000215,Device item 215,Device,13.41,145,84,2025-06-01
SKU-000216,Device item 216,Supply,26.45,436,43,2025-09-10
SKU-000217,PPE item 217,Device,31.5,303,47,2025-07-10
SKU-000218,Pharma item 218,PPE,27.07,296,70,2025-06-20
SKU-000219,Pharma item 219,Device,15.56,325,27,2025-01-09
SKU-000220,Pharma item 220,PPE,4.65,216,83,2025-09-18
SKU-000221,Device item 221,Supply,8.8,485,56,2025-07-28
SKU-000222,Pharma item 222,PPE,17.94,249,76,2025-09-28
SKU-000223,Device item 223,Pharma,5.11,495,42,2025-12-30
SKU-000224,Pharma item 224,Device,20.41,176,18,2025-02-06
SKU-000225,PPE item 225,PPE,20.83,483,30,2025-02-10
SKU-000226,Pharma item 226,Pharma,214.04,120,95,2025-10-30
SKU-000227,PPE item 227,PPE,11.21,223,86,2025-08-14
SKU-000228,Pharma item 228,Supply,29.66,267,67,2025-02-14
SKU-000229,PPE item 229,PPE,55.16,487,47,2025-03-21
SKU-000230,Device item 230,Device,26.55,118,48,2025-08-02
SKU-000231,Pharma item 231,PPE,11.02,265,66,2025-04-28
SKU-000232,Pharma item 232,Device,70.34,183,32,2025-10-27
SKU-000233,Device item 233,Pharma,20.58,157,58,2025-05-05
SKU-000234,PPE item 234,Device,28.06,144,68,2025-08-12
SKU-000235,PPE item 235,PPE,11.11,422,99,2025-03-05
SKU-000236,Pharma item 236,Supply,7.43,466,12,2025-04-18
SKU-000237,Device item 237,Supply,24.45,476,87,2025-04-02
SKU-000238,Device item 238,PPE,4.12,464,85,2025-12-31
SKU-000239,Supply item 239,Pharma,9.39,369,40,2025-10-22
SKU-000240,Device item 240,PPE,192.16,394,91,2025-06-20
SKU-000241,PPE item 241,PPE,48.27,459,97,2025-03-16
SKU-000242,Supply item 242,Pharma,11.44,45,20,2025-01-06
SKU-000243,Pharma item 243,PPE,18.68,68,67,2025-09-03
SKU-000244,PPE item 244,Device,33.78,89,89,2025-01-04
SKU-000245,Device item 245,Supply,31.34,322,93,2025-01-28
SKU-000246,Device item 246,PPE,9.21,48,60,2025-01-13
SKU-000247,Supply item 247,PPE,12.33,431,87,2025-01-26
SKU-000248,Supply item 248,Device,1.96,99,67,2025-04-02
SKU-000249,PPE item 249,Pharma,16.06,270,14,2025-07-08
SKU-000250,Pharma item 250,PPE,16.93,110,12,2025-01-20
SKU-000251,Supply item 251,Pharma,9.53,13,98,2025-04-19
SKU-000252,Device item 252,Pharma,33.13,104,96,2025-08-15
SKU-000253,Supply item 253,Supply,29.69,288,11,2025-05-24
SKU-000254,PPE item 254,Pharma,15.19,57,95,2025-12-06
SKU-000255,Device item 255,PPE,85.4,66,87,2025-02-07
SKU-000256,Supply item 256,PPE,14.32,21,62,2025-10-04
SKU-000257,PPE item 257,Device,39.26,364,50,2025-01-25
SKU-000258,Device item 258,Supply,17.7,462,13,2025-11-24
SKU-000259,Pharma item 259,Device,42.5,138,23,2025-09-18
SKU-000260,PPE item 260,Pharma,11.56,166,29,2025-08-24
SKU-000261,Pharma item 261,PPE,47.24,40,89,2025-04-19
SKU-000262,Pharma item 262,Supply,7.81,82,43,2025-01-07
SKU-000263,PPE item 263,Pharma,15.74,341,42,2025-07-18
SKU-000264,Pharma item 264,Device,7.96,164,59,2025-10-26
SKU-000265,Pharma item 265,Device,19.47,393,15,2025-08-09
SKU-000266,Device item 266,Pharma,37.45,487,96,2025-05-20
SKU-000267,Device item 267,Device,34.52,197,87,2025-12-21
SKU-000268,Supply item 268,PPE,9.28,122,42,2025-12-07
SKU-000269,PPE item 269,Device,13.12,58,39,2025-01-12
SKU-000270,Device item 270,PPE,11.55,467,45,2025-07-02
SKU-000271,PPE item 271,Device,6.41,429,56,2025-03-01
SKU-000272,Supply item 272,Supply,30.54,422,36,2025-05-24
SKU-000273,Device item 273,Pharma,31.88,203,97,2025-02-19
SKU-000274,PPE item 274,Pharma,35.49,115,13,2025-08-07
SKU-000275,PPE item 275,Pharma,25.45,236,72,2025-03-09
SKU-000276,Pharma item 276,Supply,14.8,313,91,2025-07-09
SKU-000277,Device item 277,PPE,4.52,376,63,2025-08-21
SKU-000278,Pharma item 278,Device,9.68,454,90,2025-11-03
SKU-000279,Supply item 279,PPE,21.2,347,62,2025-04-17
SKU-000280,Supply item 280,PPE,2.88,92,40,2025-01-22
SKU-000281,Supply item 281,Pharma,68.52,144,20,2025-11-13
SKU-000282,PPE item 282,Device,9.24,16,29,2025-10-11
SKU-000283,PPE item 283,PPE,20.68,289,73,2025-02-19
SKU-000284,PPE item 284,PPE,22.54,330,52,2025-09-04
SKU-000285,Pharma item 285,Device,30.46,104,24,2025-11-03
SKU-000286,Supply item 286,Supply,45.44,27,96,2025-01-04
SKU-000287,PPE item 287,Supply,28.89,447,48,2025-11-11
SKU-000288,Supply item 288,PPE,24.14,430,62,2025-01-27
SKU-000289,Device item 289,Device,18.37,397,77,2025-10-22
SKU-000290,Supply item 290,PPE,4.69,442,31,2025-08-27
SKU-000291,Supply item 291,Supply,16.58,36,53,2025-07-24
SKU-000292,PPE item 292,Pharma,6.13,328,67,2025-11-07
SKU-000293,Device item 293,Supply,92.2,292,26,2025-06-16
SKU-000294,Pharma item 294,PPE,84.31,192,69,2025-09-10
SKU-000295,PPE item 295,PPE,23.9,276,97,2025-10-01
SKU-000296,PPE item 296,Device,21.03,283,52,2025-04-13
SKU-000297,Device item 297,Supply,6.26,146,49,2025-11-08
SKU-000298,PPE item 298,Device,12.75,145,78,2025-08-26
SKU-000299,Device item 299,Supply,30.27,325,37,2025-10-09
SKU-000300,Device item 300,Supply,11.99,437,81,2025-06-09
SKU-000301,Device item 301,Device,11.67,82,89,2025-04-23
SKU-000302,PPE item 302,Device,18.53,7,57,2025-06-01
SKU-000303,Pharma item 303,PPE,16.6,352,79,2025-02-11
SKU-000304,Supply item 304,Supply,19.66,23,13,2025-04-15
SKU-000305,Supply item 305,Pharma,27.48,453,74,2025-04-30
SKU-000306,Supply item 306,PPE,21.11,301,18,2025-05-19
SKU-000307,Supply item 307,Device,48.76,273,36,2025-03-08
SKU-000308,PPE item 308,Supply,20.06,487,92,2025-03-21
SKU-000309,Pharma item 309,Supply,65.3,407,86,2025-05-20
SKU-000310,Device item 310,Supply,17.06,28,52,2025-11-27
SKU-000311,Supply item 311,PPE,4.99,128,85,2025-08-01
SKU-000312,PPE item 312,Pharma,22.56,298,46,2025-01-17
SKU-000313,Device item 313,PPE,15.39,33,20,2025-06-10
SKU-000314,Device item 314,Supply,8.93,467,58,2025-12-12
SKU-000315,Pharma item 315,Device,35.4,14,38,2025-05-05
SKU-000316,Pharma item 316,Pharma,5.86,262,12,2025-03-23
SKU-000317,Supply item 317,Device,13.67,314,94,2025-08-19
SKU-000318,Pharma item 318,Device,9.54,234,41,2025-03-20
SKU-000319,Supply item 319,Supply,38.58,163,65,2025-07-12
SKU-000320,PPE item 320,PPE,2.32,35,64,2025-10-21
SKU-000321,Device item 321,Device,62.05,35,94,2025-12-07
SKU-000322,PPE item 322,PPE,6.82,347,42,2025-05-17
SKU-000323,Supply item 323,Supply,55.46,238,92,2025-08-10
SKU-000324,PPE item 324,Supply,6.14,294,84,2025-10-30
SKU-000325,Pharma item 325,PPE,13.85,88,88,2025-03-26
SKU-000326,Pharma item 326,Device,19.16,98,23,2025-11-15
SKU-000327,PPE item 327,PPE,1.31,374,34,2025-09-21
SKU-000328,Device item 328,Device,12.05,350,68,2025-04-20
SKU-000329,Supply item 329,PPE,10.43,226,73,2025-08-22
SKU-000330,PPE item 330,Device,13.44,360,97,2025-05-19
SKU-000331,PPE item 331,Pharma,18.0,107,96,2025-08-25
SKU-000332,PPE item 332,PPE,18.36,82,16,2025-01-31
SKU-000333,Pharma item 333,PPE,54.79,75,14,2025-09-23
SKU-000334,Pharma item 334,Device,42.57,73,77,2025-01-06
SKU-000335,Device item 335,Pharma,3.6,274,19,2025-09-26
SKU-000336,PPE item 336,Supply,5.09,142,12,2025-03-02
SKU-000337,PPE item 337,Pharma,8.02,217,22,2025-04-08
SKU-000338,Pharma item 338,Device,53.67,448,74,2025-03-14
SKU-000339,PPE item 339,PPE,19.42,249,80,2025-05-04
SKU-000340,PPE item 340,PPE,13.84,107,84,2025-03-09
SKU-000341,PPE item 341,Device,31.96,112,15,2025-02-05
SKU-000342,Device item 342,Pharma,9.46,207,69,2025-02-05
SKU-000343,Supply item 343,Supply,18.24,101,68,2025-08-06
SKU-000344,Device item 344,Supply,16.47,40,45,2025-08-16
SKU-000345,Pharma item 345,Supply,7.89,334,50,2025-04-18
SKU-000346,Pharma item 346,PPE,44.9,136,61,2025-08-19
SKU-000347,Device item 347,Device,31.28,61,50,2025-06-05
SKU-000348,PPE item 348,PPE,30.94,295,80,2025-11-08
SKU-000349,PPE item 349,Pharma,46.64,264,62,2025-09-30
SKU-000350,Pharma item 350,Pharma,54.47,229,93,2025-08-29
SKU-000351,Device item 351,Pharma,5.34,491,73,2025-10-21
SKU-000352,Pharma item 352,Supply,43.3,494,25,2025-01-07
SKU-000353,Pharma item 353,PPE,15.78,371,39,2025-07-20
SKU-000354,Pharma item 354,PPE,28.99,338,91,2025-11-17
SKU-000355,Supply item 355,Device,8.08,465,91,2025-03-07
SKU-000356,Supply item 356,Supply,12.35,96,97,2025-01-03
SKU-000357,Device item 357,Supply,21.34,179,31,2025-06-19
SKU-000358,Device item 358,PPE,34.45,457,86,2025-09-02
SKU-000359,Device item 359,Device,78.92,239,27,2025-01-12
SKU-000360,Pharma item 360,Device,15.45,126,92,2025-07-05
SKU-000361,Supply item 361,Device,18.78,116,27,2025-10-28
SKU-000362,Pharma item 362,Device,14.77,485,31,2025-02-14
SKU-000363,Device item 363,PPE,74.82,155,16,2025-03-15
SKU-000364,Device item 364,Device,18.66,20,18,2025-02-28
SKU-000365,Supply item 365,PPE,10.89,77,72,2025-10-17
SKU-000366,Pharma item 366,Supply,12.64,237,16,2025-02-13
SKU-000367,Supply item 367,Pharma,46.8,107,44,2025-08-01
SKU-000368,Pharma item 368,Pharma,75.15,414,95,2025-08-08
SKU-000369,Pharma item 369,Pharma,85.01,430,89,2025-09-22
SKU-000370,PPE item 370,Device,19.18,320,64,2025-08-20
SKU-000371,PPE item 371,Supply,13.25,377,85,2025-04-26
SKU-000372,Pharma item 372,Pharma,9.08,20,94,2025-10-11
SKU-000373,Device item 373,Pharma,46.72,125,96,2025-09-29
SKU-000374,PPE item 374,Pharma,23.81,410,44,2025-08-17
SKU-000375,Pharma item 375,Pharma,17.01,332,36,2025-12-14
SKU-000376,PPE item 376,Device,26.05,28,44,2025-03-09
SKU-000377,Device item 377,Supply,17.75,434,90,2025-03-10
SKU-000378,Device item 378,PPE,16.08,134,84,2025-08-07
SKU-000379,Device item 379,Device,14.15,485,25,2025-09-23
SKU-000380,Device item 380,Pharma,5.39,165,68,2025-11-23
SKU-000381,Pharma item 381,Device,99.81,49,61,2025-05-17
SKU-000382,Device item 382,Supply,11.1,330,84,2025-03-07
SKU-000383,Device item 383,Supply,27.06,49,35,2025-04-24
SKU-000384,Supply item 384,PPE,11.01,187,78,2025-10-13
SKU-000385,Pharma item 385,Supply,41.3,254,79,2025-09-16
SKU-000386,Supply item 386,PPE,61.92,372,84,2025-12-20
SKU-000387,Pharma item 387,Supply,17.27,120,92,2025-03-28
SKU-000388,Device item 388,PPE,15.7,242,51,2025-08-12
SKU-000389,Supply item 389,Pharma,29.2,106,20,2025-03-15
SKU-000390,Pharma item 390,Pharma,63.34,136,11,2025-10-17
SKU-000391,Pharma item 391,Device,10.28,339,38,2025-10-26
SKU-000392,PPE item 392,Device,21.07,425,79,2025-01-29
SKU-000393,Pharma item 393,Pharma,10.0,431,46,2025-04-18
SKU-000394,Pharma item 394,PPE,58.52,380,11,2025-11-08
SKU-000395,Device item 395,Pharma,12.19,232,65,2025-09-17
SKU-000396,Pharma item 396,Device,40.43,377,58,2025-02-06
SKU-000397,Device item 397,PPE,12.31,45,21,2025-12-26
SKU-000398,Supply item 398,Device,7.12,102,52,2025-05-21
SKU-000399,PPE item 399,Pharma,42.14,286,97,2025-11-05
SKU-000400,PPE item 400,Pharma,55.2,261,43,2025-05-29
SKU-000401,Pharma item 401,Pharma,55.13,243,65,2025-12-11
SKU-000402,Supply item 402,Pharma,35.35,5,31,2025-07-28
SKU-000403,PPE item 403,Device,7.96,195,88,2025-02-13
SKU-000404,Device item 404,Device,12.51,247,19,2025-04-22
SKU-000405,Pharma item 405,PPE,29.88,248,69,2025-04-28
SKU-000406,Supply item 406,Supply,27.1,267,54,2025-01-31
SKU-000407,Supply item 407,Device,25.21,156,39,2025-06-09
SKU-000408,Pharma item 408,Pharma,27.59,315,47,2025-07-24
SKU-000409,PPE item 409,Supply,13.31,67,56,2025-03-27
SKU-000410,Pharma item 410,Pharma,17.07,304,30,2025-02-15
SKU-000411,Pharma item 411,PPE,10.75,175,65,2025-05-09
SKU-000412,PPE item 412,Supply,2.07,485,15,2025-02-25
SKU-000413,PPE item 413,Device,18.84,157,23,2025-04-27
SKU-000414,Pharma item 414,PPE,40.54,208,60,2025-08-16
SKU-000415,Pharma item 415,Pharma,30.37,92,77,2025-06-27
SKU-000416,Device item 416,Device,31.68,160,51,2025-10-30
SKU-000417,PPE item 417,Device,39.84,431,50,2025-10-07
SKU-000418,Device item 418,PPE,14.63,294,21,2025-04-27
SKU-000419,Supply item 419,Pharma,8.0,150,37,2025-06-05
SKU-000420,Pharma item 420,Device,14.2,82,79,2025-07-19
SKU-000421,Pharma item 421,PPE,20.78,32,55,2025-04-05
SKU-000422,Device item 422,PPE,3.14,258,55,2025-10-17
